"Plot Title: Pond F Deep 1.25m"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20848647, SEN S/N: 20848647)","Intensity, lum/ft² (LGR S/N: 20848647, SEN S/N: 20848647)","Coupler Attached (LGR S/N: 20848647)","Host Connected (LGR S/N: 20848647)","Stopped (LGR S/N: 20848647)","End Of File (LGR S/N: 20848647)"
147,05/24/20 09:00:00 PM,66.366,0.0,,,,
148,05/24/20 09:30:00 PM,66.366,0.0,,,,
149,05/24/20 10:00:00 PM,66.366,0.0,,,,
150,05/24/20 10:30:00 PM,66.193,0.0,,,,
151,05/24/20 11:00:00 PM,66.366,0.0,,,,
152,05/24/20 11:30:00 PM,66.193,0.0,,,,
153,05/25/20 12:00:00 AM,66.193,0.0,,,,
154,05/25/20 12:30:00 AM,66.193,0.0,,,,
155,05/25/20 01:00:00 AM,66.193,0.0,,,,
156,05/25/20 01:30:00 AM,66.193,0.0,,,,
157,05/25/20 02:00:00 AM,66.193,0.0,,,,
158,05/25/20 02:30:00 AM,66.193,0.0,,,,
159,05/25/20 03:00:00 AM,66.193,0.0,,,,
160,05/25/20 03:30:00 AM,66.193,0.0,,,,
161,05/25/20 04:00:00 AM,66.193,0.0,,,,
162,05/25/20 04:30:00 AM,66.193,0.0,,,,
163,05/25/20 05:00:00 AM,66.193,0.0,,,,
164,05/25/20 05:30:00 AM,66.193,0.0,,,,
165,05/25/20 06:00:00 AM,66.193,1.0,,,,
166,05/25/20 06:30:00 AM,66.193,17.0,,,,
167,05/25/20 07:00:00 AM,66.193,65.0,,,,
168,05/25/20 07:30:00 AM,66.193,184.0,,,,
169,05/25/20 08:00:00 AM,66.366,272.0,,,,
170,05/25/20 08:30:00 AM,66.193,101.0,,,,
171,05/25/20 09:00:00 AM,66.366,208.0,,,,
172,05/25/20 09:30:00 AM,66.879,1408.0,,,,
173,05/25/20 10:00:00 AM,66.708,960.0,,,,
174,05/25/20 10:30:00 AM,66.708,416.0,,,,
175,05/25/20 11:00:00 AM,67.050,1344.0,,,,
176,05/25/20 11:30:00 AM,67.221,1152.0,,,,
177,05/25/20 12:00:00 PM,68.077,2688.0,,,,
178,05/25/20 12:30:00 PM,67.392,960.0,,,,
179,05/25/20 01:00:00 PM,67.735,1024.0,,,,
180,05/25/20 01:30:00 PM,67.564,608.0,,,,
181,05/25/20 02:00:00 PM,67.906,1024.0,,,,
182,05/25/20 02:30:00 PM,68.592,2432.0,,,,
183,05/25/20 03:00:00 PM,67.906,768.0,,,,
184,05/25/20 03:30:00 PM,68.248,1728.0,,,,
185,05/25/20 04:00:00 PM,68.248,1152.0,,,,
186,05/25/20 04:30:00 PM,68.077,512.0,,,,
187,05/25/20 05:00:00 PM,68.077,464.0,,,,
188,05/25/20 05:30:00 PM,67.735,42.0,,,,
189,05/25/20 06:00:00 PM,67.735,68.0,,,,
190,05/25/20 06:30:00 PM,67.735,15.0,,,,
191,05/25/20 07:00:00 PM,67.906,4.0,,,,
192,05/25/20 07:30:00 PM,68.077,4.0,,,,
193,05/25/20 08:00:00 PM,67.906,13.0,,,,
194,05/25/20 08:30:00 PM,67.906,5.0,,,,
195,05/25/20 09:00:00 PM,67.906,0.0,,,,
196,05/25/20 09:30:00 PM,67.906,0.0,,,,
197,05/25/20 10:00:00 PM,67.906,0.0,,,,
198,05/25/20 10:30:00 PM,67.906,0.0,,,,
199,05/25/20 11:00:00 PM,67.906,0.0,,,,
200,05/25/20 11:30:00 PM,67.906,0.0,,,,
201,05/26/20 12:00:00 AM,67.906,0.0,,,,
202,05/26/20 12:30:00 AM,67.906,0.0,,,,
203,05/26/20 01:00:00 AM,67.906,0.0,,,,
204,05/26/20 01:30:00 AM,67.906,0.0,,,,
205,05/26/20 02:00:00 AM,67.906,0.0,,,,
206,05/26/20 02:30:00 AM,67.906,0.0,,,,
207,05/26/20 03:00:00 AM,67.906,0.0,,,,
208,05/26/20 03:30:00 AM,67.906,0.0,,,,
209,05/26/20 04:00:00 AM,67.906,0.0,,,,
210,05/26/20 04:30:00 AM,67.906,0.0,,,,
211,05/26/20 05:00:00 AM,67.906,0.0,,,,
212,05/26/20 05:30:00 AM,67.735,0.0,,,,
213,05/26/20 06:00:00 AM,67.906,25.0,,,,
214,05/26/20 06:30:00 AM,67.906,51.0,,,,
215,05/26/20 07:00:00 AM,67.906,144.0,,,,
216,05/26/20 07:30:00 AM,67.906,76.0,,,,
217,05/26/20 08:00:00 AM,67.906,115.0,,,,
218,05/26/20 08:30:00 AM,68.077,352.0,,,,
219,05/26/20 09:00:00 AM,68.077,416.0,,,,
220,05/26/20 09:30:00 AM,68.248,352.0,,,,
221,05/26/20 10:00:00 AM,68.421,608.0,,,,
222,05/26/20 10:30:00 AM,68.421,800.0,,,,
223,05/26/20 11:00:00 AM,68.592,800.0,,,,
224,05/26/20 11:30:00 AM,68.592,864.0,,,,
225,05/26/20 12:00:00 PM,68.763,960.0,,,,
226,05/26/20 12:30:00 PM,68.763,992.0,,,,
227,05/26/20 01:00:00 PM,69.622,3072.0,,,,
228,05/26/20 01:30:00 PM,69.107,896.0,,,,
229,05/26/20 02:00:00 PM,68.934,1152.0,,,,
230,05/26/20 02:30:00 PM,69.622,3968.0,,,,
231,05/26/20 03:00:00 PM,68.934,76.0,,,,
232,05/26/20 03:30:00 PM,69.107,272.0,,,,
233,05/26/20 04:00:00 PM,69.107,46.0,,,,
234,05/26/20 04:30:00 PM,69.107,152.0,,,,
235,05/26/20 05:00:00 PM,69.107,256.0,,,,
236,05/26/20 05:30:00 PM,69.278,992.0,,,,
237,05/26/20 06:00:00 PM,69.622,992.0,,,,
238,05/26/20 06:30:00 PM,69.449,272.0,,,,
239,05/26/20 07:00:00 PM,69.278,224.0,,,,
240,05/26/20 07:30:00 PM,69.278,160.0,,,,
241,05/26/20 08:00:00 PM,69.107,51.0,,,,
242,05/26/20 08:30:00 PM,69.107,11.0,,,,
243,05/26/20 09:00:00 PM,69.107,0.0,,,,
244,05/26/20 09:30:00 PM,69.107,0.0,,,,
245,05/26/20 10:00:00 PM,69.107,0.0,,,,
246,05/26/20 10:30:00 PM,69.107,0.0,,,,
247,05/26/20 11:00:00 PM,69.107,0.0,,,,
248,05/26/20 11:30:00 PM,69.107,0.0,,,,
249,05/27/20 12:00:00 AM,69.107,0.0,,,,
250,05/27/20 12:30:00 AM,69.107,0.0,,,,
251,05/27/20 01:00:00 AM,68.934,0.0,,,,
252,05/27/20 01:30:00 AM,68.934,0.0,,,,
253,05/27/20 02:00:00 AM,68.934,0.0,,,,
254,05/27/20 02:30:00 AM,68.934,0.0,,,,
255,05/27/20 03:00:00 AM,68.934,0.0,,,,
256,05/27/20 03:30:00 AM,68.934,0.0,,,,
257,05/27/20 04:00:00 AM,68.934,0.0,,,,
258,05/27/20 04:30:00 AM,68.934,0.0,,,,
259,05/27/20 05:00:00 AM,68.934,0.0,,,,
260,05/27/20 05:30:00 AM,68.934,0.0,,,,
261,05/27/20 06:00:00 AM,68.934,5.0,,,,
262,05/27/20 06:30:00 AM,68.934,25.0,,,,
263,05/27/20 07:00:00 AM,68.934,81.0,,,,
264,05/27/20 07:30:00 AM,68.934,64.0,,,,
265,05/27/20 08:00:00 AM,68.934,107.0,,,,
266,05/27/20 08:30:00 AM,68.934,152.0,,,,
267,05/27/20 09:00:00 AM,69.107,240.0,,,,
268,05/27/20 09:30:00 AM,69.278,864.0,,,,
269,05/27/20 10:00:00 AM,69.278,480.0,,,,
270,05/27/20 10:30:00 AM,69.107,288.0,,,,
271,05/27/20 11:00:00 AM,69.278,89.0,,,,
272,05/27/20 11:30:00 AM,69.449,512.0,,,,
273,05/27/20 12:00:00 PM,69.278,248.0,,,,
274,05/27/20 12:30:00 PM,69.449,352.0,,,,
275,05/27/20 01:00:00 PM,69.964,1408.0,,,,
276,05/27/20 01:30:00 PM,69.964,864.0,,,,
277,05/27/20 02:00:00 PM,70.651,1536.0,,,,
278,05/27/20 02:30:00 PM,70.824,2304.0,,,,
279,05/27/20 03:00:00 PM,70.995,3200.0,,,,
280,05/27/20 03:30:00 PM,70.995,288.0,,,,
281,05/27/20 04:00:00 PM,70.651,2816.0,,,,
282,05/27/20 04:30:00 PM,70.995,1728.0,,,,
283,05/27/20 05:00:00 PM,70.824,864.0,,,,
284,05/27/20 05:30:00 PM,70.651,608.0,,,,
285,05/27/20 06:00:00 PM,70.651,480.0,,,,
286,05/27/20 06:30:00 PM,70.480,232.0,,,,
287,05/27/20 07:00:00 PM,70.480,216.0,,,,
288,05/27/20 07:30:00 PM,70.480,124.0,,,,
289,05/27/20 08:00:00 PM,70.480,44.0,,,,
290,05/27/20 08:30:00 PM,70.308,10.0,,,,
291,05/27/20 09:00:00 PM,70.308,0.0,,,,
292,05/27/20 09:30:00 PM,70.308,0.0,,,,
293,05/27/20 10:00:00 PM,70.308,0.0,,,,
294,05/27/20 10:30:00 PM,70.308,0.0,,,,
295,05/27/20 11:00:00 PM,70.308,0.0,,,,
296,05/27/20 11:30:00 PM,70.308,0.0,,,,
297,05/28/20 12:00:00 AM,70.308,0.0,,,,
298,05/28/20 12:30:00 AM,70.308,0.0,,,,
299,05/28/20 01:00:00 AM,70.308,0.0,,,,
300,05/28/20 01:30:00 AM,70.308,0.0,,,,
301,05/28/20 02:00:00 AM,70.308,0.0,,,,
302,05/28/20 02:30:00 AM,70.308,0.0,,,,
303,05/28/20 03:00:00 AM,70.308,0.0,,,,
304,05/28/20 03:30:00 AM,70.308,0.0,,,,
305,05/28/20 04:00:00 AM,70.308,0.0,,,,
306,05/28/20 04:30:00 AM,70.308,0.0,,,,
307,05/28/20 05:00:00 AM,70.308,0.0,,,,
308,05/28/20 05:30:00 AM,70.308,0.0,,,,
309,05/28/20 06:00:00 AM,70.308,5.0,,,,
310,05/28/20 06:30:00 AM,70.308,14.0,,,,
311,05/28/20 07:00:00 AM,70.308,13.0,,,,
312,05/28/20 07:30:00 AM,70.308,25.0,,,,
313,05/28/20 08:00:00 AM,70.308,28.0,,,,
314,05/28/20 08:30:00 AM,70.308,65.0,,,,
315,05/28/20 09:00:00 AM,70.308,101.0,,,,
316,05/28/20 09:30:00 AM,70.308,216.0,,,,
317,05/28/20 10:00:00 AM,70.308,176.0,,,,
318,05/28/20 10:30:00 AM,70.480,400.0,,,,
319,05/28/20 11:00:00 AM,70.480,464.0,,,,
320,05/28/20 11:30:00 AM,70.651,608.0,,,,
321,05/28/20 12:00:00 PM,70.824,704.0,,,,
322,05/28/20 12:30:00 PM,70.824,672.0,,,,
323,05/28/20 01:00:00 PM,70.995,1344.0,,,,
324,05/28/20 01:30:00 PM,71.168,1344.0,,,,
325,05/28/20 02:00:00 PM,71.683,2432.0,,,,
326,05/28/20 02:30:00 PM,71.512,1728.0,,,,
327,05/28/20 03:00:00 PM,72.028,3200.0,,,,
328,05/28/20 03:30:00 PM,72.199,2432.0,,,,
329,05/28/20 04:00:00 PM,72.028,1216.0,,,,
330,05/28/20 04:30:00 PM,72.199,1216.0,,,,
331,05/28/20 05:00:00 PM,71.683,608.0,,,,
332,05/28/20 05:30:00 PM,72.199,1280.0,,,,
333,05/28/20 06:00:00 PM,72.028,608.0,,,,
334,05/28/20 06:30:00 PM,72.028,576.0,,,,
335,05/28/20 07:00:00 PM,71.856,320.0,,,,
336,05/28/20 07:30:00 PM,71.683,168.0,,,,
337,05/28/20 08:00:00 PM,71.683,76.0,,,,
338,05/28/20 08:30:00 PM,71.683,19.0,,,,
339,05/28/20 09:00:00 PM,71.683,0.0,,,,
340,05/28/20 09:30:00 PM,71.512,0.0,,,,
341,05/28/20 10:00:00 PM,71.683,0.0,,,,
342,05/28/20 10:30:00 PM,71.512,0.0,,,,
343,05/28/20 11:00:00 PM,71.512,0.0,,,,
344,05/28/20 11:30:00 PM,71.512,0.0,,,,
345,05/29/20 12:00:00 AM,71.512,0.0,,,,
346,05/29/20 12:30:00 AM,71.512,0.0,,,,
347,05/29/20 01:00:00 AM,71.512,0.0,,,,
348,05/29/20 01:30:00 AM,71.512,0.0,,,,
349,05/29/20 02:00:00 AM,71.339,0.0,,,,
350,05/29/20 02:30:00 AM,71.512,0.0,,,,
351,05/29/20 03:00:00 AM,71.339,0.0,,,,
352,05/29/20 03:30:00 AM,71.339,0.0,,,,
353,05/29/20 04:00:00 AM,71.339,0.0,,,,
354,05/29/20 04:30:00 AM,71.339,0.0,,,,
355,05/29/20 05:00:00 AM,71.339,0.0,,,,
356,05/29/20 05:30:00 AM,71.339,0.0,,,,
357,05/29/20 06:00:00 AM,71.168,18.0,,,,
358,05/29/20 06:30:00 AM,70.995,40.0,,,,
359,05/29/20 07:00:00 AM,70.824,66.0,,,,
360,05/29/20 07:30:00 AM,70.995,176.0,,,,
361,05/29/20 08:00:00 AM,70.995,248.0,,,,
362,05/29/20 08:30:00 AM,71.168,480.0,,,,
363,05/29/20 09:00:00 AM,71.339,608.0,,,,
364,05/29/20 09:30:00 AM,71.512,672.0,,,,
365,05/29/20 10:00:00 AM,71.683,1344.0,,,,
366,05/29/20 10:30:00 AM,71.339,288.0,,,,
367,05/29/20 11:00:00 AM,71.856,2304.0,,,,
368,05/29/20 11:30:00 AM,71.856,2560.0,,,,
369,05/29/20 12:00:00 PM,72.718,2176.0,,,,
370,05/29/20 12:30:00 PM,72.891,3328.0,,,,
371,05/29/20 01:00:00 PM,72.028,864.0,,,,
372,05/29/20 01:30:00 PM,72.718,1920.0,,,,
373,05/29/20 02:00:00 PM,72.718,1024.0,,,,
374,05/29/20 02:30:00 PM,72.718,2304.0,,,,
375,05/29/20 03:00:00 PM,72.891,1408.0,,,,
376,05/29/20 03:30:00 PM,72.891,1152.0,,,,
377,05/29/20 04:00:00 PM,72.891,768.0,,,,
378,05/29/20 04:30:00 PM,73.062,992.0,,,,
379,05/29/20 05:00:00 PM,73.062,1344.0,,,,
380,05/29/20 05:30:00 PM,73.062,896.0,,,,
381,05/29/20 06:00:00 PM,73.062,384.0,,,,
382,05/29/20 06:30:00 PM,72.891,384.0,,,,
383,05/29/20 07:00:00 PM,72.891,256.0,,,,
384,05/29/20 07:30:00 PM,72.891,128.0,,,,
385,05/29/20 08:00:00 PM,72.718,41.0,,,,
386,05/29/20 08:30:00 PM,72.718,11.0,,,,
387,05/29/20 09:00:00 PM,72.718,0.0,,,,
388,05/29/20 09:30:00 PM,72.718,0.0,,,,
389,05/29/20 10:00:00 PM,72.718,0.0,,,,
390,05/29/20 10:30:00 PM,72.718,0.0,,,,
391,05/29/20 11:00:00 PM,72.718,0.0,,,,
392,05/29/20 11:30:00 PM,72.545,0.0,,,,
393,05/30/20 12:00:00 AM,72.545,0.0,,,,
394,05/30/20 12:30:00 AM,72.545,0.0,,,,
395,05/30/20 01:00:00 AM,72.372,0.0,,,,
396,05/30/20 01:30:00 AM,72.199,0.0,,,,
397,05/30/20 02:00:00 AM,72.199,0.0,,,,
398,05/30/20 02:30:00 AM,72.028,0.0,,,,
399,05/30/20 03:00:00 AM,71.856,0.0,,,,
400,05/30/20 03:30:00 AM,71.683,0.0,,,,
401,05/30/20 04:00:00 AM,71.512,0.0,,,,
402,05/30/20 04:30:00 AM,71.339,0.0,,,,
403,05/30/20 05:00:00 AM,71.168,0.0,,,,
404,05/30/20 05:30:00 AM,70.995,0.0,,,,
405,05/30/20 06:00:00 AM,70.824,17.0,,,,
406,05/30/20 06:30:00 AM,70.824,38.0,,,,
407,05/30/20 07:00:00 AM,70.651,144.0,,,,
408,05/30/20 07:30:00 AM,70.995,336.0,,,,
409,05/30/20 08:00:00 AM,70.824,288.0,,,,
410,05/30/20 08:30:00 AM,71.339,576.0,,,,
411,05/30/20 09:00:00 AM,71.512,1088.0,,,,
412,05/30/20 09:30:00 AM,71.683,1536.0,,,,
413,05/30/20 10:00:00 AM,71.856,2048.0,,,,
414,05/30/20 10:30:00 AM,72.372,2304.0,,,,
415,05/30/20 11:00:00 AM,72.545,2688.0,,,,
416,05/30/20 11:30:00 AM,72.718,2688.0,,,,
417,05/30/20 12:00:00 PM,72.891,2432.0,,,,
418,05/30/20 12:30:00 PM,73.062,2688.0,,,,
419,05/30/20 01:00:00 PM,73.234,2944.0,,,,
420,05/30/20 01:30:00 PM,72.891,1152.0,,,,
421,05/30/20 02:00:00 PM,73.062,1024.0,,,,
422,05/30/20 02:30:00 PM,73.062,1920.0,,,,
423,05/30/20 03:00:00 PM,73.234,2048.0,,,,
424,05/30/20 03:30:00 PM,73.062,896.0,,,,
425,05/30/20 04:00:00 PM,73.062,768.0,,,,
426,05/30/20 04:30:00 PM,73.062,608.0,,,,
427,05/30/20 05:00:00 PM,73.062,1152.0,,,,
428,05/30/20 05:30:00 PM,73.062,512.0,,,,
429,05/30/20 06:00:00 PM,73.062,672.0,,,,
430,05/30/20 06:30:00 PM,73.062,512.0,,,,
431,05/30/20 07:00:00 PM,73.062,128.0,,,,
432,05/30/20 07:30:00 PM,73.062,176.0,,,,
433,05/30/20 08:00:00 PM,72.891,38.0,,,,
434,05/30/20 08:30:00 PM,72.891,12.0,,,,
435,05/30/20 09:00:00 PM,72.891,0.0,,,,
436,05/30/20 09:30:00 PM,72.891,0.0,,,,
437,05/30/20 10:00:00 PM,72.891,0.0,,,,
438,05/30/20 10:30:00 PM,72.718,0.0,,,,
439,05/30/20 11:00:00 PM,72.718,0.0,,,,
440,05/30/20 11:30:00 PM,72.718,0.0,,,,
441,05/31/20 12:00:00 AM,72.718,0.0,,,,
442,05/31/20 12:30:00 AM,72.718,0.0,,,,
443,05/31/20 01:00:00 AM,72.718,0.0,,,,
444,05/31/20 01:30:00 AM,72.718,0.0,,,,
445,05/31/20 02:00:00 AM,72.718,0.0,,,,
446,05/31/20 02:30:00 AM,72.718,0.0,,,,
447,05/31/20 03:00:00 AM,72.718,0.0,,,,
448,05/31/20 03:30:00 AM,72.718,0.0,,,,
449,05/31/20 04:00:00 AM,72.718,0.0,,,,
450,05/31/20 04:30:00 AM,72.718,0.0,,,,
451,05/31/20 05:00:00 AM,72.718,0.0,,,,
452,05/31/20 05:30:00 AM,72.545,0.0,,,,
453,05/31/20 06:00:00 AM,72.372,17.0,,,,
454,05/31/20 06:30:00 AM,72.372,31.0,,,,
455,05/31/20 07:00:00 AM,72.199,34.0,,,,
456,05/31/20 07:30:00 AM,72.199,83.0,,,,
457,05/31/20 08:00:00 AM,72.199,168.0,,,,
458,05/31/20 08:30:00 AM,72.199,248.0,,,,
459,05/31/20 09:00:00 AM,72.372,416.0,,,,
460,05/31/20 09:30:00 AM,72.545,576.0,,,,
461,05/31/20 10:00:00 AM,72.372,272.0,,,,
462,05/31/20 10:30:00 AM,72.891,1792.0,,,,
463,05/31/20 11:00:00 AM,73.234,768.0,,,,
464,05/31/20 11:30:00 AM,73.234,800.0,,,,
465,05/31/20 12:00:00 PM,72.718,336.0,,,,
466,05/31/20 12:30:00 PM,72.891,576.0,,,,
467,05/31/20 01:00:00 PM,73.234,1152.0,,,,
