"Plot Title: 13_PondF_Deep_Anchor"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 830360, SEN S/N: 830360)","Temp, °F (LGR S/N: 830360, SEN S/N: 830360)","Coupler Detached (LGR S/N: 830360)","Coupler Attached (LGR S/N: 830360)","Host Connected (LGR S/N: 830360)","Stopped (LGR S/N: 830360)","End Of File (LGR S/N: 830360)"
80,05/11/20 11:30:00 AM,17.0702,53.449,,,,,
81,05/11/20 12:00:00 PM,17.0657,53.623,,,,,
82,05/11/20 12:30:00 PM,17.0638,53.798,,,,,
83,05/11/20 01:00:00 PM,17.0588,53.798,,,,,
84,05/11/20 01:30:00 PM,17.0522,54.147,,,,,
85,05/11/20 02:00:00 PM,17.0453,54.322,,,,,
86,05/11/20 02:30:00 PM,17.0459,54.495,,,,,
87,05/11/20 03:00:00 PM,17.0389,54.669,,,,,
88,05/11/20 03:30:00 PM,17.0318,54.842,,,,,
89,05/11/20 04:00:00 PM,17.0242,54.842,,,,,
90,05/11/20 04:30:00 PM,17.0197,55.017,,,,,
91,05/11/20 05:00:00 PM,17.0177,55.189,,,,,
92,05/11/20 05:30:00 PM,17.0152,55.189,,,,,
93,05/11/20 06:00:00 PM,17.0083,55.364,,,,,
94,05/11/20 06:30:00 PM,17.0032,55.364,,,,,
95,05/11/20 07:00:00 PM,17.0032,55.364,,,,,
96,05/11/20 07:30:00 PM,16.9987,55.537,,,,,
97,05/11/20 08:00:00 PM,16.9987,55.537,,,,,
98,05/11/20 08:30:00 PM,16.9936,55.537,,,,,
99,05/11/20 09:00:00 PM,16.9961,55.537,,,,,
100,05/11/20 09:30:00 PM,16.9987,55.537,,,,,
101,05/11/20 10:00:00 PM,17.0063,55.537,,,,,
102,05/11/20 10:30:00 PM,17.0113,55.537,,,,,
103,05/11/20 11:00:00 PM,17.0113,55.537,,,,,
104,05/11/20 11:30:00 PM,17.0113,55.537,,,,,
105,05/12/20 12:00:00 AM,17.0164,55.537,,,,,
106,05/12/20 12:30:00 AM,17.0158,55.364,,,,,
107,05/12/20 01:00:00 AM,17.0158,55.364,,,,,
108,05/12/20 01:30:00 AM,17.0152,55.189,,,,,
109,05/12/20 02:00:00 AM,17.0173,55.017,,,,,
110,05/12/20 02:30:00 AM,17.0167,54.842,,,,,
111,05/12/20 03:00:00 AM,17.0167,54.842,,,,,
112,05/12/20 03:30:00 AM,17.0161,54.669,,,,,
113,05/12/20 04:00:00 AM,17.0131,54.495,,,,,
114,05/12/20 04:30:00 AM,17.0131,54.495,,,,,
115,05/12/20 05:00:00 AM,17.0150,54.322,,,,,
116,05/12/20 05:30:00 AM,17.0125,54.322,,,,,
117,05/12/20 06:00:00 AM,17.0144,54.147,,,,,
118,05/12/20 06:30:00 AM,17.0195,54.147,,,,,
119,05/12/20 07:00:00 AM,17.0245,54.147,,,,,
120,05/12/20 07:30:00 AM,17.0219,54.147,,,,,
121,05/12/20 08:00:00 AM,17.0245,54.147,,,,,
122,05/12/20 08:30:00 AM,17.0245,54.147,,,,,
123,05/12/20 09:00:00 AM,17.0251,54.322,,,,,
124,05/12/20 09:30:00 AM,17.0251,54.322,,,,,
125,05/12/20 10:00:00 AM,17.0225,54.322,,,,,
126,05/12/20 10:30:00 AM,17.0180,54.495,,,,,
127,05/12/20 11:00:00 AM,17.0186,54.669,,,,,
128,05/12/20 11:30:00 AM,17.0218,54.842,,,,,
129,05/12/20 12:00:00 PM,17.0173,55.017,,,,,
130,05/12/20 12:30:00 PM,17.0096,55.017,,,,,
131,05/12/20 01:00:00 PM,17.0006,55.364,,,,,
132,05/12/20 01:30:00 PM,16.9957,55.364,,,,,
133,05/12/20 02:00:00 PM,16.9912,55.537,,,,,
134,05/12/20 02:30:00 PM,16.9891,55.711,,,,,
135,05/12/20 03:00:00 PM,16.9816,55.711,,,,,
136,05/12/20 03:30:00 PM,16.9796,55.884,,,,,
137,05/12/20 04:00:00 PM,16.9700,56.057,,,,,
138,05/12/20 04:30:00 PM,16.9675,56.057,,,,,
139,05/12/20 05:00:00 PM,16.9606,56.230,,,,,
140,05/12/20 05:30:00 PM,16.9580,56.230,,,,,
141,05/12/20 06:00:00 PM,16.9610,56.404,,,,,
142,05/12/20 06:30:00 PM,16.9561,56.404,,,,,
143,05/12/20 07:00:00 PM,16.9535,56.404,,,,,
144,05/12/20 07:30:00 PM,16.9510,56.404,,,,,
145,05/12/20 08:00:00 PM,16.9484,56.404,,,,,
146,05/12/20 08:30:00 PM,16.9484,56.404,,,,,
147,05/12/20 09:00:00 PM,16.9484,56.404,,,,,
148,05/12/20 09:30:00 PM,16.9510,56.404,,,,,
149,05/12/20 10:00:00 PM,16.9535,56.404,,,,,
150,05/12/20 10:30:00 PM,16.9535,56.404,,,,,
151,05/12/20 11:00:00 PM,16.9510,56.404,,,,,
152,05/12/20 11:30:00 PM,16.9484,56.404,,,,,
153,05/13/20 12:00:00 AM,16.9484,56.404,,,,,
154,05/13/20 12:30:00 AM,16.9484,56.404,,,,,
155,05/13/20 01:00:00 AM,16.9484,56.404,,,,,
156,05/13/20 01:30:00 AM,16.9484,56.404,,,,,
157,05/13/20 02:00:00 AM,16.9435,56.404,,,,,
158,05/13/20 02:30:00 AM,16.9484,56.404,,,,,
159,05/13/20 03:00:00 AM,16.9459,56.404,,,,,
160,05/13/20 03:30:00 AM,16.9459,56.404,,,,,
161,05/13/20 04:00:00 AM,16.9459,56.404,,,,,
162,05/13/20 04:30:00 AM,16.9403,56.230,,,,,
163,05/13/20 05:00:00 AM,16.9403,56.230,,,,,
164,05/13/20 05:30:00 AM,16.9327,56.230,,,,,
165,05/13/20 06:00:00 AM,16.9321,56.057,,,,,
166,05/13/20 06:30:00 AM,16.9348,56.057,,,,,
167,05/13/20 07:00:00 AM,16.9398,56.057,,,,,
168,05/13/20 07:30:00 AM,16.9398,56.057,,,,,
169,05/13/20 08:00:00 AM,16.9372,56.057,,,,,
170,05/13/20 08:30:00 AM,16.9276,56.230,,,,,
171,05/13/20 09:00:00 AM,16.9156,56.404,,,,,
172,05/13/20 09:30:00 AM,16.9131,56.404,,,,,
173,05/13/20 10:00:00 AM,16.9030,56.404,,,,,
174,05/13/20 10:30:00 AM,16.8979,56.404,,,,,
175,05/13/20 11:00:00 AM,16.8960,56.577,,,,,
176,05/13/20 11:30:00 AM,16.8909,56.577,,,,,
177,05/13/20 12:00:00 PM,16.8838,56.750,,,,,
178,05/13/20 12:30:00 PM,16.8789,56.750,,,,,
179,05/13/20 01:00:00 PM,16.8718,56.923,,,,,
180,05/13/20 01:30:00 PM,16.8693,56.923,,,,,
181,05/13/20 02:00:00 PM,16.8667,56.923,,,,,
182,05/13/20 02:30:00 PM,16.8643,56.923,,,,,
183,05/13/20 03:00:00 PM,16.8541,56.923,,,,,
184,05/13/20 03:30:00 PM,16.8466,56.923,,,,,
185,05/13/20 04:00:00 PM,16.8415,56.923,,,,,
186,05/13/20 04:30:00 PM,16.8541,56.923,,,,,
187,05/13/20 05:00:00 PM,16.8567,56.923,,,,,
188,05/13/20 05:30:00 PM,16.8516,56.923,,,,,
189,05/13/20 06:00:00 PM,16.8466,56.923,,,,,
190,05/13/20 06:30:00 PM,16.8390,56.923,,,,,
191,05/13/20 07:00:00 PM,16.8390,56.923,,,,,
192,05/13/20 07:30:00 PM,16.8441,56.923,,,,,
193,05/13/20 08:00:00 PM,16.8390,56.923,,,,,
194,05/13/20 08:30:00 PM,16.8315,56.923,,,,,
195,05/13/20 09:00:00 PM,16.8189,56.923,,,,,
196,05/13/20 09:30:00 PM,16.8189,56.923,,,,,
197,05/13/20 10:00:00 PM,16.8213,56.923,,,,,
198,05/13/20 10:30:00 PM,16.8239,56.923,,,,,
199,05/13/20 11:00:00 PM,16.8239,56.923,,,,,
200,05/13/20 11:30:00 PM,16.8208,56.750,,,,,
201,05/14/20 12:00:00 AM,16.8208,56.750,,,,,
202,05/14/20 12:30:00 AM,16.8183,56.750,,,,,
203,05/14/20 01:00:00 AM,16.8208,56.750,,,,,
204,05/14/20 01:30:00 AM,16.8183,56.750,,,,,
205,05/14/20 02:00:00 AM,16.8081,56.750,,,,,
206,05/14/20 02:30:00 AM,16.8032,56.750,,,,,
207,05/14/20 03:00:00 AM,16.8032,56.750,,,,,
208,05/14/20 03:30:00 AM,16.8006,56.750,,,,,
209,05/14/20 04:00:00 AM,16.7930,56.750,,,,,
210,05/14/20 04:30:00 AM,16.7880,56.750,,,,,
211,05/14/20 05:00:00 AM,16.7925,56.577,,,,,
212,05/14/20 05:30:00 AM,16.7900,56.577,,,,,
213,05/14/20 06:00:00 AM,16.8006,56.750,,,,,
214,05/14/20 06:30:00 AM,16.8006,56.750,,,,,
215,05/14/20 07:00:00 AM,16.8057,56.750,,,,,
216,05/14/20 07:30:00 AM,16.8081,56.750,,,,,
217,05/14/20 08:00:00 AM,16.8132,56.750,,,,,
218,05/14/20 08:30:00 AM,16.8132,56.750,,,,,
219,05/14/20 09:00:00 AM,16.8062,56.923,,,,,
220,05/14/20 09:30:00 AM,16.8036,56.923,,,,,
221,05/14/20 10:00:00 AM,16.8012,56.923,,,,,
222,05/14/20 10:30:00 AM,16.8062,56.923,,,,,
223,05/14/20 11:00:00 AM,16.7987,56.923,,,,,
224,05/14/20 11:30:00 AM,16.8068,57.096,,,,,
225,05/14/20 12:00:00 PM,16.8068,57.096,,,,,
226,05/14/20 12:30:00 PM,16.8042,57.096,,,,,
227,05/14/20 01:00:00 PM,16.8048,57.268,,,,,
228,05/14/20 01:30:00 PM,16.7946,57.268,,,,,
229,05/14/20 02:00:00 PM,16.7852,57.441,,,,,
230,05/14/20 02:30:00 PM,16.7933,57.614,,,,,
231,05/14/20 03:00:00 PM,16.7907,57.614,,,,,
232,05/14/20 03:30:00 PM,16.7832,57.614,,,,,
233,05/14/20 04:00:00 PM,16.7807,57.614,,,,,
234,05/14/20 04:30:00 PM,16.7756,57.614,,,,,
235,05/14/20 05:00:00 PM,16.7756,57.614,,,,,
236,05/14/20 05:30:00 PM,16.7756,57.614,,,,,
237,05/14/20 06:00:00 PM,16.7857,57.614,,,,,
238,05/14/20 06:30:00 PM,16.7807,57.614,,,,,
239,05/14/20 07:00:00 PM,16.7832,57.614,,,,,
240,05/14/20 07:30:00 PM,16.7781,57.614,,,,,
241,05/14/20 08:00:00 PM,16.7730,57.614,,,,,
242,05/14/20 08:30:00 PM,16.7832,57.614,,,,,
243,05/14/20 09:00:00 PM,16.7883,57.614,,,,,
244,05/14/20 09:30:00 PM,16.7877,57.441,,,,,
245,05/14/20 10:00:00 PM,16.7826,57.441,,,,,
246,05/14/20 10:30:00 PM,16.7801,57.441,,,,,
247,05/14/20 11:00:00 PM,16.7901,57.441,,,,,
248,05/14/20 11:30:00 PM,16.7978,57.441,,,,,
249,05/15/20 12:00:00 AM,16.8003,57.441,,,,,
250,05/15/20 12:30:00 AM,16.8054,57.441,,,,,
251,05/15/20 01:00:00 AM,16.8105,57.441,,,,,
252,05/15/20 01:30:00 AM,16.8154,57.441,,,,,
253,05/15/20 02:00:00 AM,16.8078,57.441,,,,,
254,05/15/20 02:30:00 AM,16.8003,57.441,,,,,
255,05/15/20 03:00:00 AM,16.8105,57.441,,,,,
256,05/15/20 03:30:00 AM,16.8150,57.268,,,,,
257,05/15/20 04:00:00 AM,16.8174,57.268,,,,,
258,05/15/20 04:30:00 AM,16.8225,57.268,,,,,
259,05/15/20 05:00:00 AM,16.8325,57.268,,,,,
260,05/15/20 05:30:00 AM,16.8351,57.268,,,,,
261,05/15/20 06:00:00 AM,16.8477,57.268,,,,,
262,05/15/20 06:30:00 AM,16.8528,57.268,,,,,
263,05/15/20 07:00:00 AM,16.8528,57.268,,,,,
264,05/15/20 07:30:00 AM,16.8583,57.441,,,,,
265,05/15/20 08:00:00 AM,16.8564,57.614,,,,,
266,05/15/20 08:30:00 AM,16.8595,57.785,,,,,
267,05/15/20 09:00:00 AM,16.8601,57.958,,,,,
268,05/15/20 09:30:00 AM,16.8682,58.131,,,,,
269,05/15/20 10:00:00 AM,16.8637,58.303,,,,,
270,05/15/20 10:30:00 AM,16.8743,58.476,,,,,
271,05/15/20 11:00:00 AM,16.8773,58.647,,,,,
272,05/15/20 11:30:00 AM,16.8728,58.820,,,,,
273,05/15/20 12:00:00 PM,16.8683,58.993,,,,,
274,05/15/20 12:30:00 PM,16.8764,59.164,,,,,
275,05/15/20 01:00:00 PM,16.8746,59.337,,,,,
276,05/15/20 01:30:00 PM,16.8675,59.508,,,,,
277,05/15/20 02:00:00 PM,16.8580,59.680,,,,,
278,05/15/20 02:30:00 PM,16.8509,59.851,,,,,
279,05/15/20 03:00:00 PM,16.8515,60.024,,,,,
280,05/15/20 03:30:00 PM,16.8495,60.195,,,,,
281,05/15/20 04:00:00 PM,16.8476,60.368,,,,,
282,05/15/20 04:30:00 PM,16.8476,60.368,,,,,
283,05/15/20 05:00:00 PM,16.8456,60.539,,,,,
284,05/15/20 05:30:00 PM,16.8431,60.539,,,,,
285,05/15/20 06:00:00 PM,16.8461,60.712,,,,,
286,05/15/20 06:30:00 PM,16.8435,60.712,,,,,
287,05/15/20 07:00:00 PM,16.8386,60.712,,,,,
288,05/15/20 07:30:00 PM,16.8435,60.712,,,,,
289,05/15/20 08:00:00 PM,16.8461,60.712,,,,,
290,05/15/20 08:30:00 PM,16.8563,60.712,,,,,
291,05/15/20 09:00:00 PM,16.8563,60.712,,,,,
292,05/15/20 09:30:00 PM,16.8531,60.539,,,,,
293,05/15/20 10:00:00 PM,16.8557,60.539,,,,,
294,05/15/20 10:30:00 PM,16.8551,60.368,,,,,
295,05/15/20 11:00:00 PM,16.8551,60.368,,,,,
296,05/15/20 11:30:00 PM,16.8551,60.368,,,,,
297,05/16/20 12:00:00 AM,16.8602,60.368,,,,,
298,05/16/20 12:30:00 AM,16.8621,60.195,,,,,
299,05/16/20 01:00:00 AM,16.8596,60.195,,,,,
300,05/16/20 01:30:00 AM,16.8672,60.195,,,,,
301,05/16/20 02:00:00 AM,16.8621,60.195,,,,,
302,05/16/20 02:30:00 AM,16.8572,60.195,,,,,
303,05/16/20 03:00:00 AM,16.8572,60.195,,,,,
304,05/16/20 03:30:00 AM,16.8566,60.024,,,,,
305,05/16/20 04:00:00 AM,16.8566,60.024,,,,,
306,05/16/20 04:30:00 AM,16.8590,60.024,,,,,
307,05/16/20 05:00:00 AM,16.8590,60.024,,,,,
308,05/16/20 05:30:00 AM,16.8590,60.024,,,,,
309,05/16/20 06:00:00 AM,16.8641,60.024,,,,,
310,05/16/20 06:30:00 AM,16.8692,60.024,,,,,
311,05/16/20 07:00:00 AM,16.8717,60.024,,,,,
312,05/16/20 07:30:00 AM,16.8767,60.024,,,,,
313,05/16/20 08:00:00 AM,16.8722,60.195,,,,,
314,05/16/20 08:30:00 AM,16.8698,60.195,,,,,
315,05/16/20 09:00:00 AM,16.8677,60.368,,,,,
316,05/16/20 09:30:00 AM,16.8657,60.539,,,,,
317,05/16/20 10:00:00 AM,16.8612,60.712,,,,,
318,05/16/20 10:30:00 AM,16.8548,61.054,,,,,
319,05/16/20 11:00:00 AM,16.8528,61.227,,,,,
320,05/16/20 11:30:00 AM,16.8534,61.398,,,,,
321,05/16/20 12:00:00 PM,16.8540,61.569,,,,,
322,05/16/20 12:30:00 PM,16.8525,61.912,,,,,
323,05/16/20 01:00:00 PM,16.8454,62.083,,,,,
324,05/16/20 01:30:00 PM,16.8334,62.254,,,,,
325,05/16/20 02:00:00 PM,16.8238,62.425,,,,,
326,05/16/20 02:30:00 PM,16.8142,62.598,,,,,
327,05/16/20 03:00:00 PM,16.8118,62.598,,,,,
328,05/16/20 03:30:00 PM,16.8073,62.769,,,,,
329,05/16/20 04:00:00 PM,16.8022,62.769,,,,,
330,05/16/20 04:30:00 PM,16.8048,62.769,,,,,
331,05/16/20 05:00:00 PM,16.8022,62.769,,,,,
332,05/16/20 05:30:00 PM,16.7971,62.769,,,,,
333,05/16/20 06:00:00 PM,16.7922,62.769,,,,,
334,05/16/20 06:30:00 PM,16.7896,62.769,,,,,
335,05/16/20 07:00:00 PM,16.7845,62.769,,,,,
336,05/16/20 07:30:00 PM,16.7814,62.598,,,,,
337,05/16/20 08:00:00 PM,16.7814,62.598,,,,,
338,05/16/20 08:30:00 PM,16.7790,62.598,,,,,
339,05/16/20 09:00:00 PM,16.7709,62.425,,,,,
340,05/16/20 09:30:00 PM,16.7682,62.425,,,,,
341,05/16/20 10:00:00 PM,16.7627,62.254,,,,,
342,05/16/20 10:30:00 PM,16.7601,62.254,,,,,
343,05/16/20 11:00:00 PM,16.7577,62.254,,,,,
344,05/16/20 11:30:00 PM,16.7501,62.254,,,,,
345,05/17/20 12:00:00 AM,16.7469,62.083,,,,,
346,05/17/20 12:30:00 AM,16.7420,62.083,,,,,
347,05/17/20 01:00:00 AM,16.7369,62.083,,,,,
348,05/17/20 01:30:00 AM,16.7394,62.083,,,,,
349,05/17/20 02:00:00 AM,16.7540,61.912,,,,,
350,05/17/20 02:30:00 AM,16.7591,61.912,,,,,
351,05/17/20 03:00:00 AM,16.7565,61.912,,,,,
352,05/17/20 03:30:00 AM,16.7465,61.912,,,,,
353,05/17/20 04:00:00 AM,16.7433,61.741,,,,,
354,05/17/20 04:30:00 AM,16.7484,61.741,,,,,
355,05/17/20 05:00:00 AM,16.7433,61.741,,,,,
356,05/17/20 05:30:00 AM,16.7433,61.741,,,,,
357,05/17/20 06:00:00 AM,16.7378,61.569,,,,,
358,05/17/20 06:30:00 AM,16.7403,61.569,,,,,
359,05/17/20 07:00:00 AM,16.7378,61.569,,,,,
360,05/17/20 07:30:00 AM,16.7429,61.569,,,,,
361,05/17/20 08:00:00 AM,16.7429,61.569,,,,,
362,05/17/20 08:30:00 AM,16.7378,61.569,,,,,
363,05/17/20 09:00:00 AM,16.7327,61.569,,,,,
364,05/17/20 09:30:00 AM,16.7302,61.569,,,,,
365,05/17/20 10:00:00 AM,16.7327,61.569,,,,,
366,05/17/20 10:30:00 AM,16.7282,61.741,,,,,
367,05/17/20 11:00:00 AM,16.7207,61.741,,,,,
368,05/17/20 11:30:00 AM,16.7207,61.741,,,,,
369,05/17/20 12:00:00 PM,16.7181,61.741,,,,,
370,05/17/20 12:30:00 PM,16.7207,61.741,,,,,
371,05/17/20 01:00:00 PM,16.7181,61.741,,,,,
372,05/17/20 01:30:00 PM,16.7186,61.912,,,,,
373,05/17/20 02:00:00 PM,16.7211,61.912,,,,,
374,05/17/20 02:30:00 PM,16.7192,62.083,,,,,
375,05/17/20 03:00:00 PM,16.7268,62.083,,,,,
376,05/17/20 03:30:00 PM,16.7247,62.254,,,,,
377,05/17/20 04:00:00 PM,16.7273,62.254,,,,,
378,05/17/20 04:30:00 PM,16.7298,62.254,,,,,
379,05/17/20 05:00:00 PM,16.7304,62.425,,,,,
380,05/17/20 05:30:00 PM,16.7304,62.425,,,,,
381,05/17/20 06:00:00 PM,16.7355,62.425,,,,,
382,05/17/20 06:30:00 PM,16.7430,62.425,,,,,
383,05/17/20 07:00:00 PM,16.7456,62.425,,,,,
384,05/17/20 07:30:00 PM,16.7506,62.425,,,,,
385,05/17/20 08:00:00 PM,16.7532,62.425,,,,,
386,05/17/20 08:30:00 PM,16.7532,62.425,,,,,
387,05/17/20 09:00:00 PM,16.7556,62.425,,,,,
388,05/17/20 09:30:00 PM,16.7627,62.254,,,,,
389,05/17/20 10:00:00 PM,16.7677,62.254,,,,,
390,05/17/20 10:30:00 PM,16.7727,62.254,,,,,
391,05/17/20 11:00:00 PM,16.7652,62.254,,,,,
392,05/17/20 11:30:00 PM,16.7703,62.254,,,,,
393,05/18/20 12:00:00 AM,16.7727,62.254,,,,,
394,05/18/20 12:30:00 AM,16.7709,62.425,,,,,
395,05/18/20 01:00:00 AM,16.7658,62.425,,,,,
396,05/18/20 01:30:00 AM,16.7658,62.425,,,,,
397,05/18/20 02:00:00 AM,16.7658,62.425,,,,,
398,05/18/20 02:30:00 AM,16.7677,62.254,,,,,
399,05/18/20 03:00:00 AM,16.7727,62.254,,,,,
400,05/18/20 03:30:00 AM,16.7703,62.254,,,,,
401,05/18/20 04:00:00 AM,16.7722,62.083,,,,,
402,05/18/20 04:30:00 AM,16.7722,62.083,,,,,
403,05/18/20 05:00:00 AM,16.7717,61.912,,,,,
404,05/18/20 05:30:00 AM,16.7817,61.912,,,,,
405,05/18/20 06:00:00 AM,16.7813,61.741,,,,,
406,05/18/20 06:30:00 AM,16.7862,61.741,,,,,
407,05/18/20 07:00:00 AM,16.7933,61.569,,,,,
408,05/18/20 07:30:00 AM,16.7933,61.569,,,,,
409,05/18/20 08:00:00 AM,16.7984,61.569,,,,,
410,05/18/20 08:30:00 AM,16.7933,61.569,,,,,
411,05/18/20 09:00:00 AM,16.8009,61.569,,,,,
412,05/18/20 09:30:00 AM,16.7984,61.569,,,,,
413,05/18/20 10:00:00 AM,16.7964,61.741,,,,,
414,05/18/20 10:30:00 AM,16.7939,61.741,,,,,
415,05/18/20 11:00:00 AM,16.7894,61.912,,,,,
416,05/18/20 11:30:00 AM,16.8267,61.741,,,,,
417,05/18/20 12:00:00 PM,16.8267,61.741,,,,,
418,05/18/20 12:30:00 PM,16.8242,61.741,,,,,
419,05/18/20 01:00:00 PM,16.8216,61.741,,,,,
420,05/18/20 01:30:00 PM,16.8197,61.912,,,,,
421,05/18/20 02:00:00 PM,16.8247,61.912,,,,,
422,05/18/20 02:30:00 PM,16.8247,61.912,,,,,
423,05/18/20 03:00:00 PM,16.8273,61.912,,,,,
424,05/18/20 03:30:00 PM,16.8222,61.912,,,,,
425,05/18/20 04:00:00 PM,16.8279,62.083,,,,,
426,05/18/20 04:30:00 PM,16.8252,62.083,,,,,
427,05/18/20 05:00:00 PM,16.8228,62.083,,,,,
428,05/18/20 05:30:00 PM,16.8202,62.083,,,,,
429,05/18/20 06:00:00 PM,16.8252,62.083,,,,,
430,05/18/20 06:30:00 PM,16.8247,61.912,,,,,
431,05/18/20 07:00:00 PM,16.8324,61.912,,,,,
432,05/18/20 07:30:00 PM,16.8324,61.912,,,,,
433,05/18/20 08:00:00 PM,16.8318,61.741,,,,,
434,05/18/20 08:30:00 PM,16.8369,61.741,,,,,
435,05/18/20 09:00:00 PM,16.8387,61.569,,,,,
436,05/18/20 09:30:00 PM,16.8413,61.569,,,,,
437,05/18/20 10:00:00 PM,16.8463,61.569,,,,,
438,05/18/20 10:30:00 PM,16.8483,61.398,,,,,
