"Plot Title: Pond B Deep 1.25m"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20848649, SEN S/N: 20848649)","Intensity, lum/ft² (LGR S/N: 20848649, SEN S/N: 20848649)","Coupler Attached (LGR S/N: 20848649)","Host Connected (LGR S/N: 20848649)","Stopped (LGR S/N: 20848649)","End Of File (LGR S/N: 20848649)"
31,05/22/20 11:00:00 AM,62.254,272.0,,,,
32,05/22/20 11:30:00 AM,62.425,352.0,,,,
33,05/22/20 12:00:00 PM,62.769,480.0,,,,
34,05/22/20 12:30:00 PM,62.940,672.0,,,,
35,05/22/20 01:00:00 PM,62.940,288.0,,,,
36,05/22/20 01:30:00 PM,62.769,200.0,,,,
37,05/22/20 02:00:00 PM,63.111,608.0,,,,
38,05/22/20 02:30:00 PM,62.769,184.0,,,,
39,05/22/20 03:00:00 PM,63.111,416.0,,,,
40,05/22/20 03:30:00 PM,63.282,480.0,,,,
41,05/22/20 04:00:00 PM,62.940,112.0,,,,
42,05/22/20 04:30:00 PM,63.111,152.0,,,,
43,05/22/20 05:00:00 PM,62.940,82.0,,,,
44,05/22/20 05:30:00 PM,62.940,72.0,,,,
45,05/22/20 06:00:00 PM,63.111,59.0,,,,
46,05/22/20 06:30:00 PM,62.940,24.0,,,,
47,05/22/20 07:00:00 PM,62.940,40.0,,,,
48,05/22/20 07:30:00 PM,62.940,16.0,,,,
49,05/22/20 08:00:00 PM,62.940,5.0,,,,
50,05/22/20 08:30:00 PM,62.940,0.0,,,,
51,05/22/20 09:00:00 PM,62.940,0.0,,,,
52,05/22/20 09:30:00 PM,62.940,0.0,,,,
53,05/22/20 10:00:00 PM,62.940,0.0,,,,
54,05/22/20 10:30:00 PM,62.940,0.0,,,,
55,05/22/20 11:00:00 PM,62.940,0.0,,,,
56,05/22/20 11:30:00 PM,62.940,0.0,,,,
57,05/23/20 12:00:00 AM,62.940,0.0,,,,
58,05/23/20 12:30:00 AM,62.940,0.0,,,,
59,05/23/20 01:00:00 AM,62.940,0.0,,,,
60,05/23/20 01:30:00 AM,62.940,0.0,,,,
61,05/23/20 02:00:00 AM,62.940,0.0,,,,
62,05/23/20 02:30:00 AM,62.940,0.0,,,,
63,05/23/20 03:00:00 AM,62.940,0.0,,,,
64,05/23/20 03:30:00 AM,62.940,0.0,,,,
65,05/23/20 04:00:00 AM,62.940,0.0,,,,
66,05/23/20 04:30:00 AM,62.940,0.0,,,,
67,05/23/20 05:00:00 AM,62.940,0.0,,,,
68,05/23/20 05:30:00 AM,62.940,0.0,,,,
69,05/23/20 06:00:00 AM,62.940,1.0,,,,
70,05/23/20 06:30:00 AM,62.940,7.0,,,,
71,05/23/20 07:00:00 AM,62.940,15.0,,,,
72,05/23/20 07:30:00 AM,62.940,16.0,,,,
73,05/23/20 08:00:00 AM,62.940,27.0,,,,
74,05/23/20 08:30:00 AM,62.940,36.0,,,,
75,05/23/20 09:00:00 AM,62.940,62.0,,,,
76,05/23/20 09:30:00 AM,62.940,16.0,,,,
77,05/23/20 10:00:00 AM,63.111,144.0,,,,
78,05/23/20 10:30:00 AM,63.455,416.0,,,,
79,05/23/20 11:00:00 AM,63.282,200.0,,,,
80,05/23/20 11:30:00 AM,63.282,107.0,,,,
81,05/23/20 12:00:00 PM,63.455,384.0,,,,
82,05/23/20 12:30:00 PM,63.455,272.0,,,,
83,05/23/20 01:00:00 PM,63.797,368.0,,,,
84,05/23/20 01:30:00 PM,63.968,1152.0,,,,
85,05/23/20 02:00:00 PM,64.310,1344.0,,,,
86,05/23/20 02:30:00 PM,64.139,1024.0,,,,
87,05/23/20 03:00:00 PM,64.139,304.0,,,,
88,05/23/20 03:30:00 PM,63.968,216.0,,,,
89,05/23/20 04:00:00 PM,64.310,1408.0,,,,
90,05/23/20 04:30:00 PM,64.481,1088.0,,,,
91,05/23/20 05:00:00 PM,64.310,256.0,,,,
92,05/23/20 05:30:00 PM,64.481,768.0,,,,
93,05/23/20 06:00:00 PM,64.481,512.0,,,,
94,05/23/20 06:30:00 PM,64.310,368.0,,,,
95,05/23/20 07:00:00 PM,64.310,248.0,,,,
96,05/23/20 07:30:00 PM,64.139,108.0,,,,
97,05/23/20 08:00:00 PM,64.139,22.0,,,,
98,05/23/20 08:30:00 PM,64.139,5.0,,,,
99,05/23/20 09:00:00 PM,64.139,0.0,,,,
100,05/23/20 09:30:00 PM,64.139,0.0,,,,
101,05/23/20 10:00:00 PM,64.139,0.0,,,,
102,05/23/20 10:30:00 PM,64.139,0.0,,,,
103,05/23/20 11:00:00 PM,64.139,0.0,,,,
104,05/23/20 11:30:00 PM,64.139,0.0,,,,
105,05/24/20 12:00:00 AM,64.139,0.0,,,,
106,05/24/20 12:30:00 AM,64.139,0.0,,,,
107,05/24/20 01:00:00 AM,64.139,0.0,,,,
108,05/24/20 01:30:00 AM,64.139,0.0,,,,
109,05/24/20 02:00:00 AM,64.139,0.0,,,,
110,05/24/20 02:30:00 AM,64.139,0.0,,,,
111,05/24/20 03:00:00 AM,64.139,0.0,,,,
112,05/24/20 03:30:00 AM,64.139,0.0,,,,
113,05/24/20 04:00:00 AM,64.139,0.0,,,,
114,05/24/20 04:30:00 AM,64.139,0.0,,,,
115,05/24/20 05:00:00 AM,64.139,0.0,,,,
116,05/24/20 05:30:00 AM,63.968,0.0,,,,
117,05/24/20 06:00:00 AM,64.139,5.0,,,,
118,05/24/20 06:30:00 AM,64.139,19.0,,,,
119,05/24/20 07:00:00 AM,64.139,18.0,,,,
120,05/24/20 07:30:00 AM,64.139,33.0,,,,
121,05/24/20 08:00:00 AM,64.139,21.0,,,,
122,05/24/20 08:30:00 AM,63.968,2.0,,,,
123,05/24/20 09:00:00 AM,64.139,14.0,,,,
124,05/24/20 09:30:00 AM,64.139,43.0,,,,
125,05/24/20 10:00:00 AM,64.139,110.0,,,,
126,05/24/20 10:30:00 AM,64.310,160.0,,,,
127,05/24/20 11:00:00 AM,64.310,128.0,,,,
128,05/24/20 11:30:00 AM,64.139,96.0,,,,
129,05/24/20 12:00:00 PM,64.310,200.0,,,,
130,05/24/20 12:30:00 PM,64.310,128.0,,,,
131,05/24/20 01:00:00 PM,64.481,336.0,,,,
132,05/24/20 01:30:00 PM,64.996,864.0,,,,
133,05/24/20 02:00:00 PM,65.167,992.0,,,,
134,05/24/20 02:30:00 PM,65.509,960.0,,,,
135,05/24/20 03:00:00 PM,65.509,1088.0,,,,
136,05/24/20 03:30:00 PM,65.509,608.0,,,,
137,05/24/20 04:00:00 PM,65.338,352.0,,,,
138,05/24/20 04:30:00 PM,65.509,448.0,,,,
139,05/24/20 05:00:00 PM,65.338,192.0,,,,
140,05/24/20 05:30:00 PM,65.338,58.0,,,,
141,05/24/20 06:00:00 PM,65.338,76.0,,,,
142,05/24/20 06:30:00 PM,65.338,42.0,,,,
143,05/24/20 07:00:00 PM,65.338,29.0,,,,
144,05/24/20 07:30:00 PM,65.167,8.0,,,,
145,05/24/20 08:00:00 PM,65.167,5.0,,,,
146,05/24/20 08:30:00 PM,65.167,0.0,,,,
147,05/24/20 09:00:00 PM,65.167,0.0,,,,
148,05/24/20 09:30:00 PM,65.167,0.0,,,,
149,05/24/20 10:00:00 PM,65.167,0.0,,,,
150,05/24/20 10:30:00 PM,65.167,0.0,,,,
151,05/24/20 11:00:00 PM,65.167,0.0,,,,
152,05/24/20 11:30:00 PM,65.167,0.0,,,,
153,05/25/20 12:00:00 AM,65.167,0.0,,,,
154,05/25/20 12:30:00 AM,65.167,0.0,,,,
155,05/25/20 01:00:00 AM,65.167,0.0,,,,
156,05/25/20 01:30:00 AM,65.167,0.0,,,,
157,05/25/20 02:00:00 AM,65.167,0.0,,,,
158,05/25/20 02:30:00 AM,65.167,0.0,,,,
159,05/25/20 03:00:00 AM,65.167,0.0,,,,
160,05/25/20 03:30:00 AM,65.167,0.0,,,,
161,05/25/20 04:00:00 AM,65.167,0.0,,,,
162,05/25/20 04:30:00 AM,65.167,0.0,,,,
163,05/25/20 05:00:00 AM,65.167,0.0,,,,
164,05/25/20 05:30:00 AM,65.167,0.0,,,,
165,05/25/20 06:00:00 AM,65.167,0.0,,,,
166,05/25/20 06:30:00 AM,65.167,8.0,,,,
167,05/25/20 07:00:00 AM,65.167,31.0,,,,
168,05/25/20 07:30:00 AM,65.167,98.0,,,,
169,05/25/20 08:00:00 AM,65.167,128.0,,,,
170,05/25/20 08:30:00 AM,65.167,58.0,,,,
171,05/25/20 09:00:00 AM,65.167,93.0,,,,
172,05/25/20 09:30:00 AM,65.509,288.0,,,,
173,05/25/20 10:00:00 AM,65.509,272.0,,,,
174,05/25/20 10:30:00 AM,65.509,208.0,,,,
175,05/25/20 11:00:00 AM,65.680,448.0,,,,
176,05/25/20 11:30:00 AM,65.851,288.0,,,,
177,05/25/20 12:00:00 PM,66.193,576.0,,,,
178,05/25/20 12:30:00 PM,66.022,256.0,,,,
179,05/25/20 01:00:00 PM,66.193,256.0,,,,
180,05/25/20 01:30:00 PM,66.193,152.0,,,,
181,05/25/20 02:00:00 PM,66.366,208.0,,,,
182,05/25/20 02:30:00 PM,66.708,448.0,,,,
183,05/25/20 03:00:00 PM,66.537,208.0,,,,
184,05/25/20 03:30:00 PM,66.708,416.0,,,,
185,05/25/20 04:00:00 PM,66.708,224.0,,,,
186,05/25/20 04:30:00 PM,66.708,136.0,,,,
187,05/25/20 05:00:00 PM,66.708,125.0,,,,
188,05/25/20 05:30:00 PM,66.537,12.0,,,,
189,05/25/20 06:00:00 PM,66.537,19.0,,,,
190,05/25/20 06:30:00 PM,66.708,4.0,,,,
191,05/25/20 07:00:00 PM,66.879,0.0,,,,
192,05/25/20 07:30:00 PM,66.879,0.0,,,,
193,05/25/20 08:00:00 PM,66.879,3.0,,,,
194,05/25/20 08:30:00 PM,66.879,1.0,,,,
195,05/25/20 09:00:00 PM,66.879,0.0,,,,
196,05/25/20 09:30:00 PM,66.879,0.0,,,,
197,05/25/20 10:00:00 PM,66.879,0.0,,,,
198,05/25/20 10:30:00 PM,66.879,0.0,,,,
199,05/25/20 11:00:00 PM,66.879,0.0,,,,
200,05/25/20 11:30:00 PM,66.879,0.0,,,,
201,05/26/20 12:00:00 AM,66.879,0.0,,,,
202,05/26/20 12:30:00 AM,66.879,0.0,,,,
203,05/26/20 01:00:00 AM,66.879,0.0,,,,
204,05/26/20 01:30:00 AM,66.708,0.0,,,,
205,05/26/20 02:00:00 AM,66.708,0.0,,,,
206,05/26/20 02:30:00 AM,66.708,0.0,,,,
207,05/26/20 03:00:00 AM,66.708,0.0,,,,
208,05/26/20 03:30:00 AM,66.708,0.0,,,,
209,05/26/20 04:00:00 AM,66.708,0.0,,,,
210,05/26/20 04:30:00 AM,66.708,0.0,,,,
211,05/26/20 05:00:00 AM,66.708,0.0,,,,
212,05/26/20 05:30:00 AM,66.708,0.0,,,,
213,05/26/20 06:00:00 AM,66.708,6.0,,,,
214,05/26/20 06:30:00 AM,66.708,12.0,,,,
215,05/26/20 07:00:00 AM,66.708,36.0,,,,
216,05/26/20 07:30:00 AM,66.708,18.0,,,,
217,05/26/20 08:00:00 AM,66.708,29.0,,,,
218,05/26/20 08:30:00 AM,66.879,97.0,,,,
219,05/26/20 09:00:00 AM,66.879,112.0,,,,
220,05/26/20 09:30:00 AM,66.879,91.0,,,,
221,05/26/20 10:00:00 AM,67.050,168.0,,,,
222,05/26/20 10:30:00 AM,67.050,208.0,,,,
223,05/26/20 11:00:00 AM,67.221,208.0,,,,
224,05/26/20 11:30:00 AM,67.221,232.0,,,,
225,05/26/20 12:00:00 PM,67.221,232.0,,,,
226,05/26/20 12:30:00 PM,67.392,240.0,,,,
227,05/26/20 01:00:00 PM,67.735,480.0,,,,
228,05/26/20 01:30:00 PM,67.564,232.0,,,,
229,05/26/20 02:00:00 PM,67.564,248.0,,,,
230,05/26/20 02:30:00 PM,67.906,608.0,,,,
231,05/26/20 03:00:00 PM,67.735,20.0,,,,
232,05/26/20 03:30:00 PM,67.735,68.0,,,,
233,05/26/20 04:00:00 PM,67.906,11.0,,,,
234,05/26/20 04:30:00 PM,67.735,65.0,,,,
235,05/26/20 05:00:00 PM,67.906,114.0,,,,
236,05/26/20 05:30:00 PM,67.906,432.0,,,,
237,05/26/20 06:00:00 PM,68.248,576.0,,,,
238,05/26/20 06:30:00 PM,68.077,128.0,,,,
239,05/26/20 07:00:00 PM,67.906,98.0,,,,
240,05/26/20 07:30:00 PM,67.906,95.0,,,,
241,05/26/20 08:00:00 PM,67.906,24.0,,,,
242,05/26/20 08:30:00 PM,67.906,4.0,,,,
243,05/26/20 09:00:00 PM,67.906,0.0,,,,
244,05/26/20 09:30:00 PM,67.906,0.0,,,,
245,05/26/20 10:00:00 PM,67.906,0.0,,,,
246,05/26/20 10:30:00 PM,67.906,0.0,,,,
247,05/26/20 11:00:00 PM,67.735,0.0,,,,
248,05/26/20 11:30:00 PM,67.735,0.0,,,,
249,05/27/20 12:00:00 AM,67.735,0.0,,,,
250,05/27/20 12:30:00 AM,67.735,0.0,,,,
251,05/27/20 01:00:00 AM,67.735,0.0,,,,
252,05/27/20 01:30:00 AM,67.735,0.0,,,,
253,05/27/20 02:00:00 AM,67.735,0.0,,,,
254,05/27/20 02:30:00 AM,67.735,0.0,,,,
255,05/27/20 03:00:00 AM,67.735,0.0,,,,
256,05/27/20 03:30:00 AM,67.735,0.0,,,,
257,05/27/20 04:00:00 AM,67.735,0.0,,,,
258,05/27/20 04:30:00 AM,67.735,0.0,,,,
259,05/27/20 05:00:00 AM,67.735,0.0,,,,
260,05/27/20 05:30:00 AM,67.735,0.0,,,,
261,05/27/20 06:00:00 AM,67.735,1.0,,,,
262,05/27/20 06:30:00 AM,67.735,8.0,,,,
263,05/27/20 07:00:00 AM,67.735,33.0,,,,
264,05/27/20 07:30:00 AM,67.735,25.0,,,,
265,05/27/20 08:00:00 AM,67.735,45.0,,,,
266,05/27/20 08:30:00 AM,67.735,63.0,,,,
267,05/27/20 09:00:00 AM,67.735,100.0,,,,
268,05/27/20 09:30:00 AM,67.906,256.0,,,,
269,05/27/20 10:00:00 AM,67.906,152.0,,,,
270,05/27/20 10:30:00 AM,67.906,100.0,,,,
271,05/27/20 11:00:00 AM,67.906,128.0,,,,
272,05/27/20 11:30:00 AM,68.077,224.0,,,,
273,05/27/20 12:00:00 PM,67.906,120.0,,,,
274,05/27/20 12:30:00 PM,67.906,128.0,,,,
275,05/27/20 01:00:00 PM,68.248,432.0,,,,
276,05/27/20 01:30:00 PM,68.248,320.0,,,,
277,05/27/20 02:00:00 PM,68.763,480.0,,,,
278,05/27/20 02:30:00 PM,68.763,608.0,,,,
279,05/27/20 03:00:00 PM,68.934,1152.0,,,,
280,05/27/20 03:30:00 PM,69.107,121.0,,,,
281,05/27/20 04:00:00 PM,69.107,1088.0,,,,
282,05/27/20 04:30:00 PM,69.107,704.0,,,,
283,05/27/20 05:00:00 PM,69.107,432.0,,,,
284,05/27/20 05:30:00 PM,69.107,352.0,,,,
285,05/27/20 06:00:00 PM,68.934,248.0,,,,
286,05/27/20 06:30:00 PM,68.934,117.0,,,,
287,05/27/20 07:00:00 PM,68.934,111.0,,,,
288,05/27/20 07:30:00 PM,68.934,62.0,,,,
289,05/27/20 08:00:00 PM,68.934,20.0,,,,
290,05/27/20 08:30:00 PM,68.934,5.0,,,,
291,05/27/20 09:00:00 PM,68.934,0.0,,,,
292,05/27/20 09:30:00 PM,68.934,0.0,,,,
293,05/27/20 10:00:00 PM,68.934,0.0,,,,
294,05/27/20 10:30:00 PM,68.934,0.0,,,,
295,05/27/20 11:00:00 PM,68.763,0.0,,,,
296,05/27/20 11:30:00 PM,68.763,0.0,,,,
297,05/28/20 12:00:00 AM,68.763,0.0,,,,
298,05/28/20 12:30:00 AM,68.763,0.0,,,,
299,05/28/20 01:00:00 AM,68.763,0.0,,,,
300,05/28/20 01:30:00 AM,68.763,0.0,,,,
301,05/28/20 02:00:00 AM,68.763,0.0,,,,
302,05/28/20 02:30:00 AM,68.763,0.0,,,,
303,05/28/20 03:00:00 AM,68.763,0.0,,,,
304,05/28/20 03:30:00 AM,68.763,0.0,,,,
305,05/28/20 04:00:00 AM,68.934,0.0,,,,
306,05/28/20 04:30:00 AM,68.934,0.0,,,,
307,05/28/20 05:00:00 AM,68.934,0.0,,,,
308,05/28/20 05:30:00 AM,68.934,0.0,,,,
309,05/28/20 06:00:00 AM,68.934,2.0,,,,
310,05/28/20 06:30:00 AM,68.934,6.0,,,,
311,05/28/20 07:00:00 AM,68.934,5.0,,,,
312,05/28/20 07:30:00 AM,68.934,8.0,,,,
313,05/28/20 08:00:00 AM,68.934,10.0,,,,
314,05/28/20 08:30:00 AM,68.934,26.0,,,,
315,05/28/20 09:00:00 AM,68.934,42.0,,,,
316,05/28/20 09:30:00 AM,69.107,97.0,,,,
317,05/28/20 10:00:00 AM,68.934,67.0,,,,
318,05/28/20 10:30:00 AM,69.107,168.0,,,,
319,05/28/20 11:00:00 AM,69.107,208.0,,,,
320,05/28/20 11:30:00 AM,69.278,248.0,,,,
321,05/28/20 12:00:00 PM,69.278,272.0,,,,
322,05/28/20 12:30:00 PM,69.278,256.0,,,,
323,05/28/20 01:00:00 PM,69.449,464.0,,,,
324,05/28/20 01:30:00 PM,69.622,704.0,,,,
325,05/28/20 02:00:00 PM,69.793,800.0,,,,
326,05/28/20 02:30:00 PM,69.793,672.0,,,,
327,05/28/20 03:00:00 PM,70.137,1152.0,,,,
328,05/28/20 03:30:00 PM,70.137,1024.0,,,,
329,05/28/20 04:00:00 PM,70.137,800.0,,,,
330,05/28/20 04:30:00 PM,70.308,992.0,,,,
331,05/28/20 05:00:00 PM,70.137,368.0,,,,
332,05/28/20 05:30:00 PM,70.480,864.0,,,,
333,05/28/20 06:00:00 PM,70.308,448.0,,,,
334,05/28/20 06:30:00 PM,70.308,496.0,,,,
335,05/28/20 07:00:00 PM,70.137,248.0,,,,
336,05/28/20 07:30:00 PM,70.137,128.0,,,,
337,05/28/20 08:00:00 PM,70.137,38.0,,,,
338,05/28/20 08:30:00 PM,69.964,10.0,,,,
339,05/28/20 09:00:00 PM,69.964,0.0,,,,
340,05/28/20 09:30:00 PM,69.964,0.0,,,,
341,05/28/20 10:00:00 PM,69.964,0.0,,,,
342,05/28/20 10:30:00 PM,69.964,0.0,,,,
343,05/28/20 11:00:00 PM,69.964,0.0,,,,
344,05/28/20 11:30:00 PM,69.964,0.0,,,,
345,05/29/20 12:00:00 AM,69.964,0.0,,,,
346,05/29/20 12:30:00 AM,69.964,0.0,,,,
347,05/29/20 01:00:00 AM,69.964,0.0,,,,
348,05/29/20 01:30:00 AM,69.964,0.0,,,,
349,05/29/20 02:00:00 AM,69.964,0.0,,,,
350,05/29/20 02:30:00 AM,69.964,0.0,,,,
351,05/29/20 03:00:00 AM,69.793,0.0,,,,
352,05/29/20 03:30:00 AM,69.964,0.0,,,,
353,05/29/20 04:00:00 AM,69.793,0.0,,,,
354,05/29/20 04:30:00 AM,69.793,0.0,,,,
355,05/29/20 05:00:00 AM,69.793,0.0,,,,
356,05/29/20 05:30:00 AM,69.793,0.0,,,,
357,05/29/20 06:00:00 AM,69.793,7.0,,,,
358,05/29/20 06:30:00 AM,69.793,16.0,,,,
359,05/29/20 07:00:00 AM,69.793,16.0,,,,
360,05/29/20 07:30:00 AM,69.793,57.0,,,,
361,05/29/20 08:00:00 AM,69.964,81.0,,,,
362,05/29/20 08:30:00 AM,69.964,107.0,,,,
363,05/29/20 09:00:00 AM,69.964,136.0,,,,
364,05/29/20 09:30:00 AM,70.137,176.0,,,,
365,05/29/20 10:00:00 AM,70.137,248.0,,,,
366,05/29/20 10:30:00 AM,70.308,304.0,,,,
367,05/29/20 11:00:00 AM,70.480,496.0,,,,
368,05/29/20 11:30:00 AM,70.651,576.0,,,,
369,05/29/20 12:00:00 PM,70.995,704.0,,,,
370,05/29/20 12:30:00 PM,71.168,896.0,,,,
371,05/29/20 01:00:00 PM,70.995,288.0,,,,
372,05/29/20 01:30:00 PM,71.339,272.0,,,,
373,05/29/20 02:00:00 PM,71.683,1216.0,,,,
374,05/29/20 02:30:00 PM,71.856,1472.0,,,,
375,05/29/20 03:00:00 PM,72.028,1664.0,,,,
376,05/29/20 03:30:00 PM,72.199,1664.0,,,,
377,05/29/20 04:00:00 PM,72.199,1536.0,,,,
378,05/29/20 04:30:00 PM,72.372,1472.0,,,,
379,05/29/20 05:00:00 PM,72.372,1280.0,,,,
380,05/29/20 05:30:00 PM,72.199,992.0,,,,
381,05/29/20 06:00:00 PM,72.199,768.0,,,,
382,05/29/20 06:30:00 PM,72.199,512.0,,,,
383,05/29/20 07:00:00 PM,72.028,336.0,,,,
384,05/29/20 07:30:00 PM,72.028,160.0,,,,
385,05/29/20 08:00:00 PM,71.856,22.0,,,,
386,05/29/20 08:30:00 PM,71.856,6.0,,,,
387,05/29/20 09:00:00 PM,71.856,0.0,,,,
388,05/29/20 09:30:00 PM,71.856,0.0,,,,
389,05/29/20 10:00:00 PM,71.856,0.0,,,,
390,05/29/20 10:30:00 PM,71.856,0.0,,,,
391,05/29/20 11:00:00 PM,71.683,0.0,,,,
392,05/29/20 11:30:00 PM,71.683,0.0,,,,
393,05/30/20 12:00:00 AM,71.683,0.0,,,,
394,05/30/20 12:30:00 AM,71.683,0.0,,,,
395,05/30/20 01:00:00 AM,71.683,0.0,,,,
396,05/30/20 01:30:00 AM,71.683,0.0,,,,
397,05/30/20 02:00:00 AM,71.683,0.0,,,,
398,05/30/20 02:30:00 AM,71.512,0.0,,,,
399,05/30/20 03:00:00 AM,71.683,0.0,,,,
400,05/30/20 03:30:00 AM,71.683,0.0,,,,
401,05/30/20 04:00:00 AM,71.683,0.0,,,,
402,05/30/20 04:30:00 AM,71.683,0.0,,,,
403,05/30/20 05:00:00 AM,71.683,0.0,,,,
404,05/30/20 05:30:00 AM,71.512,0.0,,,,
405,05/30/20 06:00:00 AM,71.512,8.0,,,,
406,05/30/20 06:30:00 AM,71.339,18.0,,,,
407,05/30/20 07:00:00 AM,71.339,39.0,,,,
408,05/30/20 07:30:00 AM,71.339,78.0,,,,
409,05/30/20 08:00:00 AM,71.339,60.0,,,,
410,05/30/20 08:30:00 AM,71.339,106.0,,,,
411,05/30/20 09:00:00 AM,71.339,136.0,,,,
412,05/30/20 09:30:00 AM,71.339,184.0,,,,
413,05/30/20 10:00:00 AM,71.512,216.0,,,,
414,05/30/20 10:30:00 AM,71.683,304.0,,,,
415,05/30/20 11:00:00 AM,71.856,384.0,,,,
416,05/30/20 11:30:00 AM,71.856,448.0,,,,
417,05/30/20 12:00:00 PM,72.028,512.0,,,,
418,05/30/20 12:30:00 PM,72.199,768.0,,,,
419,05/30/20 01:00:00 PM,72.545,960.0,,,,
420,05/30/20 01:30:00 PM,72.545,1024.0,,,,
421,05/30/20 02:00:00 PM,72.718,960.0,,,,
422,05/30/20 02:30:00 PM,73.062,1600.0,,,,
423,05/30/20 03:00:00 PM,73.234,1344.0,,,,
424,05/30/20 03:30:00 PM,73.234,1280.0,,,,
425,05/30/20 04:00:00 PM,73.234,896.0,,,,
426,05/30/20 04:30:00 PM,73.407,1344.0,,,,
427,05/30/20 05:00:00 PM,73.407,1344.0,,,,
428,05/30/20 05:30:00 PM,73.234,1088.0,,,,
429,05/30/20 06:00:00 PM,73.234,800.0,,,,
430,05/30/20 06:30:00 PM,73.234,608.0,,,,
431,05/30/20 07:00:00 PM,73.062,126.0,,,,
432,05/30/20 07:30:00 PM,73.062,200.0,,,,
433,05/30/20 08:00:00 PM,72.891,28.0,,,,
434,05/30/20 08:30:00 PM,72.891,9.0,,,,
435,05/30/20 09:00:00 PM,72.891,0.0,,,,
436,05/30/20 09:30:00 PM,72.891,0.0,,,,
437,05/30/20 10:00:00 PM,72.891,0.0,,,,
438,05/30/20 10:30:00 PM,72.891,0.0,,,,
439,05/30/20 11:00:00 PM,72.891,0.0,,,,
440,05/30/20 11:30:00 PM,72.718,0.0,,,,
441,05/31/20 12:00:00 AM,72.891,0.0,,,,
442,05/31/20 12:30:00 AM,72.891,0.0,,,,
443,05/31/20 01:00:00 AM,72.718,0.0,,,,
444,05/31/20 01:30:00 AM,72.718,0.0,,,,
445,05/31/20 02:00:00 AM,72.718,0.0,,,,
446,05/31/20 02:30:00 AM,72.718,0.0,,,,
447,05/31/20 03:00:00 AM,72.718,0.0,,,,
448,05/31/20 03:30:00 AM,72.718,0.0,,,,
449,05/31/20 04:00:00 AM,72.718,0.0,,,,
450,05/31/20 04:30:00 AM,72.545,0.0,,,,
451,05/31/20 05:00:00 AM,72.718,0.0,,,,
452,05/31/20 05:30:00 AM,72.545,0.0,,,,
453,05/31/20 06:00:00 AM,72.545,9.0,,,,
454,05/31/20 06:30:00 AM,72.545,17.0,,,,
455,05/31/20 07:00:00 AM,72.545,18.0,,,,
456,05/31/20 07:30:00 AM,72.372,43.0,,,,
457,05/31/20 08:00:00 AM,72.372,89.0,,,,
458,05/31/20 08:30:00 AM,72.372,112.0,,,,
459,05/31/20 09:00:00 AM,72.372,152.0,,,,
460,05/31/20 09:30:00 AM,72.545,200.0,,,,
461,05/31/20 10:00:00 AM,72.372,128.0,,,,
462,05/31/20 10:30:00 AM,72.545,416.0,,,,
463,05/31/20 11:00:00 AM,72.718,240.0,,,,
464,05/31/20 11:30:00 AM,72.545,272.0,,,,
465,05/31/20 12:00:00 PM,72.372,144.0,,,,
466,05/31/20 12:30:00 PM,72.545,304.0,,,,
467,05/31/20 01:00:00 PM,72.718,432.0,,,,
468,05/31/20 01:30:00 PM,72.718,384.0,,,,
469,05/31/20 02:00:00 PM,72.891,464.0,,,,
