"Plot Title: 11_PondF_Deep_0.5m"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20578746, SEN S/N: 20578746)","End Of File (LGR S/N: 20578746)"
446,05/19/20 02:30:00 AM,61.569,
447,05/19/20 03:00:00 AM,61.569,
448,05/19/20 03:30:00 AM,61.398,
449,05/19/20 04:00:00 AM,61.398,
450,05/19/20 04:30:00 AM,61.227,
451,05/19/20 05:00:00 AM,61.227,
452,05/19/20 05:30:00 AM,61.227,
453,05/19/20 06:00:00 AM,61.227,
454,05/19/20 06:30:00 AM,61.054,
455,05/19/20 07:00:00 AM,61.054,
456,05/19/20 07:30:00 AM,61.054,
457,05/19/20 08:00:00 AM,61.054,
458,05/19/20 08:30:00 AM,61.227,
459,05/19/20 09:00:00 AM,61.054,
460,05/19/20 09:30:00 AM,61.054,
461,05/19/20 10:00:00 AM,61.227,
462,05/19/20 10:30:00 AM,61.398,
463,05/19/20 11:00:00 AM,61.398,
464,05/19/20 11:30:00 AM,61.741,
465,05/19/20 12:00:00 PM,62.425,
466,05/19/20 12:30:00 PM,62.254,
467,05/19/20 01:00:00 PM,62.598,
468,05/19/20 01:30:00 PM,62.254,
469,05/19/20 02:00:00 PM,62.425,
470,05/19/20 02:30:00 PM,62.769,
471,05/19/20 03:00:00 PM,62.425,
472,05/19/20 03:30:00 PM,62.769,
473,05/19/20 04:00:00 PM,62.598,
474,05/19/20 04:30:00 PM,62.598,
475,05/19/20 05:00:00 PM,62.598,
476,05/19/20 05:30:00 PM,62.940,
477,05/19/20 06:00:00 PM,62.769,
478,05/19/20 06:30:00 PM,63.111,
479,05/19/20 07:00:00 PM,62.769,
480,05/19/20 07:30:00 PM,62.598,
481,05/19/20 08:00:00 PM,62.598,
482,05/19/20 08:30:00 PM,62.598,
483,05/19/20 09:00:00 PM,62.598,
484,05/19/20 09:30:00 PM,62.598,
485,05/19/20 10:00:00 PM,62.598,
486,05/19/20 10:30:00 PM,62.598,
487,05/19/20 11:00:00 PM,62.598,
488,05/19/20 11:30:00 PM,62.598,
489,05/20/20 12:00:00 AM,62.598,
490,05/20/20 12:30:00 AM,62.425,
491,05/20/20 01:00:00 AM,62.425,
492,05/20/20 01:30:00 AM,62.425,
493,05/20/20 02:00:00 AM,62.425,
494,05/20/20 02:30:00 AM,62.254,
495,05/20/20 03:00:00 AM,62.254,
496,05/20/20 03:30:00 AM,62.254,
497,05/20/20 04:00:00 AM,62.083,
498,05/20/20 04:30:00 AM,62.083,
499,05/20/20 05:00:00 AM,62.083,
500,05/20/20 05:30:00 AM,62.083,
501,05/20/20 06:00:00 AM,61.912,
502,05/20/20 06:30:00 AM,61.912,
503,05/20/20 07:00:00 AM,61.912,
504,05/20/20 07:30:00 AM,62.083,
505,05/20/20 08:00:00 AM,62.083,
506,05/20/20 08:30:00 AM,62.083,
507,05/20/20 09:00:00 AM,62.083,
508,05/20/20 09:30:00 AM,62.083,
509,05/20/20 10:00:00 AM,62.254,
510,05/20/20 10:30:00 AM,62.598,
511,05/20/20 11:00:00 AM,62.769,
512,05/20/20 11:30:00 AM,62.769,
513,05/20/20 12:00:00 PM,63.111,
514,05/20/20 12:30:00 PM,62.940,
515,05/20/20 01:00:00 PM,62.769,
516,05/20/20 01:30:00 PM,62.940,
517,05/20/20 02:00:00 PM,62.940,
518,05/20/20 02:30:00 PM,62.940,
519,05/20/20 03:00:00 PM,62.940,
520,05/20/20 03:30:00 PM,63.111,
521,05/20/20 04:00:00 PM,62.769,
522,05/20/20 04:30:00 PM,62.940,
523,05/20/20 05:00:00 PM,62.940,
524,05/20/20 05:30:00 PM,62.940,
525,05/20/20 06:00:00 PM,62.940,
526,05/20/20 06:30:00 PM,62.940,
527,05/20/20 07:00:00 PM,62.940,
528,05/20/20 07:30:00 PM,62.940,
529,05/20/20 08:00:00 PM,62.769,
530,05/20/20 08:30:00 PM,62.769,
531,05/20/20 09:00:00 PM,62.769,
532,05/20/20 09:30:00 PM,62.598,
533,05/20/20 10:00:00 PM,62.598,
534,05/20/20 10:30:00 PM,62.425,
535,05/20/20 11:00:00 PM,62.425,
536,05/20/20 11:30:00 PM,62.425,
537,05/21/20 12:00:00 AM,62.254,
538,05/21/20 12:30:00 AM,62.254,
539,05/21/20 01:00:00 AM,62.254,
540,05/21/20 01:30:00 AM,62.254,
541,05/21/20 02:00:00 AM,62.083,
542,05/21/20 02:30:00 AM,62.083,
543,05/21/20 03:00:00 AM,62.083,
544,05/21/20 03:30:00 AM,61.912,
545,05/21/20 04:00:00 AM,61.912,
546,05/21/20 04:30:00 AM,61.912,
547,05/21/20 05:00:00 AM,61.912,
548,05/21/20 05:30:00 AM,61.912,
549,05/21/20 06:00:00 AM,61.741,
550,05/21/20 06:30:00 AM,61.741,
551,05/21/20 07:00:00 AM,61.741,
552,05/21/20 07:30:00 AM,61.741,
553,05/21/20 08:00:00 AM,61.741,
554,05/21/20 08:30:00 AM,61.912,
555,05/21/20 09:00:00 AM,61.912,
556,05/21/20 09:30:00 AM,62.083,
557,05/21/20 10:00:00 AM,62.425,
558,05/21/20 10:30:00 AM,62.769,
559,05/21/20 11:00:00 AM,62.769,
560,05/21/20 11:30:00 AM,63.111,
561,05/21/20 12:00:00 PM,63.111,
562,05/21/20 12:30:00 PM,63.455,
563,05/21/20 01:00:00 PM,63.111,
564,05/21/20 01:30:00 PM,63.111,
565,05/21/20 02:00:00 PM,63.111,
566,05/21/20 02:30:00 PM,63.111,
567,05/21/20 03:00:00 PM,63.282,
568,05/21/20 03:30:00 PM,63.111,
569,05/21/20 04:00:00 PM,63.968,
570,05/21/20 04:30:00 PM,63.282,
571,05/21/20 05:00:00 PM,63.282,
572,05/21/20 05:30:00 PM,63.282,
573,05/21/20 06:00:00 PM,63.282,
574,05/21/20 06:30:00 PM,63.282,
575,05/21/20 07:00:00 PM,63.282,
576,05/21/20 07:30:00 PM,63.282,
577,05/21/20 08:00:00 PM,63.282,
578,05/21/20 08:30:00 PM,63.111,
579,05/21/20 09:00:00 PM,63.111,
580,05/21/20 09:30:00 PM,62.940,
581,05/21/20 10:00:00 PM,62.940,
582,05/21/20 10:30:00 PM,62.940,
583,05/21/20 11:00:00 PM,62.769,
584,05/21/20 11:30:00 PM,62.769,
585,05/22/20 12:00:00 AM,62.598,
586,05/22/20 12:30:00 AM,62.598,
587,05/22/20 01:00:00 AM,62.598,
588,05/22/20 01:30:00 AM,62.425,
589,05/22/20 02:00:00 AM,62.425,
590,05/22/20 02:30:00 AM,62.425,
591,05/22/20 03:00:00 AM,62.425,
592,05/22/20 03:30:00 AM,62.425,
593,05/22/20 04:00:00 AM,62.254,
594,05/22/20 04:30:00 AM,62.254,
595,05/22/20 05:00:00 AM,62.254,
596,05/22/20 05:30:00 AM,62.254,
597,05/22/20 06:00:00 AM,62.254,
598,05/22/20 06:30:00 AM,62.254,
599,05/22/20 07:00:00 AM,62.254,
600,05/22/20 07:30:00 AM,62.254,
601,05/22/20 08:00:00 AM,62.254,
602,05/22/20 08:30:00 AM,62.425,
603,05/22/20 09:00:00 AM,62.425,
604,05/22/20 09:30:00 AM,62.425,
605,05/22/20 10:00:00 AM,62.598,
606,05/22/20 10:30:00 AM,62.940,
607,05/22/20 11:00:00 AM,63.282,
608,05/22/20 11:30:00 AM,63.968,
609,05/22/20 12:00:00 PM,63.797,
610,05/22/20 12:30:00 PM,64.825,
611,05/22/20 01:00:00 PM,64.996,
612,05/22/20 01:30:00 PM,64.481,
613,05/22/20 02:00:00 PM,65.338,
614,05/22/20 02:30:00 PM,64.652,
615,05/22/20 03:00:00 PM,65.509,
616,05/22/20 03:30:00 PM,65.680,
617,05/22/20 04:00:00 PM,64.825,
618,05/22/20 04:30:00 PM,64.996,
619,05/22/20 05:00:00 PM,64.825,
620,05/22/20 05:30:00 PM,64.825,
621,05/22/20 06:00:00 PM,64.825,
622,05/22/20 06:30:00 PM,64.652,
623,05/22/20 07:00:00 PM,64.825,
624,05/22/20 07:30:00 PM,64.652,
625,05/22/20 08:00:00 PM,64.652,
626,05/22/20 08:30:00 PM,64.652,
627,05/22/20 09:00:00 PM,64.652,
628,05/22/20 09:30:00 PM,64.652,
