"Plot Title: 40_PondB_Deep_0.75m"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20181770, SEN S/N: 20181770)","Host Connected (LGR S/N: 20181770)","Coupler Attached (LGR S/N: 20181770)","Stopped (LGR S/N: 20181770)","End Of File (LGR S/N: 20181770)"
51,05/10/20 09:00:00 PM,55.884,,,,
52,05/10/20 09:30:00 PM,55.711,,,,
53,05/10/20 10:00:00 PM,55.537,,,,
54,05/10/20 10:30:00 PM,55.537,,,,
55,05/10/20 11:00:00 PM,55.364,,,,
56,05/10/20 11:30:00 PM,55.189,,,,
57,05/11/20 12:00:00 AM,55.017,,,,
58,05/11/20 12:30:00 AM,54.842,,,,
59,05/11/20 01:00:00 AM,54.669,,,,
60,05/11/20 01:30:00 AM,54.669,,,,
61,05/11/20 02:00:00 AM,54.495,,,,
62,05/11/20 02:30:00 AM,54.322,,,,
63,05/11/20 03:00:00 AM,54.147,,,,
64,05/11/20 03:30:00 AM,53.973,,,,
65,05/11/20 04:00:00 AM,53.973,,,,
66,05/11/20 04:30:00 AM,53.798,,,,
67,05/11/20 05:00:00 AM,53.623,,,,
68,05/11/20 05:30:00 AM,53.449,,,,
69,05/11/20 06:00:00 AM,53.449,,,,
70,05/11/20 06:30:00 AM,53.274,,,,
71,05/11/20 07:00:00 AM,53.100,,,,
72,05/11/20 07:30:00 AM,53.100,,,,
73,05/11/20 08:00:00 AM,53.100,,,,
74,05/11/20 08:30:00 AM,53.100,,,,
75,05/11/20 09:00:00 AM,53.274,,,,
76,05/11/20 09:30:00 AM,53.449,,,,
77,05/11/20 10:00:00 AM,53.623,,,,
78,05/11/20 10:30:00 AM,53.973,,,,
79,05/11/20 11:00:00 AM,54.322,,,,
80,05/11/20 11:30:00 AM,53.973,,,,
81,05/11/20 12:00:00 PM,54.495,,,,
82,05/11/20 12:30:00 PM,54.669,,,,
83,05/11/20 01:00:00 PM,55.364,,,,
84,05/11/20 01:30:00 PM,55.711,,,,
85,05/11/20 02:00:00 PM,56.057,,,,
86,05/11/20 02:30:00 PM,56.057,,,,
87,05/11/20 03:00:00 PM,56.404,,,,
88,05/11/20 03:30:00 PM,56.750,,,,
89,05/11/20 04:00:00 PM,56.404,,,,
90,05/11/20 04:30:00 PM,56.577,,,,
91,05/11/20 05:00:00 PM,56.923,,,,
92,05/11/20 05:30:00 PM,56.750,,,,
93,05/11/20 06:00:00 PM,56.750,,,,
94,05/11/20 06:30:00 PM,56.750,,,,
95,05/11/20 07:00:00 PM,56.750,,,,
96,05/11/20 07:30:00 PM,56.577,,,,
97,05/11/20 08:00:00 PM,56.577,,,,
98,05/11/20 08:30:00 PM,56.577,,,,
99,05/11/20 09:00:00 PM,56.577,,,,
100,05/11/20 09:30:00 PM,56.577,,,,
101,05/11/20 10:00:00 PM,56.577,,,,
102,05/11/20 10:30:00 PM,56.577,,,,
103,05/11/20 11:00:00 PM,56.577,,,,
104,05/11/20 11:30:00 PM,56.577,,,,
105,05/12/20 12:00:00 AM,56.577,,,,
106,05/12/20 12:30:00 AM,56.750,,,,
107,05/12/20 01:00:00 AM,56.750,,,,
108,05/12/20 01:30:00 AM,56.577,,,,
109,05/12/20 02:00:00 AM,56.404,,,,
110,05/12/20 02:30:00 AM,56.230,,,,
111,05/12/20 03:00:00 AM,56.057,,,,
112,05/12/20 03:30:00 AM,55.711,,,,
113,05/12/20 04:00:00 AM,55.537,,,,
114,05/12/20 04:30:00 AM,55.364,,,,
115,05/12/20 05:00:00 AM,55.189,,,,
116,05/12/20 05:30:00 AM,55.189,,,,
117,05/12/20 06:00:00 AM,54.842,,,,
118,05/12/20 06:30:00 AM,54.842,,,,
119,05/12/20 07:00:00 AM,54.669,,,,
120,05/12/20 07:30:00 AM,54.669,,,,
121,05/12/20 08:00:00 AM,54.669,,,,
122,05/12/20 08:30:00 AM,54.842,,,,
123,05/12/20 09:00:00 AM,54.842,,,,
124,05/12/20 09:30:00 AM,55.189,,,,
125,05/12/20 10:00:00 AM,55.189,,,,
126,05/12/20 10:30:00 AM,55.537,,,,
127,05/12/20 11:00:00 AM,55.711,,,,
128,05/12/20 11:30:00 AM,56.057,,,,
129,05/12/20 12:00:00 PM,56.404,,,,
130,05/12/20 12:30:00 PM,56.577,,,,
131,05/12/20 01:00:00 PM,56.577,,,,
132,05/12/20 01:30:00 PM,56.923,,,,
133,05/12/20 02:00:00 PM,57.096,,,,
134,05/12/20 02:30:00 PM,57.268,,,,
135,05/12/20 03:00:00 PM,57.614,,,,
136,05/12/20 03:30:00 PM,57.785,,,,
137,05/12/20 04:00:00 PM,57.785,,,,
138,05/12/20 04:30:00 PM,57.958,,,,
139,05/12/20 05:00:00 PM,58.131,,,,
140,05/12/20 05:30:00 PM,57.958,,,,
141,05/12/20 06:00:00 PM,57.958,,,,
142,05/12/20 06:30:00 PM,57.785,,,,
143,05/12/20 07:00:00 PM,57.958,,,,
144,05/12/20 07:30:00 PM,57.785,,,,
145,05/12/20 08:00:00 PM,57.785,,,,
146,05/12/20 08:30:00 PM,57.785,,,,
147,05/12/20 09:00:00 PM,57.785,,,,
148,05/12/20 09:30:00 PM,57.785,,,,
149,05/12/20 10:00:00 PM,57.785,,,,
150,05/12/20 10:30:00 PM,57.785,,,,
151,05/12/20 11:00:00 PM,57.785,,,,
152,05/12/20 11:30:00 PM,57.785,,,,
153,05/13/20 12:00:00 AM,57.958,,,,
154,05/13/20 12:30:00 AM,57.785,,,,
155,05/13/20 01:00:00 AM,57.958,,,,
156,05/13/20 01:30:00 AM,57.958,,,,
157,05/13/20 02:00:00 AM,57.958,,,,
158,05/13/20 02:30:00 AM,57.958,,,,
159,05/13/20 03:00:00 AM,57.958,,,,
160,05/13/20 03:30:00 AM,57.958,,,,
161,05/13/20 04:00:00 AM,57.785,,,,
162,05/13/20 04:30:00 AM,57.785,,,,
163,05/13/20 05:00:00 AM,57.614,,,,
164,05/13/20 05:30:00 AM,57.441,,,,
165,05/13/20 06:00:00 AM,57.268,,,,
166,05/13/20 06:30:00 AM,57.096,,,,
167,05/13/20 07:00:00 AM,57.096,,,,
168,05/13/20 07:30:00 AM,57.096,,,,
169,05/13/20 08:00:00 AM,57.268,,,,
170,05/13/20 08:30:00 AM,57.268,,,,
171,05/13/20 09:00:00 AM,57.614,,,,
172,05/13/20 09:30:00 AM,57.614,,,,
173,05/13/20 10:00:00 AM,57.785,,,,
174,05/13/20 10:30:00 AM,57.958,,,,
175,05/13/20 11:00:00 AM,57.785,,,,
176,05/13/20 11:30:00 AM,58.131,,,,
177,05/13/20 12:00:00 PM,58.131,,,,
178,05/13/20 12:30:00 PM,58.303,,,,
179,05/13/20 01:00:00 PM,58.303,,,,
180,05/13/20 01:30:00 PM,58.131,,,,
181,05/13/20 02:00:00 PM,58.303,,,,
182,05/13/20 02:30:00 PM,58.303,,,,
183,05/13/20 03:00:00 PM,58.131,,,,
184,05/13/20 03:30:00 PM,58.303,,,,
185,05/13/20 04:00:00 PM,58.303,,,,
186,05/13/20 04:30:00 PM,58.303,,,,
187,05/13/20 05:00:00 PM,58.303,,,,
188,05/13/20 05:30:00 PM,58.476,,,,
189,05/13/20 06:00:00 PM,58.476,,,,
190,05/13/20 06:30:00 PM,58.303,,,,
191,05/13/20 07:00:00 PM,58.303,,,,
192,05/13/20 07:30:00 PM,58.303,,,,
193,05/13/20 08:00:00 PM,58.131,,,,
194,05/13/20 08:30:00 PM,58.131,,,,
195,05/13/20 09:00:00 PM,57.958,,,,
196,05/13/20 09:30:00 PM,57.958,,,,
197,05/13/20 10:00:00 PM,57.785,,,,
198,05/13/20 10:30:00 PM,57.785,,,,
199,05/13/20 11:00:00 PM,57.785,,,,
200,05/13/20 11:30:00 PM,57.785,,,,
201,05/14/20 12:00:00 AM,57.614,,,,
202,05/14/20 12:30:00 AM,57.614,,,,
203,05/14/20 01:00:00 AM,57.614,,,,
204,05/14/20 01:30:00 AM,57.441,,,,
205,05/14/20 02:00:00 AM,57.441,,,,
206,05/14/20 02:30:00 AM,57.441,,,,
207,05/14/20 03:00:00 AM,57.268,,,,
208,05/14/20 03:30:00 AM,57.268,,,,
209,05/14/20 04:00:00 AM,57.268,,,,
210,05/14/20 04:30:00 AM,57.268,,,,
211,05/14/20 05:00:00 AM,57.268,,,,
212,05/14/20 05:30:00 AM,57.268,,,,
213,05/14/20 06:00:00 AM,57.268,,,,
214,05/14/20 06:30:00 AM,57.268,,,,
215,05/14/20 07:00:00 AM,57.268,,,,
216,05/14/20 07:30:00 AM,57.268,,,,
217,05/14/20 08:00:00 AM,57.268,,,,
218,05/14/20 08:30:00 AM,57.268,,,,
219,05/14/20 09:00:00 AM,57.441,,,,
220,05/14/20 09:30:00 AM,57.441,,,,
221,05/14/20 10:00:00 AM,57.614,,,,
222,05/14/20 10:30:00 AM,57.441,,,,
223,05/14/20 11:00:00 AM,57.785,,,,
224,05/14/20 11:30:00 AM,57.785,,,,
225,05/14/20 12:00:00 PM,57.785,,,,
226,05/14/20 12:30:00 PM,57.785,,,,
227,05/14/20 01:00:00 PM,58.131,,,,
228,05/14/20 01:30:00 PM,58.303,,,,
229,05/14/20 02:00:00 PM,58.303,,,,
230,05/14/20 02:30:00 PM,59.337,,,,
231,05/14/20 03:00:00 PM,59.508,,,,
232,05/14/20 03:30:00 PM,59.508,,,,
233,05/14/20 04:00:00 PM,59.164,,,,
234,05/14/20 04:30:00 PM,58.993,,,,
235,05/14/20 05:00:00 PM,59.164,,,,
236,05/14/20 05:30:00 PM,59.337,,,,
237,05/14/20 06:00:00 PM,59.164,,,,
238,05/14/20 06:30:00 PM,59.337,,,,
239,05/14/20 07:00:00 PM,59.164,,,,
240,05/14/20 07:30:00 PM,59.337,,,,
241,05/14/20 08:00:00 PM,59.164,,,,
242,05/14/20 08:30:00 PM,59.164,,,,
243,05/14/20 09:00:00 PM,59.164,,,,
244,05/14/20 09:30:00 PM,59.164,,,,
245,05/14/20 10:00:00 PM,59.337,,,,
246,05/14/20 10:30:00 PM,59.164,,,,
247,05/14/20 11:00:00 PM,59.164,,,,
248,05/14/20 11:30:00 PM,59.337,,,,
249,05/15/20 12:00:00 AM,59.337,,,,
250,05/15/20 12:30:00 AM,59.337,,,,
251,05/15/20 01:00:00 AM,59.337,,,,
252,05/15/20 01:30:00 AM,59.164,,,,
253,05/15/20 02:00:00 AM,59.164,,,,
254,05/15/20 02:30:00 AM,59.164,,,,
255,05/15/20 03:00:00 AM,59.337,,,,
256,05/15/20 03:30:00 AM,59.164,,,,
257,05/15/20 04:00:00 AM,59.337,,,,
258,05/15/20 04:30:00 AM,59.164,,,,
259,05/15/20 05:00:00 AM,59.337,,,,
260,05/15/20 05:30:00 AM,59.337,,,,
261,05/15/20 06:00:00 AM,59.337,,,,
262,05/15/20 06:30:00 AM,59.337,,,,
263,05/15/20 07:00:00 AM,59.337,,,,
264,05/15/20 07:30:00 AM,59.164,,,,
265,05/15/20 08:00:00 AM,58.993,,,,
266,05/15/20 08:30:00 AM,58.820,,,,
267,05/15/20 09:00:00 AM,59.508,,,,
268,05/15/20 09:30:00 AM,59.851,,,,
269,05/15/20 10:00:00 AM,60.368,,,,
270,05/15/20 10:30:00 AM,60.712,,,,
271,05/15/20 11:00:00 AM,60.883,,,,
272,05/15/20 11:30:00 AM,61.741,,,,
273,05/15/20 12:00:00 PM,62.598,,,,
274,05/15/20 12:30:00 PM,61.912,,,,
275,05/15/20 01:00:00 PM,61.912,,,,
276,05/15/20 01:30:00 PM,62.769,,,,
277,05/15/20 02:00:00 PM,63.455,,,,
278,05/15/20 02:30:00 PM,63.455,,,,
279,05/15/20 03:00:00 PM,63.797,,,,
280,05/15/20 03:30:00 PM,63.797,,,,
281,05/15/20 04:00:00 PM,63.626,,,,
282,05/15/20 04:30:00 PM,64.139,,,,
283,05/15/20 05:00:00 PM,63.797,,,,
284,05/15/20 05:30:00 PM,63.797,,,,
285,05/15/20 06:00:00 PM,63.968,,,,
286,05/15/20 06:30:00 PM,63.797,,,,
287,05/15/20 07:00:00 PM,63.797,,,,
288,05/15/20 07:30:00 PM,63.626,,,,
289,05/15/20 08:00:00 PM,63.455,,,,
290,05/15/20 08:30:00 PM,63.626,,,,
291,05/15/20 09:00:00 PM,63.626,,,,
292,05/15/20 09:30:00 PM,63.455,,,,
293,05/15/20 10:00:00 PM,63.455,,,,
294,05/15/20 10:30:00 PM,63.455,,,,
295,05/15/20 11:00:00 PM,63.455,,,,
296,05/15/20 11:30:00 PM,63.455,,,,
297,05/16/20 12:00:00 AM,63.455,,,,
298,05/16/20 12:30:00 AM,63.455,,,,
299,05/16/20 01:00:00 AM,63.455,,,,
300,05/16/20 01:30:00 AM,63.455,,,,
301,05/16/20 02:00:00 AM,63.455,,,,
302,05/16/20 02:30:00 AM,63.455,,,,
303,05/16/20 03:00:00 AM,63.455,,,,
304,05/16/20 03:30:00 AM,63.455,,,,
305,05/16/20 04:00:00 AM,63.455,,,,
306,05/16/20 04:30:00 AM,63.282,,,,
307,05/16/20 05:00:00 AM,63.111,,,,
308,05/16/20 05:30:00 AM,63.111,,,,
309,05/16/20 06:00:00 AM,62.940,,,,
310,05/16/20 06:30:00 AM,62.769,,,,
311,05/16/20 07:00:00 AM,62.769,,,,
312,05/16/20 07:30:00 AM,62.940,,,,
313,05/16/20 08:00:00 AM,63.111,,,,
314,05/16/20 08:30:00 AM,63.282,,,,
315,05/16/20 09:00:00 AM,63.282,,,,
316,05/16/20 09:30:00 AM,63.282,,,,
317,05/16/20 10:00:00 AM,63.626,,,,
318,05/16/20 10:30:00 AM,63.797,,,,
319,05/16/20 11:00:00 AM,63.968,,,,
320,05/16/20 11:30:00 AM,64.652,,,,
321,05/16/20 12:00:00 PM,64.825,,,,
322,05/16/20 12:30:00 PM,65.338,,,,
323,05/16/20 01:00:00 PM,64.996,,,,
324,05/16/20 01:30:00 PM,64.825,,,,
325,05/16/20 02:00:00 PM,65.851,,,,
326,05/16/20 02:30:00 PM,65.167,,,,
327,05/16/20 03:00:00 PM,64.996,,,,
328,05/16/20 03:30:00 PM,65.338,,,,
329,05/16/20 04:00:00 PM,64.996,,,,
330,05/16/20 04:30:00 PM,64.825,,,,
331,05/16/20 05:00:00 PM,64.996,,,,
332,05/16/20 05:30:00 PM,64.996,,,,
333,05/16/20 06:00:00 PM,64.996,,,,
334,05/16/20 06:30:00 PM,64.996,,,,
335,05/16/20 07:00:00 PM,64.996,,,,
336,05/16/20 07:30:00 PM,65.167,,,,
337,05/16/20 08:00:00 PM,64.825,,,,
338,05/16/20 08:30:00 PM,64.996,,,,
339,05/16/20 09:00:00 PM,64.825,,,,
340,05/16/20 09:30:00 PM,64.825,,,,
341,05/16/20 10:00:00 PM,64.825,,,,
342,05/16/20 10:30:00 PM,64.825,,,,
343,05/16/20 11:00:00 PM,64.996,,,,
344,05/16/20 11:30:00 PM,64.825,,,,
345,05/17/20 12:00:00 AM,64.825,,,,
346,05/17/20 12:30:00 AM,64.996,,,,
347,05/17/20 01:00:00 AM,64.825,,,,
348,05/17/20 01:30:00 AM,64.825,,,,
349,05/17/20 02:00:00 AM,64.825,,,,
350,05/17/20 02:30:00 AM,64.825,,,,
351,05/17/20 03:00:00 AM,65.338,,,,
352,05/17/20 03:30:00 AM,64.996,,,,
353,05/17/20 04:00:00 AM,64.996,,,,
354,05/17/20 04:30:00 AM,64.652,,,,
355,05/17/20 05:00:00 AM,64.996,,,,
356,05/17/20 05:30:00 AM,65.167,,,,
357,05/17/20 06:00:00 AM,64.996,,,,
358,05/17/20 06:30:00 AM,64.996,,,,
359,05/17/20 07:00:00 AM,64.996,,,,
360,05/17/20 07:30:00 AM,64.996,,,,
361,05/17/20 08:00:00 AM,64.996,,,,
362,05/17/20 08:30:00 AM,65.338,,,,
363,05/17/20 09:00:00 AM,65.167,,,,
364,05/17/20 09:30:00 AM,64.996,,,,
365,05/17/20 10:00:00 AM,65.167,,,,
366,05/17/20 10:30:00 AM,65.167,,,,
367,05/17/20 11:00:00 AM,65.338,,,,
368,05/17/20 11:30:00 AM,65.338,,,,
369,05/17/20 12:00:00 PM,65.338,,,,
370,05/17/20 12:30:00 PM,65.338,,,,
371,05/17/20 01:00:00 PM,65.509,,,,
372,05/17/20 01:30:00 PM,65.680,,,,
373,05/17/20 02:00:00 PM,65.680,,,,
374,05/17/20 02:30:00 PM,66.022,,,,
375,05/17/20 03:00:00 PM,65.851,,,,
376,05/17/20 03:30:00 PM,65.851,,,,
377,05/17/20 04:00:00 PM,65.851,,,,
378,05/17/20 04:30:00 PM,65.851,,,,
379,05/17/20 05:00:00 PM,66.708,,,,
380,05/17/20 05:30:00 PM,66.193,,,,
381,05/17/20 06:00:00 PM,66.193,,,,
382,05/17/20 06:30:00 PM,66.022,,,,
383,05/17/20 07:00:00 PM,65.851,,,,
384,05/17/20 07:30:00 PM,65.680,,,,
385,05/17/20 08:00:00 PM,65.509,,,,
386,05/17/20 08:30:00 PM,65.338,,,,
387,05/17/20 09:00:00 PM,65.167,,,,
388,05/17/20 09:30:00 PM,64.996,,,,
389,05/17/20 10:00:00 PM,64.825,,,,
390,05/17/20 10:30:00 PM,64.825,,,,
391,05/17/20 11:00:00 PM,64.652,,,,
392,05/17/20 11:30:00 PM,64.481,,,,
393,05/18/20 12:00:00 AM,64.310,,,,
394,05/18/20 12:30:00 AM,64.139,,,,
395,05/18/20 01:00:00 AM,63.968,,,,
396,05/18/20 01:30:00 AM,63.797,,,,
397,05/18/20 02:00:00 AM,63.626,,,,
398,05/18/20 02:30:00 AM,63.455,,,,
399,05/18/20 03:00:00 AM,63.282,,,,
400,05/18/20 03:30:00 AM,63.282,,,,
401,05/18/20 04:00:00 AM,63.111,,,,
402,05/18/20 04:30:00 AM,62.940,,,,
403,05/18/20 05:00:00 AM,62.769,,,,
404,05/18/20 05:30:00 AM,62.598,,,,
405,05/18/20 06:00:00 AM,62.598,,,,
406,05/18/20 06:30:00 AM,62.425,,,,
407,05/18/20 07:00:00 AM,62.254,,,,
408,05/18/20 07:30:00 AM,62.425,,,,
409,05/18/20 08:00:00 AM,62.254,,,,
410,05/18/20 08:30:00 AM,62.598,,,,
411,05/18/20 09:00:00 AM,62.598,,,,
412,05/18/20 09:30:00 AM,62.598,,,,
413,05/18/20 10:00:00 AM,62.769,,,,
414,05/18/20 10:30:00 AM,62.598,,,,
415,05/18/20 11:00:00 AM,63.111,,,,
416,05/18/20 11:30:00 AM,62.940,,,,
417,05/18/20 12:00:00 PM,62.769,,,,
418,05/18/20 12:30:00 PM,62.940,,,,
419,05/18/20 01:00:00 PM,62.769,,,,
420,05/18/20 01:30:00 PM,63.455,,,,
421,05/18/20 02:00:00 PM,63.111,,,,
422,05/18/20 02:30:00 PM,63.111,,,,
423,05/18/20 03:00:00 PM,63.111,,,,
424,05/18/20 03:30:00 PM,63.111,,,,
425,05/18/20 04:00:00 PM,63.111,,,,
426,05/18/20 04:30:00 PM,63.111,,,,
427,05/18/20 05:00:00 PM,63.111,,,,
428,05/18/20 05:30:00 PM,63.111,,,,
429,05/18/20 06:00:00 PM,63.111,,,,
430,05/18/20 06:30:00 PM,62.940,,,,
431,05/18/20 07:00:00 PM,62.769,,,,
432,05/18/20 07:30:00 PM,62.769,,,,
433,05/18/20 08:00:00 PM,62.598,,,,
434,05/18/20 08:30:00 PM,62.598,,,,
435,05/18/20 09:00:00 PM,62.425,,,,
436,05/18/20 09:30:00 PM,62.425,,,,
437,05/18/20 10:00:00 PM,62.254,,,,
438,05/18/20 10:30:00 PM,62.254,,,,
439,05/18/20 11:00:00 PM,62.083,,,,
440,05/18/20 11:30:00 PM,62.083,,,,
441,05/19/20 12:00:00 AM,62.083,,,,
442,05/19/20 12:30:00 AM,61.912,,,,
443,05/19/20 01:00:00 AM,61.741,,,,
444,05/19/20 01:30:00 AM,61.741,,,,
445,05/19/20 02:00:00 AM,61.741,,,,
446,05/19/20 02:30:00 AM,61.569,,,,
447,05/19/20 03:00:00 AM,61.569,,,,
448,05/19/20 03:30:00 AM,61.569,,,,
449,05/19/20 04:00:00 AM,61.398,,,,
450,05/19/20 04:30:00 AM,61.398,,,,
451,05/19/20 05:00:00 AM,61.227,,,,
452,05/19/20 05:30:00 AM,61.227,,,,
453,05/19/20 06:00:00 AM,61.227,,,,
454,05/19/20 06:30:00 AM,61.054,,,,
455,05/19/20 07:00:00 AM,61.054,,,,
456,05/19/20 07:30:00 AM,61.054,,,,
457,05/19/20 08:00:00 AM,61.054,,,,
458,05/19/20 08:30:00 AM,61.054,,,,
459,05/19/20 09:00:00 AM,61.054,,,,
460,05/19/20 09:30:00 AM,61.054,,,,
461,05/19/20 10:00:00 AM,61.227,,,,
462,05/19/20 10:30:00 AM,61.227,,,,
463,05/19/20 11:00:00 AM,61.398,,,,
464,05/19/20 11:30:00 AM,61.569,,,,
465,05/19/20 12:00:00 PM,62.254,,,,
466,05/19/20 12:30:00 PM,62.254,,,,
467,05/19/20 01:00:00 PM,62.083,,,,
468,05/19/20 01:30:00 PM,62.083,,,,
469,05/19/20 02:00:00 PM,62.083,,,,
470,05/19/20 02:30:00 PM,62.083,,,,
471,05/19/20 03:00:00 PM,62.083,,,,
472,05/19/20 03:30:00 PM,62.254,,,,
473,05/19/20 04:00:00 PM,62.254,,,,
474,05/19/20 04:30:00 PM,62.254,,,,
475,05/19/20 05:00:00 PM,62.254,,,,
476,05/19/20 05:30:00 PM,62.425,,,,
477,05/19/20 06:00:00 PM,62.425,,,,
478,05/19/20 06:30:00 PM,62.598,,,,
479,05/19/20 07:00:00 PM,62.425,,,,
480,05/19/20 07:30:00 PM,62.425,,,,
481,05/19/20 08:00:00 PM,62.425,,,,
482,05/19/20 08:30:00 PM,62.425,,,,
483,05/19/20 09:00:00 PM,62.425,,,,
484,05/19/20 09:30:00 PM,62.425,,,,
485,05/19/20 10:00:00 PM,62.425,,,,
486,05/19/20 10:30:00 PM,62.425,,,,
487,05/19/20 11:00:00 PM,62.425,,,,
488,05/19/20 11:30:00 PM,62.425,,,,
489,05/20/20 12:00:00 AM,62.425,,,,
490,05/20/20 12:30:00 AM,62.425,,,,
491,05/20/20 01:00:00 AM,62.425,,,,
492,05/20/20 01:30:00 AM,62.425,,,,
493,05/20/20 02:00:00 AM,62.254,,,,
494,05/20/20 02:30:00 AM,62.254,,,,
495,05/20/20 03:00:00 AM,62.254,,,,
496,05/20/20 03:30:00 AM,62.254,,,,
497,05/20/20 04:00:00 AM,62.254,,,,
498,05/20/20 04:30:00 AM,62.083,,,,
499,05/20/20 05:00:00 AM,62.083,,,,
500,05/20/20 05:30:00 AM,62.083,,,,
501,05/20/20 06:00:00 AM,61.912,,,,
502,05/20/20 06:30:00 AM,61.912,,,,
503,05/20/20 07:00:00 AM,61.912,,,,
504,05/20/20 07:30:00 AM,61.912,,,,
505,05/20/20 08:00:00 AM,61.912,,,,
506,05/20/20 08:30:00 AM,61.912,,,,
507,05/20/20 09:00:00 AM,61.912,,,,
508,05/20/20 09:30:00 AM,61.912,,,,
509,05/20/20 10:00:00 AM,62.083,,,,
510,05/20/20 10:30:00 AM,62.254,,,,
511,05/20/20 11:00:00 AM,62.254,,,,
512,05/20/20 11:30:00 AM,62.425,,,,
513,05/20/20 12:00:00 PM,62.425,,,,
514,05/20/20 12:30:00 PM,62.425,,,,
515,05/20/20 01:00:00 PM,62.598,,,,
516,05/20/20 01:30:00 PM,62.425,,,,
517,05/20/20 02:00:00 PM,62.598,,,,
518,05/20/20 02:30:00 PM,62.769,,,,
519,05/20/20 03:00:00 PM,62.598,,,,
520,05/20/20 03:30:00 PM,62.769,,,,
521,05/20/20 04:00:00 PM,62.598,,,,
522,05/20/20 04:30:00 PM,62.769,,,,
523,05/20/20 05:00:00 PM,62.598,,,,
524,05/20/20 05:30:00 PM,62.769,,,,
525,05/20/20 06:00:00 PM,62.769,,,,
526,05/20/20 06:30:00 PM,62.769,,,,
527,05/20/20 07:00:00 PM,62.769,,,,
528,05/20/20 07:30:00 PM,62.769,,,,
529,05/20/20 08:00:00 PM,62.769,,,,
530,05/20/20 08:30:00 PM,62.769,,,,
531,05/20/20 09:00:00 PM,62.769,,,,
532,05/20/20 09:30:00 PM,62.769,,,,
533,05/20/20 10:00:00 PM,62.769,,,,
534,05/20/20 10:30:00 PM,62.769,,,,
535,05/20/20 11:00:00 PM,62.769,,,,
536,05/20/20 11:30:00 PM,62.598,,,,
537,05/21/20 12:00:00 AM,62.598,,,,
538,05/21/20 12:30:00 AM,62.598,,,,
539,05/21/20 01:00:00 AM,62.425,,,,
540,05/21/20 01:30:00 AM,62.425,,,,
541,05/21/20 02:00:00 AM,62.425,,,,
542,05/21/20 02:30:00 AM,62.254,,,,
543,05/21/20 03:00:00 AM,62.254,,,,
544,05/21/20 03:30:00 AM,62.254,,,,
545,05/21/20 04:00:00 AM,62.083,,,,
546,05/21/20 04:30:00 AM,62.083,,,,
547,05/21/20 05:00:00 AM,61.912,,,,
548,05/21/20 05:30:00 AM,61.912,,,,
