DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/25/2020,10:46:18 AM,Pond F,,89.99999 °,179.99998 °,731.1,314.9,337.8,0.16,340,220,70.6,3175.4,-2,-2,0.48,2.18,-0.25,-0.28,133.9,11.82,8.46,-151.1,0.001,0.001,0
5/25/2020,10:46:18 AM,Pond F,,89.99999 °,179.99998 °,731.1,314.9,337.8,0.16,340,220,70.6,3176,-2,-2,0.48,2.16,-0.25,-0.27,133.9,11.82,8.46,-151.1,0.001,0.001,0.001
5/25/2020,10:46:18 AM,Pond F,,89.99999 °,179.99998 °,731.1,314.8,337.7,0.16,339.9,220,70.6,3176.6,-2,-2,0.47,2.14,-0.25,-0.27,134,11.83,8.46,-151.1,0.001,0.001,0.002
5/25/2020,10:46:18 AM,Pond F,,89.99999 °,179.99998 °,731.1,314.7,337.6,0.16,339.8,219,70.6,3177.3,-2,-2,0.47,2.12,-0.25,-0.27,134,11.83,8.46,-151.1,0.001,0.001,0.001
5/25/2020,10:46:19 AM,Pond F,,89.99999 °,179.99998 °,731.2,314.7,337.6,0.16,339.8,219,70.6,3178,-2,-2,0.47,2.14,-0.25,-0.27,134.1,11.84,8.46,-151.2,0.001,0.001,0.001
5/25/2020,10:46:19 AM,Pond F,,89.99999 °,179.99998 °,731.2,314.6,337.5,0.16,339.7,219,70.6,3178.6,-2,-2,0.47,2.16,-0.25,-0.27,134.1,11.84,8.46,-151.2,0.001,0.001,0.002
5/25/2020,10:46:19 AM,Pond F,,89.99999 °,179.99998 °,731.2,314.6,337.5,0.16,339.7,219,70.6,3179,-2,-2,0.48,2.19,-0.25,-0.27,134.1,11.84,8.46,-151.2,0.001,0.001,0
5/25/2020,10:46:19 AM,Pond F,,89.99999 °,179.99998 °,731.2,314.5,337.4,0.16,339.6,219,70.6,3179.8,-2,-2,0.48,2.18,-0.25,-0.27,134.2,11.85,8.46,-151.2,0.001,0.001,0
5/25/2020,10:46:20 AM,Pond F,,89.99999 °,179.99998 °,731.2,314.4,337.3,0.16,339.6,219,70.6,3180.4,-2,-2,0.48,2.18,-0.25,-0.27,134.2,11.85,8.46,-151.2,0.001,0.001,0.001
5/25/2020,10:46:20 AM,Pond F,,89.99999 °,179.99998 °,731.2,314.4,337.3,0.16,339.5,219,70.6,3181.1,-2,-2,0.47,2.15,-0.25,-0.27,134.3,11.86,8.46,-151.3,0.001,0.001,0.002
5/25/2020,10:46:20 AM,Pond F,,89.99999 °,179.99998 °,731.2,314.3,337.2,0.16,339.4,219,70.6,3181.9,-2,-2,0.47,2.16,-0.25,-0.27,134.3,11.86,8.46,-151.3,0.001,0.001,0.002
5/25/2020,10:46:20 AM,Pond F,,89.99999 °,179.99998 °,731.2,314.2,337.2,0.16,339.4,219,70.6,3182.6,-2,-2,0.48,2.18,-0.24,-0.27,134.3,11.86,8.46,-151.3,0.001,0.001,0.002
5/25/2020,10:46:21 AM,Pond F,,89.99999 °,179.99998 °,731.1,314.2,337.1,0.16,339.3,219,70.6,3183.2,-2,-2,0.48,2.18,-0.25,-0.27,134.4,11.87,8.46,-151.3,0.001,0.001,0.002
5/25/2020,10:46:21 AM,Pond F,,89.99999 °,179.99998 °,731.1,314.1,337.1,0.16,339.3,219,70.6,3183.7,-2,-2,0.48,2.17,-0.25,-0.27,134.4,11.87,8.46,-151.3,0.001,0.001,0.002
5/25/2020,10:46:21 AM,Pond F,,89.99999 °,179.99998 °,731.1,314.1,337.1,0.16,339.3,219,70.6,3183.9,-2,-2,0.48,2.18,-0.25,-0.27,134.4,11.87,8.46,-151.3,0.001,0.001,0.002
5/25/2020,10:46:21 AM,Pond F,,89.99999 °,179.99998 °,731.1,314.1,337.1,0.16,339.3,219,70.6,3184.2,-2,-2,0.48,2.18,-0.25,-0.27,134.4,11.87,8.46,-151.4,0.001,0.001,0.002
5/25/2020,10:46:22 AM,Pond F,,89.99999 °,179.99998 °,731.1,314,337.1,0.16,339.3,219,70.6,3184.5,-2,-2,0.47,2.14,-0.25,-0.27,134.5,11.88,8.46,-151.4,0.001,0.001,0.001
5/25/2020,10:46:22 AM,Pond F,,89.99999 °,179.99998 °,731.1,314,337.1,0.16,339.3,219,70.5,3184.7,-2,-2,0.47,2.13,-0.25,-0.27,134.5,11.88,8.46,-151.4,0.001,0.001,0.001
5/25/2020,10:46:22 AM,Pond F,,89.99999 °,179.99998 °,731.1,314,337.1,0.16,339.3,219,70.5,3185.1,-2,-2,0.46,2.11,-0.25,-0.27,134.5,11.88,8.46,-151.4,0.001,0.001,0.001
5/25/2020,10:46:22 AM,Pond F,,89.99999 °,179.99998 °,731.1,313.9,337,0.16,339.3,219,70.5,3185.5,-2,-2,0.46,2.1,-0.25,-0.27,134.5,11.89,8.46,-151.4,0.001,0.001,0.001
5/25/2020,10:46:23 AM,Pond F,,89.99999 °,179.99998 °,731.1,313.9,337,0.16,339.2,219,70.5,3186.1,-2,-2,0.46,2.1,-0.25,-0.27,134.6,11.89,8.46,-151.5,0.001,0.001,0.001
5/25/2020,10:46:23 AM,Pond F,,89.99999 °,179.99998 °,731.1,313.8,337,0.16,339.2,219,70.5,3186.6,-2,-2,0.46,2.09,-0.25,-0.27,134.6,11.89,8.46,-151.5,0.001,0.001,0.001
5/25/2020,10:46:23 AM,Pond F,,89.99999 °,179.99998 °,731.1,313.8,337,0.16,339.2,219,70.5,3187,-2,-2,0.45,2.07,-0.25,-0.27,134.6,11.89,8.46,-151.5,0.001,0.001,0
5/25/2020,10:46:23 AM,Pond F,,89.99999 °,179.99998 °,731.1,313.7,336.9,0.16,339.2,219,70.5,3187.7,-2,-2,0.45,2.06,-0.25,-0.27,134.6,11.9,8.46,-151.5,0.001,0.001,0
5/25/2020,10:46:24 AM,Pond F,,89.99999 °,179.99998 °,731.2,313.6,336.9,0.16,339.2,219,70.5,3188.4,-2,-2,0.44,2.04,-0.25,-0.28,134.6,11.9,8.46,-151.5,0.001,0.001,0.002
5/25/2020,10:46:24 AM,Pond F,,89.99999 °,179.99998 °,731.2,313.6,336.9,0.16,339.1,219,70.5,3189,-2,-2,0.45,2.04,-0.25,-0.27,134.7,11.91,8.46,-151.5,0.001,0.001,0.002
5/25/2020,10:46:24 AM,Pond F,,89.99999 °,179.99998 °,731.2,313.5,336.9,0.16,339.1,219,70.5,3189.7,-2,-2,0.45,2.07,-0.25,-0.27,134.7,11.91,8.46,-151.6,0.001,0.001,0.002
5/25/2020,10:46:24 AM,Pond F,,89.99999 °,179.99998 °,731.2,313.4,336.8,0.16,339.1,219,70.5,3190.3,-2,-2,0.45,2.08,-0.24,-0.27,134.7,11.91,8.46,-151.6,0.001,0.001,0.01
5/25/2020,10:46:25 AM,Pond F,,89.99999 °,179.99998 °,731.1,313.4,336.8,0.16,339,219,70.4,3191,-2,-2,0.46,2.1,-0.24,-0.27,134.7,11.92,8.46,-151.6,0.001,0.001,0.018
5/25/2020,10:46:25 AM,Pond F,,89.99999 °,179.99998 °,731.1,313.3,336.8,0.16,339,219,70.4,3191.8,-2,-2,0.46,2.09,-0.24,-0.27,134.8,11.92,8.47,-151.6,0.001,0.001,0.024
5/25/2020,10:46:25 AM,Pond F,,89.99999 °,179.99998 °,731.1,313.3,336.7,0.16,339,219,70.4,3192.2,-2,-2,0.46,2.09,-0.24,-0.26,134.8,11.92,8.47,-151.6,0.002,0.001,0.029
5/25/2020,10:46:25 AM,Pond F,,89.99999 °,179.99998 °,731.1,313.2,336.7,0.16,339,219,70.4,3192.9,-2,-2,0.46,2.09,-0.24,-0.26,134.8,11.92,8.47,-151.6,0.002,0.002,0.046
5/25/2020,10:46:26 AM,Pond F,,89.99999 °,179.99998 °,731.2,313.1,336.7,0.16,339,219,70.4,3193.8,-2,-2,0.46,2.09,-0.23,-0.26,134.8,11.93,8.47,-151.7,0.003,0.002,0.054
5/25/2020,10:46:26 AM,Pond F,,89.99999 °,179.99998 °,731.2,313,336.7,0.16,338.9,219,70.4,3194.6,-2,-2,0.46,2.08,-0.24,-0.26,134.8,11.93,8.47,-151.7,0.003,0.002,0.06
5/25/2020,10:46:26 AM,Pond F,,89.99999 °,179.99998 °,731.2,313,336.7,0.16,338.9,219,70.4,3195.3,-1.9,-1.9,0.46,2.08,-0.23,-0.26,134.8,11.93,8.47,-151.7,0.004,0.003,0.072
5/25/2020,10:46:26 AM,Pond F,,89.99999 °,179.99998 °,731.2,312.9,336.6,0.16,338.9,219,70.3,3196.1,-1.9,-1.9,0.46,2.11,-0.24,-0.26,134.8,11.93,8.47,-151.7,0.005,0.003,0.078
5/25/2020,10:46:27 AM,Pond F,,89.99999 °,179.99998 °,731.2,312.8,336.6,0.16,338.9,219,70.3,3196.9,-1.9,-1.9,0.46,2.11,-0.24,-0.27,134.8,11.94,8.47,-151.7,0.005,0.004,0.088
5/25/2020,10:46:27 AM,Pond F,,89.99999 °,179.99998 °,731.2,312.7,336.6,0.16,338.9,219,70.3,3197.7,-1.9,-1.9,0.45,2.07,-0.25,-0.27,134.8,11.94,8.47,-151.7,0.007,0.005,0.114
5/25/2020,10:46:27 AM,Pond F,,89.99999 °,179.99998 °,731.2,312.6,336.6,0.16,338.9,219,70.3,3198.7,-1.9,-1.9,0.44,2.02,-0.24,-0.27,134.8,11.94,8.47,-151.7,0.008,0.006,0.129
5/25/2020,10:46:27 AM,Pond F,,89.99999 °,179.99998 °,731.2,312.6,336.6,0.16,338.9,219,70.3,3199.1,-1.9,-1.9,0.44,2.03,-0.24,-0.27,134.8,11.94,8.47,-151.8,0.009,0.006,0.143
5/25/2020,10:46:28 AM,Pond F,,89.99999 °,179.99998 °,731.2,312.5,336.6,0.16,338.9,219,70.3,3200.1,-1.9,-1.9,0.43,1.99,-0.24,-0.27,134.8,11.94,8.47,-151.8,0.012,0.008,0.162
5/25/2020,10:46:28 AM,Pond F,,89.99999 °,179.99998 °,731.2,312.4,336.6,0.16,338.9,219,70.2,3201,-1.9,-1.9,0.43,1.99,-0.25,-0.27,134.8,11.94,8.47,-151.8,0.013,0.009,0.172
5/25/2020,10:46:28 AM,Pond F,,89.99999 °,179.99998 °,731.2,312.3,336.6,0.16,338.9,219,70.2,3202,-1.9,-1.9,0.44,2.01,-0.24,-0.27,134.8,11.95,8.47,-151.8,0.014,0.01,0.182
5/25/2020,10:46:28 AM,Pond F,,89.99999 °,179.99998 °,731.2,312.2,336.6,0.16,338.9,219,70.2,3203,-1.9,-1.9,0.43,1.97,-0.25,-0.27,134.8,11.95,8.47,-151.8,0.016,0.011,0.193
5/25/2020,10:46:29 AM,Pond F,,89.99999 °,179.99998 °,731.1,312.1,336.6,0.16,338.9,219,70.1,3203.9,-1.9,-1.9,0.42,1.95,-0.25,-0.27,134.8,11.95,8.47,-151.8,0.019,0.013,0.207
5/25/2020,10:46:29 AM,Pond F,,89.99999 °,179.99998 °,731.1,312,336.6,0.16,338.9,219,70.1,3204.9,-1.9,-1.9,0.42,1.96,-0.25,-0.27,134.8,11.95,8.47,-151.8,0.02,0.014,0.213
5/25/2020,10:46:29 AM,Pond F,,89.99999 °,179.99998 °,731.1,311.9,336.6,0.16,339,219,70.1,3205.8,-1.9,-1.9,0.42,1.93,-0.25,-0.27,134.7,11.96,8.47,-151.8,0.022,0.015,0.219
5/25/2020,10:46:29 AM,Pond F,,89.99999 °,179.99998 °,731.1,311.9,336.6,0.16,339,219,70.1,3206.2,-1.9,-1.9,0.42,1.94,-0.25,-0.27,134.7,11.96,8.47,-151.9,0.025,0.018,0.226
5/25/2020,10:46:30 AM,Pond F,,89.99999 °,179.99998 °,731.2,311.8,336.7,0.16,339,219,70,3207,-1.9,-1.9,0.43,1.97,-0.25,-0.27,134.7,11.96,8.47,-151.9,0.027,0.019,0.23
5/25/2020,10:46:30 AM,Pond F,,89.99999 °,179.99998 °,731.2,311.7,336.7,0.16,339.1,219,70,3207.7,-1.9,-1.9,0.43,1.99,-0.25,-0.27,134.7,11.96,8.47,-151.9,0.029,0.02,0.235
5/25/2020,10:46:30 AM,Pond F,,89.99999 °,179.99998 °,731.2,311.7,336.7,0.16,339.1,219,70,3208.5,-1.9,-1.9,0.43,1.98,-0.25,-0.27,134.7,11.97,8.47,-151.9,0.032,0.023,0.248
5/25/2020,10:46:30 AM,Pond F,,89.99999 °,179.99998 °,731.2,311.6,336.7,0.16,339.1,219,70,3209.1,-1.9,-1.9,0.43,1.96,-0.25,-0.27,134.7,11.97,8.47,-151.9,0.034,0.024,0.253
5/25/2020,10:46:31 AM,Pond F,,89.99999 °,179.99998 °,731.1,311.5,336.8,0.16,339.2,219,69.9,3209.9,-1.9,-1.9,0.42,1.94,-0.25,-0.27,134.7,11.98,8.47,-151.9,0.036,0.025,0.257
5/25/2020,10:46:31 AM,Pond F,,89.99999 °,179.99998 °,731.1,311.5,336.8,0.16,339.2,219,69.9,3210.6,-1.9,-1.9,0.42,1.94,-0.25,-0.27,134.7,11.98,8.47,-151.9,0.04,0.028,0.271
5/25/2020,10:46:31 AM,Pond F,,89.99999 °,179.99998 °,731.1,311.4,336.8,0.16,339.2,219,69.9,3211.3,-1.9,-1.9,0.42,1.93,-0.25,-0.27,134.7,11.98,8.47,-152,0.042,0.03,0.278
5/25/2020,10:46:31 AM,Pond F,,89.99999 °,179.99998 °,731.1,311.4,336.8,0.16,339.2,219,69.9,3211.6,-1.9,-1.9,0.41,1.9,-0.25,-0.28,134.7,11.99,8.47,-152,0.044,0.031,0.283
5/25/2020,10:46:32 AM,Pond F,,89.99999 °,179.99998 °,731.1,311.3,336.8,0.16,339.3,219,69.8,3212.3,-1.9,-1.9,0.4,1.88,-0.25,-0.27,134.8,11.99,8.47,-152,0.046,0.033,0.288
5/25/2020,10:46:32 AM,Pond F,,89.99999 °,179.99998 °,731.1,311.2,336.9,0.16,339.3,219,69.8,3213.1,-1.9,-1.9,0.4,1.88,-0.25,-0.28,134.8,12,8.47,-152,0.05,0.036,0.3
5/25/2020,10:46:32 AM,Pond F,,89.99999 °,179.99998 °,731.1,311.2,336.9,0.16,339.4,219,69.8,3213.7,-1.9,-1.9,0.41,1.91,-0.26,-0.28,134.8,12,8.47,-152,0.053,0.037,0.308
5/25/2020,10:46:32 AM,Pond F,,89.99999 °,179.99998 °,731.1,311.1,336.9,0.16,339.4,219,69.8,3214.3,-1.9,-1.9,0.41,1.9,-0.26,-0.28,134.8,12.01,8.47,-152,0.055,0.039,0.317
5/25/2020,10:46:33 AM,Pond F,,89.99999 °,179.99998 °,731.2,311.1,337,0.16,339.5,219,69.7,3214.8,-1.9,-1.9,0.42,1.95,-0.26,-0.28,134.8,12.01,8.47,-152,0.06,0.042,0.332
5/25/2020,10:46:33 AM,Pond F,,89.99999 °,179.99998 °,731.2,311,337,0.16,339.5,219,69.7,3215.4,-1.9,-1.9,0.42,1.95,-0.26,-0.28,134.8,12.01,8.47,-152,0.062,0.044,0.339
5/25/2020,10:46:33 AM,Pond F,,89.99999 °,179.99998 °,731.2,311,337.1,0.16,339.6,219,69.7,3216,-1.9,-1.9,0.42,1.94,-0.26,-0.28,134.8,12.02,8.47,-152.1,0.065,0.046,0.345
5/25/2020,10:46:33 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.9,337.1,0.16,339.6,219,69.7,3216.2,-1.9,-1.9,0.43,1.99,-0.26,-0.28,134.9,12.02,8.48,-152.1,0.07,0.049,0.359
5/25/2020,10:46:34 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.9,337.2,0.16,339.6,219,69.6,3216.7,-1.9,-1.9,0.42,1.96,-0.26,-0.28,134.9,12.03,8.48,-152.1,0.073,0.051,0.365
5/25/2020,10:46:34 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.8,337.2,0.16,339.7,219,69.6,3217.2,-1.9,-1.9,0.43,1.97,-0.26,-0.28,134.9,12.03,8.48,-152.1,0.075,0.053,0.37
5/25/2020,10:46:34 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.8,337.2,0.16,339.8,219,69.6,3217.7,-1.9,-1.9,0.43,1.96,-0.25,-0.27,134.9,12.04,8.48,-152.1,0.078,0.055,0.374
5/25/2020,10:46:34 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.7,337.3,0.16,339.8,219,69.6,3218.2,-1.9,-1.9,0.42,1.93,-0.25,-0.27,135,12.05,8.48,-152.1,0.084,0.059,0.384
5/25/2020,10:46:35 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.7,337.3,0.16,339.9,219,69.5,3218.7,-1.9,-1.9,0.42,1.94,-0.25,-0.27,135,12.05,8.48,-152.1,0.087,0.061,0.39
5/25/2020,10:46:35 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.6,337.4,0.16,339.9,219,69.5,3219.1,-1.8,-1.8,0.42,1.93,-0.25,-0.27,135,12.05,8.48,-152.1,0.089,0.063,0.398
5/25/2020,10:46:35 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.6,337.4,0.16,340,219,69.5,3219.4,-1.8,-1.8,0.42,1.93,-0.25,-0.27,135.1,12.06,8.48,-152.2,0.095,0.067,0.413
5/25/2020,10:46:35 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.6,337.5,0.16,340,219,69.5,3219.6,-1.8,-1.8,0.42,1.95,-0.25,-0.27,135.1,12.07,8.48,-152.2,0.099,0.069,0.419
5/25/2020,10:46:36 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.6,337.6,0.16,340.1,219,69.5,3219.8,-1.8,-1.8,0.41,1.91,-0.25,-0.27,135.1,12.07,8.48,-152.2,0.102,0.072,0.425
5/25/2020,10:46:36 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.5,337.6,0.16,340.2,219,69.4,3220.1,-1.8,-1.8,0.41,1.91,-0.25,-0.28,135.1,12.08,8.48,-152.2,0.108,0.076,0.439
5/25/2020,10:46:36 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.5,337.7,0.16,340.3,220,69.4,3220.4,-1.8,-1.8,0.4,1.86,-0.25,-0.28,135.2,12.09,8.48,-152.2,0.111,0.078,0.449
5/25/2020,10:46:36 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.5,337.8,0.16,340.4,220,69.4,3220.6,-1.8,-1.8,0.4,1.84,-0.26,-0.28,135.2,12.09,8.48,-152.2,0.115,0.081,0.46
5/25/2020,10:46:37 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.5,337.9,0.16,340.5,220,69.3,3220.8,-1.8,-1.8,0.4,1.88,-0.26,-0.28,135.2,12.1,8.48,-152.2,0.122,0.086,0.48
5/25/2020,10:46:37 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.5,338,0.16,340.6,220,69.3,3221,-1.8,-1.8,0.41,1.92,-0.26,-0.28,135.3,12.11,8.48,-152.2,0.125,0.088,0.49
5/25/2020,10:46:37 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.4,338.1,0.16,340.7,220,69.3,3221.1,-1.8,-1.8,0.41,1.91,-0.25,-0.28,135.3,12.11,8.48,-152.2,0.129,0.091,0.498
5/25/2020,10:46:37 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.4,338.2,0.16,340.8,220,69.3,3221.2,-1.8,-1.8,0.4,1.87,-0.25,-0.28,135.3,12.12,8.48,-152.3,0.136,0.096,0.519
5/25/2020,10:46:38 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.4,338.3,0.16,340.9,220,69.2,3221.3,-1.8,-1.8,0.4,1.87,-0.26,-0.28,135.4,12.12,8.48,-152.3,0.14,0.099,0.531
5/25/2020,10:46:38 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.4,338.4,0.16,341,220,69.2,3221.3,-1.8,-1.8,0.4,1.86,-0.26,-0.28,135.4,12.13,8.48,-152.3,0.144,0.102,0.542
5/25/2020,10:46:38 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.4,338.5,0.16,341.2,220,69.2,3221.2,-1.8,-1.8,0.4,1.88,-0.25,-0.28,135.4,12.14,8.48,-152.3,0.148,0.104,0.555
5/25/2020,10:46:38 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.4,338.6,0.16,341.3,220,69.1,3221.2,-1.8,-1.8,0.4,1.88,-0.25,-0.28,135.5,12.15,8.48,-152.3,0.157,0.11,0.58
5/25/2020,10:46:39 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.5,338.8,0.16,341.5,220,69.1,3221.1,-1.8,-1.8,0.41,1.92,-0.26,-0.28,135.5,12.15,8.48,-152.3,0.161,0.113,0.593
5/25/2020,10:46:39 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.5,339,0.16,341.6,220,69.1,3220.9,-1.8,-1.8,0.41,1.91,-0.26,-0.28,135.5,12.16,8.48,-152.3,0.165,0.116,0.604
5/25/2020,10:46:39 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.5,339.1,0.16,341.8,220,69,3220.7,-1.8,-1.8,0.41,1.92,-0.26,-0.28,135.6,12.17,8.48,-152.3,0.174,0.123,0.629
5/25/2020,10:46:39 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.5,339.3,0.16,342,221,69,3220.5,-1.8,-1.8,0.42,1.92,-0.26,-0.28,135.6,12.17,8.48,-152.3,0.179,0.126,0.642
5/25/2020,10:46:40 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.5,339.4,0.16,342.1,221,69,3220.5,-1.8,-1.8,0.41,1.92,-0.26,-0.28,135.6,12.18,8.48,-152.3,0.184,0.13,0.651
5/25/2020,10:46:40 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.5,339.5,0.16,342.2,221,68.9,3220.3,-1.8,-1.8,0.42,1.95,-0.26,-0.28,135.7,12.19,8.48,-152.3,0.194,0.136,0.666
5/25/2020,10:46:40 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.6,339.7,0.16,342.4,221,68.9,3220,-1.8,-1.8,0.43,1.97,-0.26,-0.28,135.7,12.2,8.48,-152.4,0.199,0.14,0.671
5/25/2020,10:46:40 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.6,339.9,0.16,342.6,221,68.9,3219.6,-1.8,-1.8,0.44,2.01,-0.26,-0.28,135.8,12.21,8.48,-152.4,0.204,0.143,0.676
5/25/2020,10:46:41 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.6,340.1,0.16,342.8,221,68.8,3219.2,-1.8,-1.8,0.44,2.01,-0.26,-0.28,135.8,12.22,8.48,-152.4,0.209,0.147,0.683
5/25/2020,10:46:41 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.7,340.2,0.16,343,221,68.8,3218.7,-1.8,-1.8,0.43,1.99,-0.26,-0.28,135.9,12.23,8.48,-152.4,0.219,0.154,0.696
5/25/2020,10:46:41 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.7,340.4,0.16,343.2,221,68.8,3218.3,-1.8,-1.8,0.43,1.98,-0.26,-0.28,136,12.24,8.48,-152.4,0.224,0.158,0.704
5/25/2020,10:46:41 AM,Pond F,,89.99999 °,179.99998 °,731.1,310.8,340.6,0.16,343.4,221,68.7,3218,-1.8,-1.8,0.43,1.97,-0.26,-0.28,136,12.25,8.48,-152.4,0.229,0.161,0.72
5/25/2020,10:46:42 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.8,340.7,0.16,343.5,221,68.7,3217.8,-1.8,-1.8,0.43,1.97,-0.26,-0.28,136.1,12.26,8.48,-152.4,0.24,0.169,0.761
5/25/2020,10:46:42 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.8,340.8,0.16,343.7,222,68.7,3217.4,-1.7,-1.7,0.43,1.97,-0.26,-0.28,136.1,12.26,8.48,-152.4,0.245,0.173,0.778
5/25/2020,10:46:42 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.8,341,0.16,343.9,222,68.6,3217,-1.7,-1.7,0.43,1.99,-0.27,-0.28,136.2,12.27,8.48,-152.4,0.251,0.177,0.791
5/25/2020,10:46:42 AM,Pond F,,89.99999 °,179.99998 °,731.2,310.9,341.2,0.16,344.1,222,68.6,3216.7,-1.7,-1.7,0.43,1.99,-0.27,-0.28,136.2,12.28,8.48,-152.4,0.263,0.185,0.814
