DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/26/2020,9:43:07 AM,Pond A,,89.99999 °,179.99998 °,731.1,236.8,260.1,0.12,262.3,169,68.6,4222.4,-1.8,-1.8,2.67,10.84,0.07,-0.07,145.3,13.12,8.75,-167.8,0.014,0.01,0.186
5/26/2020,9:43:07 AM,Pond A,,89.99999 °,179.99998 °,731.1,237.1,260.5,0.12,262.7,169,68.5,4217.1,-1.8,-1.8,1.9,7.79,0.07,-0.07,145.3,13.12,8.75,-167.8,0.015,0.011,0.199
5/26/2020,9:43:07 AM,Pond A,,89.99999 °,179.99998 °,731.1,237.4,260.9,0.12,263.1,170,68.5,4211.6,-1.8,-1.8,1.64,6.75,0.07,-0.06,145.3,13.12,8.75,-167.8,0.017,0.012,0.214
5/26/2020,9:43:08 AM,Pond A,,89.99999 °,179.99998 °,731,237.8,261.3,0.12,263.5,170,68.5,4205.6,-1.8,-1.8,1.85,7.6,0.08,-0.06,140.9,12.72,8.75,-167.8,0.02,0.014,0.241
5/26/2020,9:43:08 AM,Pond A,,89.99999 °,179.99998 °,731,238.1,261.8,0.12,264,170,68.5,4199.2,-1.8,-1.8,1.95,7.99,0.08,-0.06,140.5,12.69,8.75,-167.7,0.022,0.016,0.253
5/26/2020,9:43:08 AM,Pond A,,89.99999 °,179.99998 °,731,238.5,262.2,0.12,264.5,170,68.5,4192.9,-1.8,-1.8,4.61,18.47,0.09,-0.06,140.6,12.7,8.75,-167.7,0.024,0.017,0.264
5/26/2020,9:43:08 AM,Pond A,,89.99999 °,179.99998 °,731,238.7,262.5,0.12,264.7,171,68.4,4189.7,-1.8,-1.8,4.61,18.47,0.09,-0.05,141.3,12.77,8.75,-167.6,0.028,0.02,0.29
5/26/2020,9:43:09 AM,Pond A,,89.99999 °,179.99998 °,731.1,239.1,263,0.12,265.2,171,68.4,4183.1,-1.7,-1.7,4.61,18.47,0.09,-0.05,140.3,12.68,8.75,-167.6,0.03,0.021,0.302
5/26/2020,9:43:09 AM,Pond A,,89.99999 °,179.99998 °,731.1,239.4,263.5,0.13,265.7,171,68.4,4176.2,-1.7,-1.7,4.61,18.47,0.1,-0.05,140.2,12.67,8.75,-167.4,0.033,0.023,0.313
5/26/2020,9:43:09 AM,Pond A,,89.99999 °,179.99998 °,731.1,239.9,264,0.13,266.3,172,68.3,4169.3,-1.7,-1.7,4.08,16.41,0.1,-0.05,140.2,12.68,8.74,-167.4,0.035,0.025,0.325
5/26/2020,9:43:09 AM,Pond A,,89.99999 °,179.99998 °,731.1,240.3,271.2,0.13,274,176,66.3,4162,-1.5,-1.5,2.96,11.97,0.1,-0.05,140.4,12.7,8.74,-167.3,0.04,0.028,0.341
5/26/2020,9:43:10 AM,Pond A,,89.99999 °,179.99998 °,731,240.7,272.3,0.13,275.1,177,66.1,4154.9,-1.5,-1.5,2.47,10.05,0.1,-0.05,141.2,12.78,8.59,-158.5,0.043,0.03,0.345
5/26/2020,9:43:10 AM,Pond A,,89.99999 °,179.99998 °,731,241.1,272.9,0.13,275.8,177,66,4147.5,-1.5,-1.5,2.09,8.54,0.1,-0.04,144.3,13.37,8.59,-158.1,0.045,0.032,0.348
5/26/2020,9:43:10 AM,Pond A,,89.99999 °,179.99998 °,731,241.6,273.2,0.13,276,178,66.1,4139.9,-1.5,-1.5,1.99,8.13,0.11,-0.04,145.5,13.51,8.58,-157.7,0.05,0.036,0.352
5/26/2020,9:43:10 AM,Pond A,,89.99999 °,179.99998 °,731,241.8,273,0.13,275.8,177,66.4,4136.2,-1.5,-1.5,1.95,7.98,0.11,-0.04,146,13.56,8.58,-157.4,0.053,0.037,0.356
5/26/2020,9:43:11 AM,Pond A,,89.99999 °,179.99998 °,731,242.2,272.8,0.13,275.5,177,66.5,4128.3,-1.5,-1.5,1.91,7.82,0.11,-0.04,146.3,13.58,8.58,-157.3,0.056,0.039,0.361
5/26/2020,9:43:11 AM,Pond A,,89.99999 °,179.99998 °,731,242.7,273.3,0.13,276,178,66.4,4119.6,-1.5,-1.5,1.85,7.6,0.11,-0.04,146.3,13.54,8.58,-157.3,0.061,0.043,0.375
5/26/2020,9:43:11 AM,Pond A,,89.99999 °,179.99998 °,731,243.3,274.7,0.13,277.5,179,66.2,4109.5,-1.5,-1.5,1.81,7.42,0.11,-0.04,146.7,13.55,8.58,-157.3,0.064,0.045,0.385
5/26/2020,9:43:11 AM,Pond A,,89.99999 °,179.99998 °,731,244,276,0.13,278.9,179,66.1,4097.5,-1.5,-1.5,1.79,7.37,0.11,-0.04,147.1,13.62,8.57,-157.1,0.066,0.047,0.394
5/26/2020,9:43:12 AM,Pond A,,89.99999 °,179.99998 °,731,244.8,277.3,0.13,280.2,180,66,4084.1,-1.5,-1.5,1.8,7.39,0.12,-0.03,147.5,13.68,8.56,-156.4,0.069,0.049,0.402
5/26/2020,9:43:12 AM,Pond A,,89.99999 °,179.99998 °,731,245.7,278.5,0.13,281.5,181,65.9,4070.7,-1.5,-1.5,1.82,7.46,0.12,-0.03,147.8,13.72,8.56,-156.2,0.075,0.053,0.419
5/26/2020,9:43:12 AM,Pond A,,89.99999 °,179.99998 °,731,246.5,279.7,0.13,282.7,182,65.8,4057,-1.4,-1.4,1.76,7.22,0.12,-0.03,148,13.76,8.55,-156,0.078,0.055,0.426
5/26/2020,9:43:12 AM,Pond A,,89.99999 °,179.99998 °,731,246.9,280.3,0.13,283.3,182,65.8,4049.9,-1.4,-1.4,1.55,6.39,0.12,-0.03,148.1,13.78,8.55,-155.9,0.082,0.057,0.435
5/26/2020,9:43:13 AM,Pond A,,89.99999 °,179.99998 °,731,247.8,281.3,0.13,284.3,183,65.8,4035.7,-1.4,-1.4,1.47,6.1,0.13,-0.03,148.1,13.79,8.55,-155.5,0.088,0.062,0.458
5/26/2020,9:43:13 AM,Pond A,,89.99999 °,179.99998 °,731,248.7,282.5,0.13,285.5,184,65.7,4020.3,-1.4,-1.4,1.52,6.29,0.13,-0.03,148,13.79,8.55,-155.5,0.091,0.064,0.471
5/26/2020,9:43:13 AM,Pond A,,89.99999 °,179.99998 °,731,290.6,330.3,0.16,333.9,215,65.6,3441.6,-1.4,-1.4,1.95,7.98,0.13,-0.03,147.9,13.78,8.55,-155.5,0.095,0.067,0.486
5/26/2020,9:43:13 AM,Pond A,,89.99999 °,179.99998 °,731,295.1,336,0.16,339.7,218,65.5,3388.6,-1.4,-1.4,1.6,6.62,0.13,-0.03,147.8,13.77,8.55,-155.5,0.102,0.072,0.527
5/26/2020,9:43:14 AM,Pond A,,89.99999 °,179.99998 °,731.2,297.9,339.8,0.16,343.6,221,65.4,3357.1,-1.4,-1.4,1.3,5.41,0.13,-0.03,147.5,13.77,8.54,-155.1,0.106,0.075,0.549
5/26/2020,9:43:14 AM,Pond A,,89.99999 °,179.99998 °,731.2,298.9,341.8,0.16,345.6,222,65.2,3345,-1.4,-1.4,1.55,6.42,0.13,-0.03,147.3,13.75,8.53,-154.6,0.111,0.078,0.567
5/26/2020,9:43:14 AM,Pond A,,89.99999 °,179.99998 °,731.2,299.4,343,0.16,346.8,223,65,3340.2,-1.3,-1.3,2.12,8.66,0.14,-0.02,147.1,13.76,8.52,-154,0.119,0.084,0.598
5/26/2020,9:43:14 AM,Pond A,,89.99999 °,179.99998 °,731.2,299.5,343.4,0.16,347.3,223,64.9,3339.2,-1.3,-1.3,1.84,7.54,0.14,-0.02,146.9,13.77,8.51,-153.2,0.124,0.087,0.611
5/26/2020,9:43:15 AM,Pond A,,89.99999 °,179.99998 °,731,299.2,343.7,0.16,347.7,223,64.7,3342.1,-1.3,-1.3,1.56,6.43,0.14,-0.02,146.7,13.78,8.34,-143.7,0.128,0.09,0.62
5/26/2020,9:43:15 AM,Pond A,,89.99999 °,179.99998 °,731,299.3,344.3,0.17,348.3,224,64.6,3341.2,-1.3,-1.3,1.75,7.18,0.14,-0.02,146.6,13.8,8.33,-143,0.133,0.094,0.631
5/26/2020,9:43:15 AM,Pond A,,89.99999 °,179.99998 °,731,299.7,345.2,0.17,349.2,224,64.5,3336.2,-1.3,-1.3,1.58,6.54,0.15,-0.02,146.4,13.8,8.32,-142.3,0.142,0.1,0.654
5/26/2020,9:43:15 AM,Pond A,,89.99999 °,179.99998 °,731,299.9,345.6,0.17,349.7,225,64.5,3334.9,-1.3,-1.3,1.58,6.54,0.15,-0.01,146.3,13.8,8.3,-141.5,0.147,0.104,0.663
5/26/2020,9:43:16 AM,Pond A,,89.99999 °,179.99998 °,731.1,298.8,344.7,0.17,348.7,224,64.5,3346.3,-1.3,-1.3,1.58,6.54,0.15,-0.01,146.1,13.79,8.3,-141,0.152,0.107,0.671
5/26/2020,9:43:16 AM,Pond A,,89.99999 °,179.99998 °,731.1,298,343.9,0.16,347.9,224,64.4,3355.9,-1.3,-1.3,1.58,6.54,0.16,-0.01,145.9,13.78,8.29,-140.4,0.162,0.114,0.682
5/26/2020,9:43:16 AM,Pond A,,89.99999 °,179.99998 °,731.1,297.6,343.6,0.16,347.6,223,64.4,3359.8,-1.3,-1.3,1.57,6.47,0.16,-0.01,145.7,13.77,8.28,-139.9,0.167,0.118,0.684
5/26/2020,9:43:16 AM,Pond A,,89.99999 °,179.99998 °,731.1,297.5,343.5,0.16,347.6,223,64.4,3361.2,-1.3,-1.3,1.54,6.38,0.16,-0.01,145.5,13.76,8.26,-138.9,0.172,0.121,0.683
5/26/2020,9:43:17 AM,Pond A,,89.99999 °,179.99998 °,731,297.4,343.4,0.16,347.5,223,64.4,3362.2,-1.3,-1.3,1.52,6.28,0.16,-0.01,140.5,13.29,8.25,-138.5,0.182,0.128,0.683
5/26/2020,9:43:17 AM,Pond A,,89.99999 °,179.99998 °,731,297.4,343.4,0.16,347.5,223,64.4,3362.7,-1.3,-1.3,1.5,6.2,0.15,-0.01,139.5,13.2,8.25,-138.2,0.187,0.131,0.683
5/26/2020,9:43:17 AM,Pond A,,89.99999 °,179.99998 °,731,297.4,343.4,0.16,347.5,223,64.4,3362.6,-1.3,-1.3,1.5,6.2,0.15,-0.01,138.6,13.11,8.24,-138,0.192,0.135,0.684
5/26/2020,9:43:17 AM,Pond A,,89.99999 °,179.99998 °,731,297.6,343.6,0.16,347.6,223,64.4,3360.6,-1.3,-1.3,1.5,6.2,0.16,-0.01,137.7,13.02,8.23,-137.2,0.202,0.142,0.687
5/26/2020,9:43:18 AM,Pond A,,89.99999 °,179.99998 °,731.1,297.9,344,0.16,348.1,224,64.4,3356.4,-1.3,-1.3,1.45,6.01,0.15,-0.01,136.3,12.89,8.23,-137.2,0.207,0.145,0.689
5/26/2020,9:43:18 AM,Pond A,,89.99999 °,179.99998 °,731.1,298.5,344.7,0.17,348.7,224,64.4,3350.4,-1.3,-1.3,1.53,6.34,0.16,-0.01,135.4,12.81,8.23,-137.2,0.211,0.149,0.69
5/26/2020,9:43:18 AM,Pond A,,89.99999 °,179.99998 °,731.1,299.1,345.4,0.17,349.5,225,64.4,3343.6,-1.3,-1.3,1.44,5.96,0.16,-0.01,134.7,12.74,8.23,-137,0.216,0.152,0.693
5/26/2020,9:43:18 AM,Pond A,,89.99999 °,179.99998 °,731.1,299.8,346.3,0.17,350.3,225,64.3,3335.9,-1.3,-1.3,1.52,6.29,0.15,-0.01,134.3,12.71,8.22,-136.7,0.226,0.159,0.7
5/26/2020,9:43:19 AM,Pond A,,89.99999 °,179.99998 °,731.1,300.2,346.7,0.17,350.8,225,64.3,3331.7,-1.3,-1.3,1.46,6.06,0.16,-0.01,133.8,12.66,8.22,-136.4,0.232,0.163,0.702
5/26/2020,9:43:19 AM,Pond A,,89.99999 °,179.99998 °,731.1,300.9,347.7,0.17,351.8,226,64.3,3322.9,-1.3,-1.3,1.37,5.69,0.16,-0.01,132.7,12.56,8.21,-136.1,0.237,0.167,0.706
5/26/2020,9:43:19 AM,Pond A,,89.99999 °,179.99998 °,731.1,301.8,348.7,0.17,352.8,227,64.3,3313.9,-1.3,-1.3,1.24,5.18,0.16,-0.01,131.3,12.43,8.21,-135.9,0.247,0.174,0.718
5/26/2020,9:43:19 AM,Pond A,,89.99999 °,179.99998 °,731.1,302.6,349.8,0.17,353.9,227,64.3,3304.5,-1.3,-1.3,1.45,6.02,0.16,-0.01,130,12.31,8.2,-135.6,0.252,0.177,0.726
5/26/2020,9:43:20 AM,Pond A,,89.99999 °,179.99998 °,731.1,303.5,350.9,0.17,355,228,64.3,3294.9,-1.3,-1.3,1.13,4.77,0.16,-0.01,129.2,12.24,8.2,-135.4,0.257,0.181,0.732
5/26/2020,9:43:20 AM,Pond A,,89.99999 °,179.99998 °,731.1,304.3,352,0.17,356.2,229,64.2,3286.2,-1.3,-1.3,1.17,4.91,0.16,-0.01,129.1,12.22,8.19,-135.1,0.268,0.189,0.744
5/26/2020,9:43:20 AM,Pond A,,89.99999 °,179.99998 °,731.1,305,353,0.17,357.2,229,64.2,3278.8,-1.2,-1.2,1.57,6.5,0.15,-0.01,128.6,12.19,8.19,-134.8,0.273,0.192,0.75
5/26/2020,9:43:20 AM,Pond A,,89.99999 °,179.99998 °,731.1,305.6,353.9,0.17,358.1,230,64.1,3272.4,-1.2,-1.2,1.41,5.86,0.15,-0.01,128.2,12.14,8.17,-134,0.279,0.196,0.754
5/26/2020,9:43:21 AM,Pond A,,89.99999 °,179.99998 °,731.1,305.9,354.3,0.17,358.6,230,64.1,3269.5,-1.2,-1.2,1.58,6.53,0.15,-0.01,127.9,12.13,8.17,-133.6,0.29,0.204,0.768
5/26/2020,9:43:21 AM,Pond A,,89.99999 °,179.99998 °,731.1,306.4,355.1,0.17,359.4,231,64,3264,-1.2,-1.2,1.58,6.53,0.16,-0.01,127.4,12.08,8.16,-133.2,0.295,0.208,0.776
5/26/2020,9:43:21 AM,Pond A,,89.99999 °,179.99998 °,731.1,306.9,356,0.17,360.2,231,64,3258.6,-1.2,-1.2,1.58,6.53,0.15,-0.01,126.9,12.05,8.15,-132.8,0.301,0.212,0.781
5/26/2020,9:43:21 AM,Pond A,,89.99999 °,179.99998 °,731.1,307.4,356.8,0.17,361.1,232,63.9,3253.4,-1.2,-1.2,1.58,6.53,0.15,-0.01,126.5,12.01,8.14,-132,0.307,0.216,0.79
5/26/2020,9:43:22 AM,Pond A,,89.99999 °,179.99998 °,731.1,307.9,357.6,0.17,362,232,63.9,3247.4,-1.2,-1.2,1.58,6.53,0.15,-0.01,126.2,11.99,8.02,-124.9,0.318,0.224,0.811
5/26/2020,9:43:22 AM,Pond A,,89.99999 °,179.99998 °,731.1,308.6,358.6,0.17,363,233,63.9,3240.5,-1.2,-1.2,1.58,6.53,0.15,-0.01,125.8,11.96,8.01,-124.7,0.324,0.228,0.819
5/26/2020,9:43:22 AM,Pond A,,89.99999 °,179.99998 °,731.1,309.3,359.6,0.17,364,234,63.8,3233.5,-1.2,-1.2,1.56,6.45,0.15,-0.01,125.5,11.93,8.01,-124.4,0.33,0.232,0.83
5/26/2020,9:43:22 AM,Pond A,,89.99999 °,179.99998 °,731.1,309.9,360.6,0.17,365,234,63.8,3226.5,-1.2,-1.2,1.56,6.45,0.15,-0.01,120.9,11.51,8,-124.1,0.342,0.241,0.848
5/26/2020,9:43:23 AM,Pond A,,89.99999 °,179.99998 °,731.1,310.2,361,0.17,365.4,235,63.7,3223.3,-1.2,-1.2,1.56,6.46,0.15,-0.01,120.5,11.48,8,-124,0.348,0.245,0.853
5/26/2020,9:43:23 AM,Pond A,,89.99999 °,179.99998 °,731.1,310.8,361.9,0.17,366.3,235,63.7,3217.4,-1.2,-1.2,1.62,6.69,0.16,-0.01,119.4,11.38,8,-123.8,0.355,0.25,0.858
5/26/2020,9:43:23 AM,Pond A,,89.99999 °,179.99998 °,731.1,311.3,362.7,0.17,367.1,236,63.6,3212.1,-1.2,-1.2,1.44,5.99,0.16,-0.01,118.4,11.28,7.98,-123,0.367,0.259,0.867
5/26/2020,9:43:23 AM,Pond A,,89.99999 °,179.99998 °,731.1,311.8,363.4,0.17,367.9,236,63.6,3207.1,-1.2,-1.2,1.83,7.52,0.16,0,117.7,11.23,7.98,-122.6,0.374,0.263,0.874
5/26/2020,9:43:24 AM,Pond A,,89.99999 °,179.99998 °,731.1,312.3,364.2,0.17,368.7,237,63.6,3202.2,-1.2,-1.2,1.55,6.41,0.17,0,117,11.16,7.97,-122.3,0.38,0.268,0.879
5/26/2020,9:43:24 AM,Pond A,,89.99999 °,179.99998 °,731.1,312.7,364.9,0.18,369.4,237,63.5,3197.6,-1.2,-1.2,1.52,6.27,0.17,0,116.1,11.08,7.97,-122.2,0.387,0.272,0.884
5/26/2020,9:43:24 AM,Pond A,,89.99999 °,179.99998 °,731.1,313.2,365.5,0.18,370.1,238,63.5,3193.4,-1.2,-1.2,1.84,7.54,0.17,0,115.5,11.02,7.96,-121.7,0.4,0.281,0.893
5/26/2020,9:43:24 AM,Pond A,,89.99999 °,179.99998 °,731.1,313.5,366.2,0.18,370.7,238,63.5,3189.3,-1.2,-1.2,2.31,9.39,0.17,0,114.2,10.91,7.95,-121.1,0.406,0.286,0.898
5/26/2020,9:43:25 AM,Pond A,,89.99999 °,179.99998 °,731.1,313.7,366.5,0.18,371,238,63.4,3187.4,-1.2,-1.2,1.8,7.41,0.17,0,113.6,10.86,7.94,-120.4,0.413,0.291,0.906
5/26/2020,9:43:25 AM,Pond A,,89.99999 °,179.99998 °,731.1,314.1,367.1,0.18,371.7,239,63.4,3183.5,-1.2,-1.2,7.39,29.45,0.18,0,112.4,10.75,7.94,-120.4,0.426,0.3,0.922
5/26/2020,9:43:25 AM,Pond A,,89.99999 °,179.99998 °,731.1,314.5,367.7,0.18,372.3,239,63.4,3179.5,-1.2,-1.2,2.31,9.39,0.18,0.01,111.2,10.64,7.93,-120.2,0.433,0.305,0.929
5/26/2020,9:43:25 AM,Pond A,,89.99999 °,179.99998 °,731.1,314.9,368.3,0.18,372.9,239,63.3,3175.4,-1.2,-1.2,2.2,8.97,0.18,0.01,110.8,10.6,7.93,-119.8,0.44,0.31,0.937
5/26/2020,9:43:26 AM,Pond A,,89.99999 °,179.99998 °,731,315.3,368.9,0.18,373.6,240,63.3,3171.2,-1.1,-1.1,1.97,8.06,0.18,0.01,110.6,10.59,7.92,-119.4,0.454,0.319,0.954
5/26/2020,9:43:26 AM,Pond A,,89.99999 °,179.99998 °,731,315.8,369.8,0.18,374.4,240,63.2,3166.9,-1.1,-1.1,2.47,10.02,0.19,0.01,110.2,10.56,7.91,-118.9,0.461,0.324,0.96
5/26/2020,9:43:26 AM,Pond A,,89.99999 °,179.99998 °,731,316.2,370.6,0.18,375.3,241,63.2,3162.7,-1.1,-1.1,2.47,10.02,0.19,0.01,109.8,10.52,7.9,-118,0.468,0.329,0.966
5/26/2020,9:43:26 AM,Pond A,,89.99999 °,179.99998 °,731,316.6,371.4,0.18,376.1,241,63.1,3158.7,-1.1,-1.1,2.47,10.02,0.19,0.01,109.5,10.5,7.89,-117.7,0.482,0.339,0.983
5/26/2020,9:43:27 AM,Pond A,,89.99999 °,179.99998 °,731,317,372.2,0.18,376.9,242,63,3154.6,-1.1,-1.1,2.47,10.02,0.19,0.01,109.1,10.46,7.89,-117.4,0.489,0.344,0.993
5/26/2020,9:43:27 AM,Pond A,,89.99999 °,179.99998 °,731,317.2,372.5,0.18,377.3,242,63,3152.6,-1.1,-1.1,1.95,8,0.19,0.01,108.6,10.43,7.88,-117.2,0.497,0.35,1
5/26/2020,9:43:27 AM,Pond A,,89.99999 °,179.99998 °,731,317.6,373.3,0.18,378.1,243,62.9,3148.6,-1.1,-1.1,2.12,8.65,0.19,0.01,108.1,10.39,7.88,-116.7,0.511,0.36,1.018
5/26/2020,9:43:27 AM,Pond A,,89.99999 °,179.99998 °,731,318,374,0.18,378.8,243,62.9,3144.8,-1.1,-1.1,2.01,8.21,0.18,0.01,103.8,9.98,7.87,-116.5,0.519,0.365,1.028
5/26/2020,9:43:28 AM,Pond A,,89.99999 °,179.99998 °,731.1,318.4,374.7,0.18,379.5,244,62.8,3140.8,-1.1,-1.1,2.24,9.13,0.18,0.01,102.7,9.88,7.87,-116.3,0.526,0.371,1.035
5/26/2020,9:43:28 AM,Pond A,,89.99999 °,179.99998 °,731.1,318.8,375.4,0.18,380.3,244,62.8,3137,-1.1,-1.1,2.52,10.22,0.19,0.01,101.4,9.76,7.86,-116.1,0.534,0.376,1.044
5/26/2020,9:43:28 AM,Pond A,,89.99999 °,179.99998 °,731.1,319.2,376.1,0.18,381,244,62.7,3133.3,-1.1,-1.1,2.11,8.63,0.19,0.01,100.8,9.71,7.86,-115.7,0.549,0.387,1.057
5/26/2020,9:43:28 AM,Pond A,,89.99999 °,179.99998 °,731.1,319.5,376.8,0.18,381.7,245,62.7,3129.8,-1.1,-1.1,2.39,9.73,0.19,0.01,99.6,9.59,7.85,-115.6,0.557,0.392,1.061
5/26/2020,9:43:29 AM,Pond A,,89.99999 °,179.99998 °,731,319.9,377.5,0.18,382.4,245,62.6,3126.4,-1.1,-1.1,2.36,9.62,0.19,0.01,98.3,9.48,7.85,-115.4,0.565,0.398,1.062
5/26/2020,9:43:29 AM,Pond A,,89.99999 °,179.99998 °,731,320,377.9,0.18,382.8,246,62.5,3124.6,-1.1,-1.1,2.31,9.4,0.19,0.01,96.8,9.34,7.85,-115.1,0.581,0.409,1.067
5/26/2020,9:43:29 AM,Pond A,,89.99999 °,179.99998 °,731,320.4,378.6,0.18,383.5,246,62.5,3121.1,-1.1,-1.1,1.68,6.92,0.19,0.01,95.5,9.21,7.84,-115,0.588,0.414,1.069
5/26/2020,9:43:29 AM,Pond A,,89.99999 °,179.99998 °,731,321,379.6,0.18,384.6,247,62.4,3115.4,-1.1,-1.1,2.31,9.39,0.19,0.01,94,9.09,7.84,-114.8,0.596,0.42,1.07
