DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/21/2020,12:44:15 PM,Pond E,,89.99999 °,179.99998 °,734.9,338.1,398.5,0.19,403.6,259,62.7,-1.1,-1.1,2.37,8.51,0.17,0.33,123.4,11.9,8.4,-122.4,-0.038,-0.026,0.149
5/21/2020,12:44:15 PM,Pond E,,89.99999 °,179.99998 °,734.9,338.1,398.5,0.19,403.6,259,62.7,-1.1,-1.1,2.37,8.53,0.17,0.33,123.5,11.91,8.4,-122.5,-0.036,-0.025,0.161
5/21/2020,12:44:15 PM,Pond E,,89.99999 °,179.99998 °,734.9,338,398.5,0.19,403.6,259,62.7,-1.1,-1.1,2.39,8.59,0.17,0.33,123.5,11.91,8.4,-122.5,-0.033,-0.023,0.207
5/21/2020,12:44:16 PM,Pond E,,89.99999 °,179.99998 °,734.9,338,398.4,0.19,403.6,259,62.7,-1.1,-1.1,3.06,11,0.17,0.33,123.7,11.93,8.41,-122.5,-0.031,-0.022,0.226
5/21/2020,12:44:16 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.9,398.4,0.19,403.5,259,62.7,-1.1,-1.1,2.52,9.06,0.17,0.33,123.8,11.94,8.41,-122.5,-0.028,-0.02,0.24
5/21/2020,12:44:16 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.8,398.3,0.19,403.5,259,62.7,-1.1,-1.1,3.22,11.58,0.17,0.33,124,11.96,8.41,-122.6,-0.026,-0.018,0.25
5/21/2020,12:44:16 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.8,398.3,0.19,403.5,259,62.7,-1.1,-1.1,3.33,11.99,0.18,0.34,124.1,11.97,8.41,-122.6,-0.021,-0.015,0.267
5/21/2020,12:44:17 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.8,398.3,0.19,403.4,259,62.7,-1.1,-1.1,3.29,11.85,0.18,0.34,124.3,11.98,8.41,-122.6,-0.019,-0.013,0.276
5/21/2020,12:44:17 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.7,398.2,0.19,403.4,259,62.7,-1.1,-1.1,3.34,12.04,0.18,0.34,124.4,12,8.41,-122.7,-0.017,-0.012,0.288
5/21/2020,12:44:17 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.6,398.2,0.19,403.3,259,62.7,-1.1,-1.1,3.49,12.55,0.18,0.34,124.5,12.01,8.41,-122.7,-0.011,-0.008,0.327
5/21/2020,12:44:17 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.5,398.1,0.19,403.2,259,62.7,-1.1,-1.1,3.6,12.95,0.19,0.34,124.6,12.02,8.41,-122.7,-0.009,-0.006,0.351
5/21/2020,12:44:18 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.4,398,0.19,403.2,259,62.7,-1.1,-1.1,3.3,11.86,0.19,0.35,124.7,12.03,8.41,-122.8,-0.005,-0.004,0.373
5/21/2020,12:44:18 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.3,397.9,0.19,403.1,259,62.6,-1.1,-1.1,3.29,11.84,0.19,0.35,124.8,12.04,8.41,-122.8,-0.002,-0.002,0.391
5/21/2020,12:44:18 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.2,397.8,0.19,403,259,62.6,-1.1,-1.1,2.97,10.67,0.2,0.35,124.9,12.05,8.41,-122.8,0.005,0.003,0.427
5/21/2020,12:44:18 PM,Pond E,,89.99999 °,179.99998 °,734.9,337.1,397.8,0.19,402.9,259,62.6,-1.1,-1.1,2.9,10.42,0.2,0.35,125,12.06,8.41,-122.8,0.008,0.006,0.44
5/21/2020,12:44:19 PM,Pond E,,89.99999 °,179.99998 °,734.9,337,397.7,0.19,402.9,258,62.6,-1.1,-1.1,3.27,11.79,0.21,0.35,125.1,12.07,8.41,-122.8,0.012,0.009,0.459
5/21/2020,12:44:19 PM,Pond E,,89.99999 °,179.99998 °,734.9,336.8,397.6,0.19,402.8,258,62.6,-1.1,-1.1,3.27,11.79,0.21,0.35,125.2,12.08,8.41,-122.8,0.02,0.014,0.496
5/21/2020,12:44:19 PM,Pond E,,89.99999 °,179.99998 °,734.9,336.7,397.5,0.19,402.7,258,62.6,-1.1,-1.1,3.27,11.79,0.21,0.36,125.3,12.09,8.41,-122.8,0.024,0.017,0.513
5/21/2020,12:44:19 PM,Pond E,,89.99999 °,179.99998 °,734.9,336.6,397.4,0.19,402.6,258,62.6,-1.1,-1.1,3.27,11.79,0.21,0.36,125.3,12.1,8.41,-122.8,0.028,0.02,0.531
5/21/2020,12:44:20 PM,Pond E,,89.99999 °,179.99998 °,734.9,336.4,397.3,0.19,402.5,258,62.5,-1.1,-1.1,3.27,11.79,0.21,0.36,125.4,12.11,8.41,-122.8,0.037,0.026,0.56
5/21/2020,12:44:20 PM,Pond E,,89.99999 °,179.99998 °,734.9,336.2,397.2,0.19,402.4,258,62.5,-1.1,-1.1,3.27,11.78,0.21,0.36,125.5,12.12,8.41,-122.8,0.042,0.029,0.572
5/21/2020,12:44:20 PM,Pond E,,89.99999 °,179.99998 °,734.9,336.1,397.2,0.19,402.4,258,62.5,-1.1,-1.1,3.27,11.77,0.21,0.36,125.6,12.13,8.41,-122.8,0.046,0.033,0.585
5/21/2020,12:44:20 PM,Pond E,,89.99999 °,179.99998 °,734.9,336,397.1,0.19,402.3,258,62.5,-1.1,-1.1,3.27,11.76,0.21,0.36,125.6,12.14,8.41,-122.8,0.056,0.039,0.612
5/21/2020,12:44:21 PM,Pond E,,89.99999 °,179.99998 °,734.9,335.9,397,0.19,402.2,258,62.5,-1.1,-1.1,3.26,11.75,0.22,0.36,125.7,12.15,8.41,-122.8,0.061,0.043,0.627
5/21/2020,12:44:21 PM,Pond E,,89.99999 °,179.99998 °,734.9,335.7,396.9,0.19,402.1,258,62.5,-1.1,-1.1,3.25,11.69,0.22,0.36,125.8,12.16,8.41,-122.8,0.066,0.046,0.642
5/21/2020,12:44:21 PM,Pond E,,89.99999 °,179.99998 °,734.9,335.5,396.8,0.19,402,258,62.4,-1.1,-1.1,3.24,11.64,0.22,0.36,125.8,12.17,8.41,-122.8,0.076,0.054,0.679
5/21/2020,12:44:21 PM,Pond E,,89.99999 °,179.99998 °,734.9,335.3,396.7,0.19,401.9,258,62.4,-1.1,-1.1,3.22,11.59,0.22,0.36,125.9,12.17,8.41,-122.8,0.082,0.058,0.697
5/21/2020,12:44:22 PM,Pond E,,89.99999 °,179.99998 °,734.9,335.2,396.6,0.19,401.8,258,62.4,-1.1,-1.1,3.21,11.56,0.22,0.36,126,12.18,8.41,-122.8,0.087,0.061,0.714
5/21/2020,12:44:22 PM,Pond E,,89.99999 °,179.99998 °,734.9,335,396.4,0.19,401.7,258,62.4,-1.1,-1.1,3.2,11.53,0.22,0.36,126,12.19,8.41,-122.8,0.093,0.066,0.735
5/21/2020,12:44:22 PM,Pond E,,89.99999 °,179.99998 °,734.9,334.8,396.3,0.19,401.5,258,62.4,-1.1,-1,3.2,11.52,0.22,0.36,126.1,12.2,8.41,-122.8,1.174,0.826,0.776
5/21/2020,12:44:22 PM,Pond E,,89.99999 °,179.99998 °,734.9,334.7,396.2,0.19,401.5,258,62.3,-1.1,-1,3.19,11.47,0.22,0.36,126.2,12.21,8.41,-122.8,1.18,0.831,0.791
5/21/2020,12:44:23 PM,Pond E,,89.99999 °,179.99998 °,735,334.5,396.1,0.19,401.3,257,62.3,-1,-1,3.19,11.47,0.23,0.37,126.2,12.22,8.41,-122.8,1.195,0.841,0.805
5/21/2020,12:44:23 PM,Pond E,,89.99999 °,179.99998 °,735,334.3,396,0.19,401.2,257,62.3,-1,-1,3.16,11.39,0.23,0.37,126.3,12.22,8.41,-122.8,1.256,0.884,0.838
5/21/2020,12:44:23 PM,Pond E,,89.99999 °,179.99998 °,735,334.1,395.8,0.19,401.1,257,62.3,-1,-1,3.17,11.4,0.23,0.37,126.3,12.23,8.41,-122.9,1.307,0.92,0.86
5/21/2020,12:44:23 PM,Pond E,,89.99999 °,179.99998 °,735,333.9,395.7,0.19,400.9,257,62.3,-1,-1,3.16,11.37,0.22,0.36,126.4,12.24,8.41,-122.9,1.335,0.94,0.882
5/21/2020,12:44:24 PM,Pond E,,89.99999 °,179.99998 °,734.9,333.7,395.6,0.19,400.8,257,62.3,-1,-1,3.16,11.37,0.23,0.37,126.4,12.25,8.41,-122.9,1.372,0.966,0.919
5/21/2020,12:44:24 PM,Pond E,,89.99999 °,179.99998 °,734.9,333.5,395.4,0.19,400.7,257,62.2,-1,-1,3.16,11.37,0.23,0.37,126.5,12.26,8.41,-122.9,1.4,0.985,0.937
5/21/2020,12:44:24 PM,Pond E,,89.99999 °,179.99998 °,734.9,333.2,395.3,0.19,400.5,257,62.2,-1,-1,3.16,11.37,0.23,0.37,126.5,12.27,8.41,-122.9,1.411,0.993,0.953
5/21/2020,12:44:24 PM,Pond E,,89.99999 °,179.99998 °,734.9,333,395.1,0.19,400.4,257,62.2,-1,-1,3.16,11.37,0.23,0.37,126.6,12.27,8.41,-122.9,1.46,1.028,0.985
5/21/2020,12:44:25 PM,Pond E,,89.99999 °,179.99998 °,735,332.9,395.1,0.19,400.3,257,62.2,-1,-1,3.16,11.36,0.23,0.37,126.6,12.28,8.41,-122.9,1.482,1.043,1.001
5/21/2020,12:44:25 PM,Pond E,,89.99999 °,179.99998 °,735,332.7,394.9,0.19,400.2,257,62.1,-1,-1,3.15,11.33,0.23,0.36,126.7,12.29,8.41,-122.9,1.499,1.055,1.016
5/21/2020,12:44:25 PM,Pond E,,89.99999 °,179.99998 °,735,332.5,394.8,0.19,400.1,257,62.1,-1,-1,3.14,11.3,0.23,0.37,126.7,12.29,8.41,-122.9,1.499,1.055,1.033
5/21/2020,12:44:25 PM,Pond E,,89.99999 °,179.99998 °,735,332.3,394.7,0.19,399.9,257,62.1,-1,-1,3.13,11.27,0.23,0.37,126.7,12.3,8.41,-122.9,1.507,1.061,1.055
5/21/2020,12:44:26 PM,Pond E,,89.99999 °,179.99998 °,734.9,332.1,394.5,0.19,399.8,256,62.1,-1,-1,3.13,11.26,0.23,0.37,126.8,12.31,8.41,-123,1.512,1.064,1.06
5/21/2020,12:44:26 PM,Pond E,,89.99999 °,179.99998 °,734.9,331.8,394.4,0.19,399.7,256,62.1,-1,-1,3.11,11.21,0.22,0.36,126.8,12.32,8.42,-123,1.518,1.068,1.066
5/21/2020,12:44:26 PM,Pond E,,89.99999 °,179.99998 °,734.9,331.6,394.3,0.19,399.6,256,62,-1,-1,3.11,11.2,0.23,0.37,126.9,12.32,8.42,-123,1.526,1.074,1.081
5/21/2020,12:44:26 PM,Pond E,,89.99999 °,179.99998 °,734.9,331.4,394.2,0.19,399.5,256,62,-1,-1,3.11,11.19,0.23,0.37,126.9,12.33,8.42,-123,1.531,1.077,1.09
5/21/2020,12:44:27 PM,Pond E,,89.99999 °,179.99998 °,734.9,331.3,394.1,0.19,399.4,256,62,-1,-1,3.11,11.2,0.23,0.37,127,12.34,8.42,-123,1.536,1.081,1.1
5/21/2020,12:44:27 PM,Pond E,,89.99999 °,179.99998 °,734.9,331.2,394,0.19,399.3,256,62,-1,-1,3.12,11.21,0.23,0.37,127,12.35,8.42,-123,1.547,1.089,1.127
5/21/2020,12:44:27 PM,Pond E,,89.99999 °,179.99998 °,734.9,331,393.9,0.19,399.2,256,61.9,-1,-1,3.12,11.21,0.23,0.37,127,12.35,8.42,-123,1.555,1.094,1.142
5/21/2020,12:44:27 PM,Pond E,,89.99999 °,179.99998 °,734.9,330.8,393.8,0.19,399.1,256,61.9,-1,-1,3.11,11.19,0.24,0.37,127.1,12.36,8.42,-123,1.564,1.101,1.156
5/21/2020,12:44:28 PM,Pond E,,89.99999 °,179.99998 °,734.9,330.6,393.7,0.19,399,256,61.9,-1,-1,3.1,11.17,0.24,0.37,127.1,12.37,8.42,-123,1.574,1.108,1.168
5/21/2020,12:44:28 PM,Pond E,,89.99999 °,179.99998 °,734.9,330.4,393.6,0.19,398.9,256,61.9,-1,-1,3.1,11.15,0.24,0.37,127.2,12.38,8.42,-123.1,1.593,1.121,1.192
5/21/2020,12:44:28 PM,Pond E,,89.99999 °,179.99998 °,734.9,330.2,393.5,0.19,398.8,256,61.9,-1,-1,3.09,11.13,0.24,0.37,127.2,12.38,8.42,-123.1,1.603,1.128,1.208
5/21/2020,12:44:28 PM,Pond E,,89.99999 °,179.99998 °,734.9,330.1,393.4,0.19,398.7,256,61.8,-1,-1,1.82,6.52,0.24,0.37,127.3,12.39,8.42,-123.1,1.612,1.135,1.227
5/21/2020,12:44:29 PM,Pond E,,89.99999 °,179.99998 °,734.9,330,393.3,0.19,398.7,256,61.8,-1,-1,1.36,4.86,0.24,0.37,127.3,12.4,8.42,-123.1,1.635,1.15,1.262
5/21/2020,12:44:29 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.7,393.2,0.19,398.5,256,61.8,-1,-1,1.88,6.75,0.24,0.37,127.3,12.4,8.42,-123.1,1.646,1.159,1.272
5/21/2020,12:44:29 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.7,393.2,0.19,398.5,256,61.8,-1,-1,1.88,6.75,0.24,0.37,127.4,12.41,8.42,-123.1,1.657,1.166,1.282
5/21/2020,12:44:29 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.5,393.1,0.19,398.4,256,61.8,-1,-1,2.19,7.88,0.23,0.37,127.4,12.42,8.42,-123.1,1.677,1.181,1.303
5/21/2020,12:44:30 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.4,393,0.19,398.4,255,61.7,-1,-1,2.08,7.46,0.23,0.37,127.4,12.42,8.42,-123.1,1.687,1.187,1.315
5/21/2020,12:44:30 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.3,393,0.19,398.4,255,61.7,-1,-1,2.03,7.27,0.23,0.37,127.5,12.43,8.42,-123.1,1.696,1.194,1.329
5/21/2020,12:44:30 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.2,393,0.19,398.4,255,61.7,-1,-1,1.66,5.96,0.23,0.37,127.5,12.43,8.42,-123,1.716,1.208,1.363
5/21/2020,12:44:30 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.1,393.1,0.19,398.4,255,61.7,-1,-1,1.28,4.58,0.23,0.37,127.5,12.44,8.42,-123,1.726,1.215,1.379
5/21/2020,12:44:31 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.1,393.1,0.19,398.5,256,61.6,-1,-1,1.14,4.09,0.23,0.37,127.6,12.45,8.28,-115.1,1.737,1.222,1.392
5/21/2020,12:44:31 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.1,393.1,0.19,398.5,256,61.6,-1,-1,1.26,4.52,0.23,0.37,127.6,12.45,8.26,-114.1,1.747,1.229,1.405
5/21/2020,12:44:31 PM,Pond E,,89.99999 °,179.99998 °,734.9,329,393.2,0.19,398.6,256,61.6,-1,-1,1.38,4.95,0.23,0.36,127.6,12.46,8.24,-113.2,1.767,1.243,1.435
5/21/2020,12:44:31 PM,Pond E,,89.99999 °,179.99998 °,734.9,329,393.3,0.19,398.6,256,61.6,-1,-1,1.23,4.42,0.23,0.37,127.7,12.46,8.23,-112.3,1.777,1.251,1.452
5/21/2020,12:44:32 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.1,393.5,0.19,398.9,256,61.6,-1,-1,1.23,4.42,0.22,0.36,127.7,12.47,8.21,-111.2,1.787,1.258,1.47
5/21/2020,12:44:32 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.1,393.5,0.19,398.9,256,61.6,-1,-1,1.23,4.42,0.23,0.36,127.7,12.47,8.2,-110.9,1.809,1.273,1.507
5/21/2020,12:44:32 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.2,393.7,0.19,399.1,256,61.6,-1,-1,1.23,4.42,0.23,0.37,127.7,12.47,8.2,-110.5,1.82,1.281,1.527
5/21/2020,12:44:32 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.3,393.9,0.19,399.3,256,61.6,-1,-1,1.23,4.42,0.22,0.36,127.7,12.47,8.19,-110.3,1.831,1.288,1.542
5/21/2020,12:44:33 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.5,394.2,0.19,399.6,256,61.5,-1,-1,1.28,4.57,0.22,0.36,127.7,12.48,8.18,-109.5,1.853,1.304,1.56
5/21/2020,12:44:33 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.5,394.2,0.19,399.6,256,61.5,-1,-1,1.32,4.73,0.22,0.36,127.7,12.48,8.17,-109.2,1.863,1.311,1.567
5/21/2020,12:44:33 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.6,394.4,0.19,399.8,256,61.5,-1,-1,1.41,5.04,0.22,0.36,127.7,12.48,8.17,-108.9,1.873,1.318,1.572
5/21/2020,12:44:33 PM,Pond E,,89.99999 °,179.99998 °,734.9,329.7,394.6,0.19,400,257,61.5,-1,-1,1.45,5.18,0.23,0.37,127.6,12.48,8.16,-108.7,1.892,1.332,1.584
5/21/2020,12:48:55 PM,Pond F,,89.99999 °,179.99998 °,735,311.4,366.4,0.18,371.1,238,62.9,-1.1,-1.1,0.65,2.32,-0.18,0.13,131,12.61,8.58,-132.3,-0.031,-0.022,-0.006
5/21/2020,12:48:55 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.4,0.18,371.1,238,62.9,-1.1,-1.1,0.65,2.32,-0.18,0.13,131,12.61,8.58,-132.3,-0.031,-0.022,-0.006
5/21/2020,12:48:55 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.4,0.18,371.1,238,62.9,-1.1,-1.1,0.66,2.33,-0.19,0.13,131,12.61,8.58,-132.3,-0.03,-0.021,-0.005
5/21/2020,12:48:55 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.4,0.18,371.1,238,62.9,-1.1,-1.1,0.65,2.3,-0.19,0.13,131,12.61,8.58,-132.3,-0.03,-0.021,-0.005
5/21/2020,12:48:56 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.4,0.18,371.1,238,62.9,-1.1,-1.1,0.64,2.28,-0.19,0.12,131.1,12.62,8.58,-132.3,-0.029,-0.021,-0.007
5/21/2020,12:48:56 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.4,0.18,371.1,238,62.9,-1.1,-1.1,0.64,2.29,-0.19,0.13,131.1,12.62,8.58,-132.3,-0.029,-0.021,-0.008
5/21/2020,12:48:56 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.4,0.18,371.1,238,62.9,-1.1,-1.1,0.65,2.29,-0.19,0.13,131.1,12.62,8.58,-132.3,-0.029,-0.021,-0.009
5/21/2020,12:48:56 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.4,0.18,371.1,238,62.9,-1.1,-1.1,0.65,2.29,-0.19,0.13,131.1,12.62,8.58,-132.3,-0.028,-0.02,-0.002
5/21/2020,12:48:57 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.3,0.18,371.1,238,62.9,-1.1,-1.1,0.64,2.28,-0.19,0.13,131.1,12.62,8.58,-132.3,-0.028,-0.02,0.004
5/21/2020,12:48:57 PM,Pond F,,89.99999 °,179.99998 °,735,311.4,366.3,0.18,371,238,62.9,-1.1,-1.1,0.64,2.27,-0.19,0.13,131.2,12.62,8.58,-132.3,-0.027,-0.019,0.008
5/21/2020,12:48:57 PM,Pond F,,89.99999 °,179.99998 °,735,311.4,366.3,0.18,371,238,62.9,-1.1,-1.1,0.63,2.25,-0.19,0.13,131.2,12.63,8.58,-132.3,-0.027,-0.019,0.012
5/21/2020,12:48:57 PM,Pond F,,89.99999 °,179.99998 °,735,311.4,366.3,0.18,371,238,62.9,-1.1,-1.1,0.63,2.24,-0.19,0.13,131.2,12.63,8.58,-132.3,-0.026,-0.018,0.041
5/21/2020,12:48:58 PM,Pond F,,89.99999 °,179.99998 °,735,311.4,366.3,0.18,371,238,62.9,-1.1,-1.1,0.64,2.26,-0.19,0.13,131.2,12.63,8.58,-132.3,-0.024,-0.017,0.051
5/21/2020,12:48:58 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.3,0.18,371,238,62.9,-1.1,-1.1,0.63,2.25,-0.19,0.12,131.2,12.63,8.58,-132.3,-0.023,-0.016,0.063
5/21/2020,12:48:58 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.3,0.18,371,238,62.9,-1.1,-1.1,0.64,2.26,-0.2,0.12,131.2,12.63,8.58,-132.3,-0.02,-0.014,0.095
5/21/2020,12:48:58 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.3,0.18,371,238,62.9,-1.1,-1.1,0.64,2.26,-0.2,0.12,131.2,12.63,8.58,-132.3,-0.018,-0.012,0.118
5/21/2020,12:48:59 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.4,366.3,0.18,371,238,62.9,-1.1,-1.1,0.63,2.24,-0.19,0.13,131.2,12.63,8.58,-132.3,-0.015,-0.011,0.141
5/21/2020,12:48:59 PM,Pond F,,89.99999 °,179.99998 °,735,311.3,366.3,0.18,371,238,62.9,-1.1,-1.1,0.63,2.24,-0.19,0.13,131.2,12.63,8.58,-132.3,-0.01,-0.007,0.178
5/21/2020,12:48:59 PM,Pond F,,89.99999 °,179.99998 °,735,311.3,366.3,0.18,371,238,62.9,-1.1,-1.1,0.63,2.22,-0.19,0.13,131.3,12.63,8.58,-132.3,-0.006,-0.004,0.194
5/21/2020,12:48:59 PM,Pond F,,89.99999 °,179.99998 °,735,311.3,366.3,0.18,371,238,62.9,-1.1,-1.1,0.63,2.22,-0.19,0.13,131.3,12.64,8.58,-132.3,-0.003,-0.002,0.207
5/21/2020,12:49:00 PM,Pond F,,89.99999 °,179.99998 °,735,311.3,366.3,0.18,371,238,62.9,-1.1,-1.1,0.63,2.22,-0.19,0.13,131.3,12.64,8.58,-132.3,0,0,0.223
5/21/2020,12:49:00 PM,Pond F,,89.99999 °,179.99998 °,735,311.3,366.3,0.18,371,238,62.8,-1.1,-1.1,0.63,2.22,-0.19,0.13,131.3,12.64,8.58,-132.3,0.007,0.005,0.252
5/21/2020,12:49:00 PM,Pond F,,89.99999 °,179.99998 °,735,311.2,366.3,0.18,371,238,62.8,-1.1,-1.1,0.63,2.23,-0.19,0.13,131.3,12.64,8.58,-132.3,0.011,0.008,0.262
5/21/2020,12:49:00 PM,Pond F,,89.99999 °,179.99998 °,735,311.2,366.3,0.18,371,238,62.8,-1.1,-1.1,0.63,2.22,-0.19,0.13,131.3,12.64,8.58,-132.3,0.015,0.011,0.273
5/21/2020,12:49:01 PM,Pond F,,89.99999 °,179.99998 °,735,311.2,366.3,0.18,371.1,238,62.8,-1.1,-1.1,0.63,2.22,-0.19,0.13,131.2,12.64,8.58,-132.3,0.023,0.016,0.304
