pond_id,treatment,date,doy,period,period2,week,ch4_flux,co2_flux,n2o_flux,ch4_lake,n2o_lake,co2_lake,GPP,R,NEP,tn,tp,nox,srp,temp,do_sat,do,ph,chla,cond,sp_cond,phyco,salinity,bottom_temp,bottom_do_sat,bottom_do,bottom_ph,bottom_chla,bottom_cond,bottom_sp_cond,bottom_phyco,bottom_salinity,wind_speed,wind_U10,DEA,methanogenesis,alkalinity,doc_ppb,np_ratio,doc_ppm
A,pulsed,2020-05-29,150,BASE,BASE,1,2.1928140853361775,-8.891714220148854,0.0017749162050009842,3.783257744418055,0.0109905834085966,0.8073185185914258,NA,NA,NA,0.069543,40.5,0.051769,0,20.37646198657895,159.56315789473683,14.388684210526316,8.786052631578947,5.0575,248.8921052631579,272.99078947368423,-0.11157894736842106,0.13,15.40833333275,44.060625,4.39475,6.968624999999999,41.323375,429.405,525.82875,1.2636249999999998,0.2558125,0.954375,1.0878465207248,NA,NA,NA,7019.775,3.7982237776666743,7.019774999999999
A,pulsed,2020-05-29,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.22,7019.775,NA,7.019774999999999
A,pulsed,2020-05-30,151,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,2.744269895134504,-8.166690501186174,-5.42242060605167,NA,NA,NA,NA,20.70495495364865,167.54594594594596,15.01,8.92662162162162,8.169054054054055,259.7891891891892,282.9662162162162,0.0058108108108108104,0.13054054054054054,16.1510416665625,36.59583333333333,3.5896875,7.043333333333333,28.263437500000002,455.76458333333335,548.3520833333333,0.9614583333333333,0.26593750000000005,0.4510416666666667,0.5141208725975097,NA,NA,NA,NA,NA,NA
A,pulsed,2020-05-31,152,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.74054373595745,160.8712765957447,14.40468085106383,8.727553191489362,5.568297872340425,256.918085106383,279.6914893617021,-0.07542553191489362,0.13106382978723405,15.83012820423077,47.13461538461539,4.657884615384615,6.8713461538461535,42.86307692307692,461.27307692307693,559.1288461538462,1.6119230769230768,0.2709615384615385,0.6295833333333334,0.7176319986095494,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-01,153,BASE,BASE,2,5.962569155681381,-10.465913016494262,8.97297302517703e-4,9.07721660029951,0.008783855285879936,0.6040598448775694,2.030873308798326,-0.5385080749977995,1.4923652338005267,0.19521,234.45,0,0,19.919753084444444,149.14444444444445,13.573055555555555,8.760833333333332,3.865277777777778,252.94444444444446,280.1388888888889,-0.23083333333333333,0.13,17.519360269141416,81.0060606060606,7.7260606060606065,7.095757575757576,51.93681818181818,404.73383838383836,472.2353535353535,0.6024747474747475,0.22883838383838384,1.5616666666666668,1.7800693122359967,1.645937249083833e-4,0.007714654073402031,NA,7329.775,1.841763976003359,7.329775
A,pulsed,2020-06-01,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.64,7329.775,NA,7.329775
A,pulsed,2020-06-02,154,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,1.8813314124350051,-1.1727836132473513,0.7085477991876539,NA,NA,NA,NA,21.9488888886,136.102,11.9016,8.4294,2.0622,260.058,276.144,-0.1968,0.13,17.412927351153847,90.46538461538461,8.642519230769231,6.750615384615385,85.0855,434.0592307692308,507.7990384615385,1.9689999999999999,0.2455,1.4364583333333334,1.6373503078798288,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-03,155,BASE,BASE,2,4.860224690147571,-7.560088917738665,0.0011639289782611388,8.234619049382548,0.008380958813090353,0.7111295718828193,1.0796233455675115,-0.9303092391475274,0.1493141064199841,0.19158,23.75,0.08038,0,23.92877492948718,127.88205128205128,10.773461538461538,8.54525641025641,2.6637179487179488,270.00128205128203,275.6551282051282,-0.09064102564102565,0.13025641025641027,18.064644609430147,107.67683823529413,10.165183823529413,7.051452205882352,109.21873161764705,429.1016544117647,494.64283088235294,2.897518382352941,0.24033088235294117,0.5972916666666667,0.6808242687007207,NA,NA,NA,16029.775,17.84303406899507,16.029775
A,pulsed,2020-06-03,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.32,16029.775,NA,16.029775
A,pulsed,2020-06-04,156,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,2.2876524295178884,-1.412914582262896,0.8747378472549925,NA,NA,NA,NA,24.87912912662162,131.33513513513515,10.866891891891893,8.232162162162162,2.893918918918919,290.9662162162162,291.61486486486484,-0.21513513513513513,0.14,18.823464912845395,82.00756578947369,7.6147532894736845,6.821036184210526,88.9570394736842,430.24358552631577,487.76940789473684,1.860921052631579,0.23526315789473684,0.3770833333333333,0.42981929764503124,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-05,157,BASE,BASE,2,15.457174229679339,-7.570145062498775,5.841493745864736e-4,25.621553667241592,0.007031797834893898,1.4676011638364033,2.8494034017925953,-3.4472738715679454,-0.5978704697753501,0.307475,30.2,0.0336375,0,25.664021164603174,120.85,9.858253968253969,8.372063492063493,2.4776190476190476,299.1984126984127,295.4579365079365,-0.26206349206349205,0.14,19.277777777666664,106.88,9.810666666666666,7.145,81.619,437.9866666666667,491.5633333333333,1.0766666666666667,0.239,0.5764583333333333,0.6570773461788958,NA,NA,NA,7919.775,22.520862393461965,7.919775
A,pulsed,2020-06-05,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.32,7919.775,NA,7.919775
A,pulsed,2020-06-06,158,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.539393942545452,120.6290909090909,9.861454545454546,8.505272727272727,1.5765454545454545,306.4709090909091,303.3363636363636,-0.3185454545454546,0.14,19.605587120994315,93.7590909090909,8.544857954545455,7.4203125,102.68338068181819,450.1775568181818,502.50568181818176,1.1567613636363636,0.2431534090909091,0.839375,0.9567635084043264,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-07,159,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,2.6023106213420926,-0.516024447217265,2.0862861741248278,NA,NA,NA,NA,24.760536399310347,108.9,9.028620689655172,8.762758620689654,1.4327586206896552,304.6844827586207,306.0603448275862,-0.28051724137931033,0.14620689655172414,19.67040598272436,86.40865384615384,7.88900641025641,7.8753205128205135,96.45054487179488,457.4971153846154,509.42467948717945,1.3091666666666666,0.24554487179487178,1.4260416666666667,1.6254768466189164,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-08,160,BASE,BASE,3,19.757235971037943,-7.587041459751488,-3.5912982449011916e-4,31.053110044236035,0.005324614972492318,1.8863287385101528,3.5366087444522414,-3.2122986219871974,0.324310122465044,0.30486,28.3,0.160735,0,25.18964076819549,108.71203007518797,8.944812030075187,8.691954887218046,1.8142105263157895,302.19172932330827,301.05563909774435,-0.22428571428571428,0.14,18.90509259125,63.94166666666667,5.916666666666666,7.455,193.815,514.8874999999999,582.7791666666667,3.377083333333333,0.28500000000000003,1.0583333333333333,1.2063436641087064,2.0060138650844476e-4,0.0020351539644490216,NA,8249.775,23.828470101706518,8.249775
A,pulsed,2020-06-08,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.78,8249.775,NA,8.249775
A,pulsed,2020-06-09,161,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,0.7151652655895847,-3.391266662129543,-2.6761013965399583,NA,NA,NA,NA,25.07597341076923,97.34102564102564,8.026752136752137,8.641111111111112,1.9845299145299145,304.95213675213677,304.52307692307693,-0.2594871794871795,0.14,20.14444444375,68.9275,6.22425,7.55675,171.93325,486.84749999999997,536.735,4.1395,0.26075000000000004,0.24083333333333334,0.27451442435229617,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-10,162,BASE,BASE,3,40.641714820399,-1.283159668135588,-0.002219423996587342,49.40219069356919,0.003389352954667834,13.07942801733047,3.251898803046783,-6.081712544467866,-2.829813741421083,0.269645,31.85,0.05775,0,23.060657600306122,61.4,5.255918367346939,8.081326530612245,2.2968367346938776,304.00714285714287,315.6275510204082,-0.2464285714285714,0.15,20.66121031723214,19.666964285714286,1.760892857142857,7.140089285714286,211.61669642857143,469.3044642857143,511.6526785714286,6.787142857142857,0.24714285714285714,2.12875,2.426460543280071,NA,NA,NA,8249.775,18.726865214942595,8.249775
A,pulsed,2020-06-10,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.84,8249.775,NA,8.249775
A,pulsed,2020-06-11,163,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,3.3867394468352257,-6.842907276633875,-3.4561678297986496,NA,NA,NA,NA,22.041203706999998,57.090833333333336,4.982916666666666,8.12,2.08075,307.49,325.86583333333334,-0.21691666666666667,0.15516666666666667,19.8650000015,40.315,3.6567,7.2744,232.946,529.929,588.684,8.218399999999999,0.28600000000000003,0.954375,1.0878465207248,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-12,164,BASE,BASE,3,37.80802157081324,-1.3350975614996754,-7.334647466046973e-4,73.57758806308202,0.0058773949249407995,14.469688368998336,4.816639331983962,-5.919454296359771,-1.102814964375809,0.226775,37.65,0.1974,0.25,22.313131313051947,71.63116883116884,6.220389610389611,8.175974025974027,2.3835064935064936,309.674025974026,326.43896103896105,-0.23467532467532468,0.16,20.621527777125003,47.526875000000004,4.23975,7.401,99.34268750000001,470.951875,513.51375,5.156125,0.2491875,0.08333333333333333,0.09498769008729972,NA,NA,NA,8539.775,13.323316499969222,8.539774999999999
A,pulsed,2020-06-12,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.3,8539.775,NA,8.539774999999999
A,pulsed,2020-06-13,165,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.107526882903226,89.01129032258065,7.612903225806452,8.587903225806452,3.184032258064516,305.4274193548387,316.89516129032256,-0.24241935483870966,0.15,19.903594770294117,40.04558823529412,3.6341176470588237,7.653382352941176,143.87,507.0161764705882,561.7279411764706,5.851176470588236,0.2738235294117647,1.00625,1.146976357804144,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-14,166,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,2.839588921997839,-4.125739296173868,-1.286150374176029,NA,NA,NA,NA,22.01234568,77.04629629629629,6.728703703703704,8.263518518518518,2.527037037037037,311.3814814814815,330.24074074074076,-0.2301851851851852,0.16,21.028758170264705,59.86911764705883,5.314470588235294,7.647058823529411,253.44082352941177,432.57705882352946,467.9808823529412,8.216558823529411,0.22647058823529412,2.0247916666666668,2.307963399896165,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-15,167,BASE,BASE,4,55.119810807278874,-0.4853472867615955,-0.0028706350612365053,85.18723002198205,0.0029908726750241875,15.443590908830949,0.950986143237468,-3.548171167493325,-2.597185024255857,0.25586,42.5,0.180085,4.2,21.576388891249998,76.98571428571428,6.7805357142857146,8.73,3.6435714285714287,311.2232142857143,332.99285714285713,-0.15517857142857142,0.16,21.40783475646154,65.31384615384616,5.767538461538461,8.270307692307693,173.34402564102564,373.7253846153846,401.2323076923077,8.198256410256409,0.19217948717948719,1.5829166666666665,1.804291173208258,NA,NA,NA,9069.775,13.316669313536426,9.069775
A,pulsed,2020-06-15,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.24,9069.775,NA,9.069775
A,pulsed,2020-06-16,168,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.976911975064937,87.74545454545455,7.668181818181818,10.284155844155844,4.178441558441558,305.8935064935065,324.6064935064935,-0.1442857142857143,0.15,21.067934782510868,47.62434782608696,4.230239130434782,9.67720652173913,192.32108695652175,402.2791304347826,435.0755434782609,7.859608695652174,0.20902173913043479,1.153125,1.3143921615830099,1.2052055984970713e-4,0.0061450579021510516,NA,NA,NA,NA
A,pulsed,2020-06-17,169,BASE,BASE,4,30.428159471694862,-6.380767119140686,-0.0024301725617455294,50.36729376461878,0.003108723108183459,4.4605395088903155,1.4999448966799016,-3.3156094508625737,-1.8156645541826721,0.42235,NA,0.20842,1.65,22.117676767636365,86.44272727272727,7.536272727272728,9.475909090909092,3.845090909090909,307.49454545454546,325.4827272727273,-0.2409090909090909,0.15518181818181817,21.12411616165909,43.97818181818182,3.9005,8.995568181818182,200.2081818181818,381.8263636363637,412.5006818181818,7.345863636363637,0.19795454545454544,1.0472916666666665,1.1937577951721392,NA,NA,NA,9089.775,NA,9.089775
A,pulsed,2020-06-17,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.29,9089.775,NA,9.089775
A,pulsed,2020-06-18,170,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.698830409473683,89.20263157894736,7.687631578947368,8.41,4.090394736842105,307.00921052631577,321.0921052631579,-0.19631578947368422,0.15,21.464814815333334,48.58,4.281666666666666,7.814333333333334,167.301,365.48333333333335,391.98333333333335,7.590666666666666,0.18833333333333335,0.826875,0.9425153548912314,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-19,171,BASE,BASE,4,6.226332874170669,-6.267342867196902,-3.976929257790219e-4,11.436155286515705,0.006188519378117873,3.4444453191974063,NA,NA,NA,0.212545,40.2,0.001047,1.6,23.430711609325844,83.76179775280899,7.119325842696629,8.521011235955056,8.281685393258426,304.7123595505618,314.0988764044944,-0.1102247191011236,0.15,20.588927466527778,31.94965277777778,2.861597222222222,7.9475694444444445,208.0603125,372.778125,407.12638888888887,7.871527777777779,0.19475694444444444,0.36625,0.41747089793368225,NA,NA,NA,9729.775,11.695182131624573,9.729775
A,pulsed,2020-06-19,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.89,9729.775,NA,9.729775
A,pulsed,2020-06-20,172,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,0.18392018028222681,-3.2170382835209375,-3.0331181032387105,NA,NA,NA,NA,23.620039684464285,73.18035714285715,6.19875,9.196964285714285,18.399107142857144,307.87142857142857,316.225,-0.05732142857142857,0.15,19.965740740833333,24.96,2.2558333333333334,8.805166666666667,166.084,441.82,488.1933333333333,5.8675,0.23583333333333334,0.25145833333333334,0.2866253548384269,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-21,173,BASE,BASE,5,4.925031281879806,-6.764400103091881,-0.0010200737074507816,8.842766063737466,0.005035849581760822,2.041837673308966,NA,NA,NA,NA,NA,NA,NA,23.993177388421053,77.0421052631579,6.477894736842106,9.297368421052632,7.94140350877193,311.2368421052632,317.340350877193,-0.21175438596491228,0.15,19.965428744565216,26.317934782608695,2.388288043478261,8.807391304347826,58.487065217391304,555.3073369565218,614.3673913043478,2.6307608695652176,0.29872282608695655,0.3770833333333333,0.42981929764503124,1.0175373274953477e-4,0.0010476588731128536,NA,NA,NA,NA
A,pulsed,2020-06-21,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.25,NA,NA,NA
A,pulsed,2020-06-22,174,BASE,BASE,5,8.586678286228903,-3.2969034312382544,-0.002050236873901227,15.253548229484654,0.003468192475187927,9.993598696257612,0.39019823990002633,-1.0053009366778352,-0.6151026967778088,0.13582,37.4,0.131715,0,23.720797718717947,59.85128205128205,5.062307692307693,8.609743589743589,6.818717948717949,314.2846153846154,322.2230769230769,-0.24384615384615385,0.15,20.74675925933333,25.925833333333333,2.3166666666666664,8.307083333333335,314.85175,407.515,443.5575,12.088916666666666,0.21466666666666667,0.41874999999999996,0.4773131426886811,NA,NA,NA,38429.775,8.03293538620427,38.429775
A,pulsed,2020-06-22,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.69,38429.775,NA,38.429775
A,pulsed,2020-06-23,175,BASE,BASE,5,21.955610552093056,26.268657222349272,-0.0017918083770986993,41.00872010857661,0.004078247239762063,63.911199624722954,5.455921551828918,-8.0303754909833,-2.574453939154382,0.27924,41.6,0.070822,1.3,21.981981982027026,40.75135135135135,3.5614864864864866,9.066351351351353,5.505945945945946,306.35,325.0918918918919,-0.21202702702702703,0.1545945945945946,20.797758283320803,23.95889724310777,2.1367293233082707,8.955100250626566,216.05309523809524,368.05576441102755,400.79586466165415,8.338809523809523,0.19186716791979952,0.45166666666666666,0.5148332802731646,NA,NA,NA,16529.775,14.84794836083137,16.529775
A,pulsed,2020-06-23,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.44,16529.775,NA,16.529775
A,pulsed,2020-06-24,176,PULSE1,PULSE1,5,17.544071002889062,11.794503032647226,-0.0017459088020008139,33.94335813214631,0.004398206009175198,38.82613026660959,2.5377987505683923,-5.0980855658716475,-2.560286815303255,0.29057500000000003,48.95,0.244595,5.9,21.78626543111111,43.298611111111114,3.7979166666666666,9.560972222222222,5.829444444444444,304.5805555555556,324.5027777777778,-0.22180555555555556,0.15194444444444444,20.74228395074074,21.102777777777778,1.8835185185185184,9.478240740740741,185.81314814814814,396.7833333333333,432.20092592592596,5.826388888888889,0.20722222222222222,0.24041666666666667,0.27403948590185967,NA,NA,NA,27329.775,13.130694589960342,27.329775
A,pulsed,2020-06-24,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.97,27329.775,NA,27.329775
A,pulsed,2020-06-25,177,PULSE1,PULSE1,5,9.40865770413871,4.232582931008475,-0.001684008478490083,17.897224746843666,0.004045384136998254,23.0880534316435,2.7046638924175617,-2.5886344108719457,0.11602948154561599,0.424785,42.25,0,0.25,22.285046727570094,50.43644859813084,4.381121495327103,11.183644859813084,9.367663551401868,305.69158878504675,322.38878504672897,-0.16953271028037384,0.15,20.96421306938215,25.384553775743708,2.2592906178489702,11.05521739130435,175.2312013729977,363.89061784897024,394.2877574370709,6.464393592677346,0.18901601830663617,0.28291666666666665,0.32248320784638257,NA,NA,NA,16629.775,22.239479005937447,16.629775000000002
A,pulsed,2020-06-25,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.89,16629.775,NA,16.629775000000002
A,pulsed,2020-06-26,178,PULSE1,PULSE1,5,3.367770631922619,-1.2002361854721104,-0.0013227736128973244,6.376673904639035,0.004733732932229801,12.484537455787317,0.2969256525708792,-4.492811702619067,-4.195886050048188,0.17579,27.95,0,0.85,23.502136751923075,40.08076923076923,3.4025,12.508653846153846,14.113076923076923,312.21153846153845,321.4076923076923,-0.08153846153846155,0.15038461538461537,21.31533963188259,19.69514170040486,1.741012145748988,12.494514170040485,123.78902834008097,374.07813765182186,402.4437246963563,4.941336032388664,0.19323886639676113,0.10416666666666667,0.11873461260912464,NA,NA,NA,16929.775,13.91215807610982,16.929775000000003
A,pulsed,2020-06-26,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.4,16929.775,NA,16.929775000000003
A,pulsed,2020-06-27,179,PULSE1,PULSE1,5,3.1621100427178668,4.738757765232821,-0.001472925172447591,5.889860450787139,0.004146080224254028,22.79698728182598,2.2884885466199987,-6.177617349267731,-3.889128802647732,NA,NA,NA,NA,24.226788432054793,31.05068493150685,2.5993150684931505,14.395753424657535,10.500821917808219,323.4109589041096,328.23835616438356,-0.07863013698630138,0.16,20.094047619642858,25.944285714285712,2.3385,14.6695,104.7415,438.06142857142856,482.64785714285716,5.282785714285715,0.23299999999999998,0.10416666666666667,0.11873461260912464,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-27,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.24,NA,NA,NA
