pond_id,treatment,doy,period,week,ch4_flux,co2_flux,n2o_flux,ch4_lake,n2o_lake,co2_lake,GPP,R,NEP,tp,srp,tn,nox,nhx,bottom_do,bottom_do_sat,temp,chla,wind_speed,wind_U10,DEA,methanogenesis,buoy_freq
A,pulsed,158,BASE,NA,NA,NA,NA,NA,NA,NA,2.518378018331564,-1.8973346596117193,0.6210433587198447,NA,NA,NA,NA,NA,8.989905303030303,102.80606060606061,25.510954616588418,1.8191549295774647,0.839375,0.9567635084043264,NA,NA,0.13863690608889334
A,pulsed,159,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.269337606837606,93.93910256410257,24.745238095238093,1.5405714285714285,1.4260416666666667,1.6254768466189164,NA,NA,0.13275938352934386
A,pulsed,160,BASE,3,19.768954734372617,-7.585579080533166,-3.595995866298829e-4,31.04875272214595,0.005318790912521878,1.8850112881641976,7.685569500709811,-8.490220482568951,-0.8046509818591403,28.3,0,0.30486,0.160735,NA,6.284836601307189,69.36503267973856,25.166666666666668,1.9748823529411765,1.0583333333333333,1.2063436641087064,2.0060138650844476e-4,0.0020351539644490216,0.13733812843747875
A,pulsed,161,BASE,NA,NA,NA,NA,NA,NA,NA,1.4151706066717142,-4.4478720812976444,-3.03270147462593,NA,NA,NA,NA,NA,6.8294999999999995,78.41833333333334,25.08351976137211,1.9702013422818792,0.24083333333333334,0.27451442435229617,NA,NA,0.12402956042800317
A,pulsed,162,BASE,3,40.63784709432273,-1.283140260902124,-0.0022192530704379645,49.40329262270407,0.0033901021126472694,13.081316280460083,5.180048451383364,-8.371012620395856,-3.190964169012492,31.85,0,0.269645,0.05775,0.056,1.9489285714285713,21.892261904761906,23.071236559139784,2.288548387096774,2.12875,2.426460543280071,NA,NA,0.09216789877093129
A,pulsed,163,BASE,NA,NA,NA,NA,NA,NA,NA,0.4959153734268342,-5.756023199249651,-5.260107825822817,NA,NA,NA,NA,NA,4.152042424242424,46.52818181818182,22.029350104821802,2.090440251572327,0.954375,1.0878465207248,NA,NA,0.07867292528197334
A,pulsed,164,BASE,3,37.823329878554446,-1.3351897565419182,-7.338202365438756e-4,73.57064753992385,0.005872894673720196,14.460703551780561,NA,NA,NA,37.65,0.25,0.226775,0.1974,NA,4.39728431372549,49.57674019607843,22.301767676767675,2.4320454545454546,0.08333333333333333,0.09498769008729972,NA,NA,0.0738031510160678
A,pulsed,165,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.082139037433155,57.80311942959001,23.08888888888889,3.8442666666666665,1.00625,1.146976357804144,NA,NA,0.08805156926753094
A,pulsed,166,BASE,NA,NA,NA,NA,NA,NA,NA,4.981026879411608,-8.256024456735105,-3.2749975773234965,NA,NA,NA,NA,NA,5.8225042016806725,66.03417366946779,21.98968253968254,2.705714285714286,2.0247916666666668,2.307963399896165,NA,NA,0.07755532582661288
A,pulsed,167,BASE,4,55.14757345485172,-0.4853905517306942,-0.0028716569164379314,85.17729713540372,0.002986715087749013,15.432175108367037,3.6277931914870747,-7.70335801589283,-4.075564824405755,42.5,4.2,0.25586,0.180085,NA,6.118200244200244,69.36161172161172,21.57111111111111,3.6612,1.5829166666666665,1.804291173208258,NA,NA,0.07303610741382842
A,pulsed,168,BASE,NA,NA,NA,NA,NA,NA,NA,0.5884083473200236,-1.9375101034618702,-1.3491017561418466,NA,NA,NA,NA,NA,5.390159420289855,61.18289855072464,21.970760233918128,4.419789473684211,1.153125,1.3143921615830099,1.2052055984970713e-4,0.0061450579021510516,0.07899592975436615
A,pulsed,169,BASE,4,30.428295946066886,-6.380766608753496,-0.002430180477855386,50.36724119213663,0.003108686147282263,4.460499127640845,0.12505548956031828,-1.4208680471364548,-1.2958125575761366,NA,1.65,0.42235,0.20842,0,5.150333333333333,58.61878787878788,22.10655058043118,4.148507462686567,1.0472916666666665,1.1937577951721392,NA,NA,0.09545608685397047
A,pulsed,170,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.414444444444444,62.12,22.69210174029451,4.2779518072289155,0.826875,0.9425153548912314,NA,NA,0.10147921882876092
A,pulsed,171,BASE,4,6.2329481418306925,-6.266350477836605,-3.984955686706177e-4,11.43329179985413,0.006176521630380901,3.4376076476312085,NA,NA,NA,40.2,1.6,0.212545,0.001047,NA,4.392731481481482,50.57199074074074,23.388379204892964,8.155504587155963,0.36625,0.41747089793368225,NA,NA,0.10147921882876092
A,pulsed,172,BASE,NA,NA,NA,NA,NA,NA,NA,1.821333055601114,-7.896632670486743,-6.075299614885629,NA,NA,NA,NA,NA,2.332222222222222,26.048333333333332,23.569629629629627,27.935466666666667,0.25145833333333334,0.2866253548384269,NA,NA,0.1052630092540656
A,pulsed,173,BASE,5,4.933073030162913,-6.760768820269336,-0.0010218433841931867,8.839307535648723,0.005019198621909598,2.0380040247272158,NA,NA,NA,NA,NA,NA,NA,NA,3.9055253623188406,45.16195652173913,23.945299145299145,9.47523076923077,0.3770833333333333,0.42981929764503124,1.0175373274953477e-4,0.0010476588731128536,0.1094079075153175
A,pulsed,174,BASE,5,8.586904095319797,-3.296914453374166,-0.002050278749390762,15.253452966610501,0.003467960903336577,9.99314996934045,NA,NA,NA,37.4,0,0.13582,0.131715,NA,3.2533333333333334,37.48388888888889,23.71064814814815,7.509375,0.41874999999999996,0.4773131426886811,NA,NA,0.11012466624627278
A,pulsed,175,BASE,5,21.97879675597772,26.274406678508523,-0.0017932962446154629,40.99862985868447,0.004068340842749273,63.83700748786889,6.662820207104813,-9.740213309290574,-3.077393102185761,41.6,1.3,0.27924,0.070822,NA,2.684486215538847,30.41843149540518,21.969934640522876,6.08564705882353,0.45166666666666666,0.5148332802731646,NA,NA,0.08507131930812795
A,pulsed,176,PULSE1,5,17.554580824678403,11.795944141999161,-0.001746739880240778,33.938622958255884,0.0043922614539813045,38.79860811892733,2.420007265718801,-6.932577255146756,-4.512569989427956,48.95,5.9,0.29057500000000003,0.244595,0,2.5828218694885363,29.216137566137565,21.775223499361427,5.699655172413793,0.24041666666666667,0.27403948590185967,NA,NA,0.08073771721418888
A,pulsed,177,PULSE1,5,9.415664026331521,4.2331852516764314,-0.0016850093488717513,17.894091871960633,0.004038476269997466,23.06566566530288,3.1692521492128005,-4.192412792900541,-1.0231606436877403,42.25,0.25,0.424785,0,NA,3.0568604118993137,34.789702517162475,22.269958847736625,11.97162962962963,0.28291666666666665,0.32248320784638257,NA,NA,0.08487578069510167
A,pulsed,178,PULSE1,5,3.3771818014886787,-1.200702111252766,-0.0013261676178733506,6.372377122466212,0.004705446688729716,12.43057849816958,0.2796093071879825,-4.271586655010229,-3.991977347822247,27.95,0.85,0.17579,0,NA,1.8640080971659918,21.14596748280959,23.36634460547504,16.900289855072465,0.10416666666666667,0.11873461260912464,NA,NA,0.08922402803238479
A,pulsed,179,PULSE1,5,3.168645649113369,4.7405196441299475,-0.0014755962145853341,5.88690695829863,0.004126709298888009,22.73546739971613,9.830231790056825,-21.54021306684784,-11.709981276791016,NA,NA,NA,NA,NA,2.462939393939394,27.608311688311687,24.16937669376694,12.157682926829269,0.10416666666666667,0.11873461260912464,NA,NA,0.09722674369681944
A,pulsed,180,PULSE1,6,3.3537700235003256,8.41598476523921,-0.002114923035207387,5.754449417938403,0.003291823700865198,27.877582807249812,NA,NA,NA,NA,NA,NA,NA,NA,2.4115925925925925,27.978148148148147,24.474747474747474,13.082727272727272,0.5343749999999999,0.6091085626848094,1.5891624158047063e-4,0.0010776222423649405,0.10553937840059016
A,pulsed,181,PULSE1,6,2.7617769116647017,6.503484552215179,-0.001946892361332411,4.84855061033019,0.002942113515909741,24.567523607590257,NA,NA,NA,50.65,0,0.30243,0.06865,NA,2.053857142857143,23.886666666666667,24.906525573192237,17.184126984126983,0.3875,0.4416927589059437,NA,NA,0.10959995665408456
A,pulsed,182,PULSE1,6,2.4434953206786143,9.417962284726991,-0.002132777719579126,4.075814192646441,0.0027569921022702767,29.815203235278254,NA,NA,NA,NA,NA,NA,NA,NA,1.3874353832442068,16.34313725490196,25.17690058479532,13.466315789473684,0.701875,0.8000338197602819,NA,NA,0.10988645793763115
A,pulsed,183,PULSE1,6,2.8323437293432776,13.361683754541565,-0.0026431505753564703,5.110745480913324,0.0017708676571912304,37.94679995855703,2.4506598921665157,-7.805686239152941,-5.355026346986425,47.9,0,0.42773,0,0.00965,2.2498039215686276,26.33921568627451,24.941299790356396,18.389056603773586,0.23020833333333335,0.26240349386616546,NA,NA,0.11012466624627278
A,pulsed,184,PULSE1,6,5.897628876111584,25.956351184631306,-0.003283249763507343,10.779391267808139,7.345128301587309e-4,61.76228370033301,0.8749161086768776,-4.5125196664663685,-3.637603557789491,NA,NA,NA,NA,NA,1.8875427963849016,21.934013822434874,24.67202141900937,13.435542168674699,0.17729166666666668,0.20208631066073016,NA,NA,0.11837742444981306
A,pulsed,185,PULSE1,6,3.2471231191568157,34.11838110932067,-0.0024385015431074583,5.841232540553265,0.00235678008006171,75.26873415098864,0.3716574888350511,-4.180735601939643,-3.8090781131045923,49.25,0.7,0.47162,0.20554,NA,2.1939422084623326,25.688132094943242,25.273927392739274,8.618712871287128,0.17791666666666667,0.2027987183363849,NA,NA,0.11850360040992684
A,pulsed,186,PULSE1,6,5.280106471260353,22.97224034595271,-0.0018721866439066525,9.5505012724918,0.003184858149066486,55.21599439414049,0.9201697441490023,-5.665874678226897,-4.745704934077895,NA,NA,NA,NA,NA,2.163133903133903,24.345868945868947,25.369114877589453,26.185762711864406,0.14583333333333334,0.1662284576527745,NA,NA,0.11734858659831257
A,pulsed,187,PULSE1,7,7.134824481286769,28.8825156164451,-0.0018853055887985697,12.767851557108608,0.0030453293079528575,63.743144077882576,3.6705285772822953,-6.7941162137673565,-3.123587636485061,NA,NA,NA,NA,NA,3.413851851851852,40.05777777777778,25.759887005649716,19.173898305084744,0.13541666666666666,0.15435499639186204,NA,NA,0.11972257239851278
A,pulsed,188,PULSE1,7,8.719687586515477,40.817422598191854,-0.0030609993008725743,15.53079653033797,-2.5807681188587866e-4,86.20553127173135,2.4586247758091524,-6.85107064669031,-4.392445870881158,55.9,0.15,0.41786,0.121505,NA,2.649359857978279,30.8265664160401,25.602941176470587,18.59029411764706,0.178125,0.20303618756160316,NA,NA,0.12103912126467563
A,pulsed,189,PULSE1,7,7.135518439962017,31.187003234946474,-0.0027241474456908637,12.548289781777616,8.128222617237613e-4,69.38769502541892,1.266010689606967,-4.25654837593244,-2.9905376863254736,NA,NA,NA,NA,NA,2.159127819548872,24.63245614035088,26.36190476190476,21.604714285714284,0.12583333333333332,0.14343141203182258,1.8754359978356616e-4,0.005508837961686808,0.12103912126467563
A,pulsed,190,PULSE1,7,4.995537909549381,48.194102246294726,-0.003115448812735066,8.516733863601749,-1.468064210016163e-4,96.32679068474361,0.8584680328642149,-4.411923248740072,-3.553455215875857,77.05,1,0.694305,0.2578,0.0085,3.508649572649573,41.56051282051282,26.676767676767675,79.74954545454545,0.3358333333333333,0.3828003910518179,NA,NA,0.11263582025699174
A,pulsed,191,PULSE1,7,7.174856878264105,32.311360663963754,-0.002905682651169096,12.173674616460742,1.9936815033002846e-4,69.80235070542955,NA,NA,NA,NA,NA,NA,NA,NA,3.4653333333333336,41.245555555555555,26.766313932980598,17.394285714285715,0.314375,0.3583410608543382,NA,NA,0.10924889565715142
A,pulsed,192,PULSE1,7,22.84585463130778,62.6875309903382,-0.0029432043373157817,41.115123436693786,0.0016496117688334995,127.08806888888131,NA,NA,NA,129.8,1.6,0.27313,0.22823,NA,2.4345303184281843,27.739518970189703,25.009356725146198,31.894736842105264,0.19854166666666667,0.22630817163299158,NA,NA,0.10101760028172606
A,pulsed,193,PULSE1,NA,NA,NA,NA,NA,NA,NA,1.7056210048283187,-4.611788486017433,-2.9061674811891143,NA,NA,NA,NA,NA,4.568823953823954,52.47655122655122,26.43265993265993,19.66,0.25104166666666666,0.2861504163879904,NA,NA,0.10493496205795845
A,pulsed,194,PULSE1,NA,NA,NA,NA,NA,NA,NA,4.548181632659945,-7.605630381524197,-3.0574487488642514,NA,NA,NA,NA,NA,3.338757067011049,38.087858372793804,25.18343815513627,36.29528301886793,0.25083333333333335,0.28591294716277216,NA,NA,0.10936569334589172
A,pulsed,195,PULSE1,8,13.266787299415864,75.45321634061028,-0.0028150463770781112,22.221525474394845,0.001923071177084451,140.1525186334393,6.524378380143482,-7.445951722623935,-0.9215733424804533,152.85,4.25,0.58084,0.237585,NA,5.207843822843823,61.89638694638695,25.276315789473685,30.128684210526316,0.6083333333333333,0.693410137637288,NA,NA,0.11383603534170246
A,pulsed,196,PULSE1,NA,NA,NA,NA,NA,NA,NA,7.5704338899711665,-10.361191119461983,-2.7907572294908167,NA,NA,NA,NA,NA,5.117083333333333,60.391666666666666,24.930976430976433,22.869090909090907,0.48104166666666665,0.5483164410289376,2.096690102020959e-4,0.009908355618755168,0.10924889565715142
A,pulsed,197,PULSE1,8,16.461366339895594,89.17962017044782,-0.002084423716928958,30.64329487699625,0.003103123924363284,179.9095216109901,4.5705303240249044,-8.670624631744907,-4.100094307720003,144.1,2.2,0.5177,0.119805,0.00845,4.271429681429681,50.21346801346801,23.91773504273504,18.531153846153845,0.17729166666666668,0.20208631066073016,NA,NA,0.07608384677874956
A,pulsed,198,PULSE1,NA,NA,NA,NA,NA,NA,NA,7.399563927490226,-5.058475415196895,2.3410885122933305,NA,NA,NA,NA,NA,5.928564102564103,69.56564102564103,23.794444444444444,48.31785714285714,0.052083333333333336,0.05936730630456232,NA,NA,0.04601806292980611
A,pulsed,199,PULSE1,8,1.551091941635292,36.76791499032287,-0.0013284869227791886,2.7872548240366455,0.004485444969052844,78.47894696516036,7.168616875061204,-6.52761267896357,0.6410041960976338,134.35,2.75,0.38733,0.1476,NA,6.279470899470899,75.4899470899471,24.846938775510203,41.955510204081634,0.31375,0.3576286531786834,NA,NA,0.05839874912253865
A,pulsed,200,PULSE1,NA,NA,NA,NA,NA,NA,NA,7.2977342890627295,-8.919142207909903,-1.621407918847174,NA,NA,NA,NA,NA,5.946125,71.17291666666667,25.975694444444443,39.004375,0.80625,0.9190059015946247,NA,NA,0.07127421666950692
A,pulsed,201,PULSE1,NA,NA,NA,NA,NA,NA,NA,8.261307859900892,-10.535958305047036,-2.2746504451461433,NA,NA,NA,NA,NA,7.027063492063492,82.52103174603174,27.636904761904763,9.26607142857143,0.31395833333333334,0.3578661224039017,NA,NA,0.08446377254729753
A,pulsed,202,PULSE1,9,5.908033553510379,27.89119034463133,-0.0025207072012333304,10.635284589394393,0.0021238256417449295,69.46160500689305,NA,NA,NA,140.2,4.25,0.860925,0.197735,NA,5.833452380952381,69.79623015873015,25.878600823045264,20.207962962962963,0.052083333333333336,0.05936730630456232,NA,NA,0.09738820013740575
A,pulsed,203,PULSE1,NA,NA,NA,NA,NA,NA,NA,5.358048776949291,-7.334229728235931,-1.97618095128664,NA,NA,NA,NA,NA,5.915174603174603,69.81142857142856,24.86190476190476,22.487714285714286,0.178125,0.20303618756160316,NA,NA,0.09757569850317563
A,pulsed,204,PULSE1,9,11.09533413905219,57.387171234062734,-0.0026277941216113574,19.389943207283906,0.0019191267407378514,124.04558012686279,7.095331138402323,-8.788999553663512,-1.6936684152611887,169.75,1.95,0.8262,0.121285,0.02395,6.157727272727272,73.65833333333333,25.944444444444443,13.53608695652174,0.21916666666666668,0.24981762492959825,1.6555168858324004e-4,8.349242373673593e-4,0.08889045622633263
A,pulsed,205,PULSE1,NA,NA,NA,NA,NA,NA,NA,10.020155284951304,-12.869649115496918,-2.8494938305456134,NA,NA,NA,NA,NA,5.794284802043423,68.61061302681992,24.628395061728394,12.476888888888888,0.4085416666666667,0.46567715065298687,NA,NA,0.08108133007141591
A,pulsed,206,PULSE1,9,4.580123572074597,59.31657470064199,-0.0022780074806999814,7.846481553138632,0.00266579856170119,114.33028413745485,8.182241098538466,-10.23112333112888,-2.0488822325904135,93.35,0.7,0.77441,0.135805,NA,5.865555555555556,69.84537037037038,25.165432098765432,9.59088888888889,0.5666666666666667,0.6459162925936381,NA,NA,0.07724741755223573
A,pulsed,207,PULSE1,NA,NA,NA,NA,NA,NA,NA,7.705957094016076,-9.79213322686174,-2.0861761328456634,NA,NA,NA,NA,NA,4.822190635451505,57.951128762541806,26.431972789115644,13.851224489795918,0.4825,0.5499787256054653,NA,NA,0.08492880829002376
A,pulsed,208,PULSE1,NA,NA,NA,NA,NA,NA,NA,3.289980554496691,-10.279618418737932,-6.989637864241241,NA,NA,NA,NA,NA,4.772442307692308,57.47371794871795,26.89484126984127,11.310535714285715,0.1775,0.2023237798859484,NA,NA,0.08763845082967653
A,pulsed,209,PULSE1,10,11.755778217880533,84.61859807550769,-0.0022050647892626054,20.772467056652822,0.0025586961582060594,164.82866524727032,3.2742923230853274,-4.204986695216582,-0.9306943721312546,92.85,0.55,0.788245,0.303715,NA,5.847878787878788,70.1469696969697,25.96031746031746,12.732857142857142,0.20875,0.2379441636686858,NA,NA,0.08542814412064913
A,pulsed,210,PULSE1,NA,NA,NA,NA,NA,NA,NA,6.303628713798471,-8.224230135100907,-1.920601421302436,85.7,0,0.5307,0.036837,NA,6.058939393939394,73.0109090909091,25.46666666666667,7.656666666666666,0.5345833333333333,0.6093460319100277,1.7575400202834716e-4,0.005956314861435515,0.08561935106964977
A,pulsed,211,PULSE2,10,4.865779338032975,116.66777108291296,-0.0021090103684786544,8.693871568685521,0.0026786437537795276,221.6542675999913,3.373541599945576,-7.292020675830333,-3.918479075884757,73,0.085,0.589545,0.171285,0.0078,6.137708333333333,74.48819444444445,26.1219806763285,7.835,0.05229166666666667,0.05960477552978057,NA,NA,0.08965755058970329
A,pulsed,212,PULSE2,NA,NA,NA,NA,NA,NA,NA,5.492794175876443,-7.772002800124447,-2.279208624248004,74.6,0,0.60616,0.133905,NA,5.829206349206349,70.48293650793651,25.662835249042146,7.139655172413793,1.0170833333333333,1.159324757515493,NA,NA,0.08585998998175723
A,pulsed,213,PULSE2,10,12.071592650427226,142.56217826804686,-0.001979337247350658,21.373287954820555,0.0030102249750188653,264.9570504372927,5.7597911810749975,-8.475849332999383,-2.7160581519243854,70.15,0,0.22989,0.1144215,NA,5.6683650793650795,68.78555555555555,25.28253968253968,4.505142857142857,0.28270833333333334,0.3222457386211643,NA,NA,0.0853102690454083
A,pulsed,214,PULSE2,NA,NA,NA,NA,NA,NA,NA,2.8141575477969103,-6.131453378272309,-3.3172958304753988,NA,NA,NA,NA,NA,4.85997113997114,58.54078884078884,25.040404040404038,5.588939393939394,0.052083333333333336,0.05936730630456232,NA,NA,0.05103396733578054
A,pulsed,215,PULSE2,NA,NA,NA,NA,NA,NA,NA,4.189911996703165,-6.697222677810843,-2.507310681107678,NA,NA,NA,NA,NA,4.8423582995951415,58.14376968061178,25.395274584929755,4.137126436781609,0.8179166666666666,0.9323041782068467,NA,NA,0.05079103312586141
A,pulsed,216,PULSE2,11,8.435978771788971,166.39719325818245,-0.002792861899332552,14.125278068832781,0.001738412241478986,291.0809483805007,3.3806632876728258,-6.0955831320033464,-2.7149198443305207,68.75,0.05,0.60458,0,NA,6.954490740740741,82.51643518518519,24.102693602693602,4.516666666666667,0.691875,0.7886352969498058,1.092876318517921e-4,0.001794427346752186,0.02521714645710631
A,pulsed,217,PULSE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.134967948717948,81.74871794871795,22.312925170068027,4.797959183673469,0.14604166666666668,0.16646592687799275,NA,NA,0.024799744892579342
A,pulsed,218,PULSE2,11,1.6169824112578974,147.03892661985125,-0.0026392193401715306,3.082195489772336,0.001964266766396019,300.70881686670384,NA,NA,NA,170.35,0.05,0.410685,0.25432,0.0156,6.714126984126984,76.42460317460318,21.8756038647343,3.8517391304347828,0.3254166666666667,0.3709269297909054,NA,NA,0.016237742417243375
A,pulsed,219,PULSE2,NA,NA,NA,NA,NA,NA,NA,4.921026706327982,-8.390445645934136,-3.469418939606154,NA,NA,NA,NA,NA,6.513333333333334,74.16166666666666,21.831649831649834,1.9625757575757576,0.65,0.7409039826809378,NA,NA,0.016237742417243375
A,pulsed,220,PULSE2,11,0.8500879029926066,159.36679572030832,-0.0025409198556565855,1.4623829511631332,0.0024570223061146732,286.4965273821664,NA,NA,NA,64.8,0,0.27916,0.163465,NA,6.3594708994708995,72.92222222222222,22.445833333333333,5.8805,0.859375,0.9795605540252783,NA,NA,0.02021580310922958
A,pulsed,221,PULSE2,NA,NA,NA,NA,NA,NA,NA,3.2302212702823665,-7.077015455887988,-3.8467941856056216,NA,NA,NA,NA,NA,6.271037727704394,73.19204869204869,23.685636856368564,9.363414634146341,0.7541666666666667,0.8596385952900625,NA,NA,0.028353520770820213
A,pulsed,222,PULSE2,12,0.666959828888467,69.71090701847237,-0.00133011416876245,1.1735621543607302,0.004105380143362877,136.84868469683508,5.452112199040169,-6.269107203399241,-0.8169950043590726,NA,NA,NA,NA,NA,5.747444444444445,66.52555555555556,24.571948998178506,2.662950819672131,0.5135416666666667,0.5853616401629845,1.4729215497216017e-4,0.0015005782010915362,0.04097247349292741
A,pulsed,223,PULSE2,NA,NA,NA,NA,NA,NA,NA,3.7750480072308674,-6.02310739982406,-2.248059392593192,59.1,0.65,0.709385,0.214525,NA,6.301186868686869,74.02373737373738,25.069892473118276,9.085698924731183,0.8497916666666667,0.9686369696652389,NA,NA,0.04555773166939965
A,pulsed,224,PULSE2,12,4.881675147516702,102.89862844229931,-7.456829578988355e-4,9.273867234636471,0.005305923803901973,213.89067003967375,7.250805902080742,-6.918774082389196,0.3320318196915464,NA,NA,NA,NA,NA,5.408476190476191,62.1015873015873,22.353535353535353,9.200606060606061,0.2725,0.3106097465854701,NA,NA,0.02052781870809665
A,pulsed,225,PULSE2,NA,NA,NA,NA,NA,NA,NA,11.21404532919878,-13.080240340815777,-1.8661950116169965,59,1.15,0.289985,0.243175,0.02765,6.5979807692307695,76.4426282051282,22.842712842712842,8.227532467532468,0.471875,0.5378677951193347,NA,NA,0.024606492632312453
A,pulsed,226,PULSE2,12,0.833675831889702,90.47794346221288,-0.0012633196535685965,1.460262761266237,0.004298252479395381,170.76419272881583,8.965458982793313,-6.213639885346073,2.7518190974472407,NA,NA,NA,NA,NA,6.62505291005291,77.97216931216931,24.19230769230769,10.160576923076922,0.6083333333333334,0.693410137637288,NA,NA,0.02874573502667235
A,pulsed,227,PULSE2,NA,NA,NA,NA,NA,NA,NA,14.11431843640979,-16.93643898438798,-2.822120547978191,77.55,0,0.485965,0.244415,NA,7.029064102564103,83.14192307692308,24.455373406193075,13.789344262295081,0.5345833333333333,0.6093460319100277,NA,NA,0.033303432757514996
