pond_id,treatment,date,doy,week,period,ch4_flux,co2_flux,n2o_flux,ch4_lake,co2_lake,n2o_lake,GPP,R,NEP,tn,tp,temp,do_sat,do,bottom_temp,bottom_do_sat,bottom_do,wind_speed,wind_U10,methanogenesis,ch4_ebu_flux
A,pulsed,2020-06-17,169,4,BASE,30.4281594716949,-6.38076711914069,-0.00243017256174553,50.3672937646188,4.46053950889032,0.00310872310818346,1.456791085,-3.324446225,-1.86765514,0.42235,NA,22.117676767636365,86.44272727272727,7.536272727272728,21.12411616165909,43.97818181818182,3.9005,1.0472916666666665,1.1937577951721392,NA,NA
A,pulsed,2020-06-18,170,4,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.698830409473683,89.20263157894736,7.687631578947368,21.464814815333334,48.58,4.281666666666666,0.826875,0.9425153548912314,NA,NA
A,pulsed,2020-06-19,171,4,BASE,6.22633287417067,-6.2673428671969,-3.9769292577902e-4,11.4361552865157,3.44444531919741,0.00618851937811787,NA,NA,NA,0.212545,40.2,23.430711609325844,83.76179775280899,7.119325842696629,20.588927466527778,31.94965277777778,2.861597222222222,0.36625,0.41747089793368225,NA,NA
A,pulsed,2020-06-20,172,4,BASE,NA,NA,NA,NA,NA,NA,0.1329295,-3.283182317,-3.150252817,NA,NA,23.620039684464285,73.18035714285715,6.19875,19.965740740833333,24.96,2.2558333333333334,0.25145833333333334,0.2866253548384269,NA,NA
A,pulsed,2020-06-21,173,5,BASE,4.92503128187981,-6.76440010309188,-0.00102007370745078,8.84276606373747,2.04183767330897,0.00503584958176082,NA,NA,NA,NA,NA,23.993177388421053,77.0421052631579,6.477894736842106,19.965428744565216,26.317934782608695,2.388288043478261,0.3770833333333333,0.42981929764503124,0.00104765887311285,NA
A,pulsed,2020-06-22,174,5,BASE,8.5866782862289,-3.29690343123825,-0.00205023687390123,15.2535482294847,9.99359869625761,0.00346819247518793,0.372123946,-1.023155473,-0.651031526,0.13582,37.4,23.720797718717947,59.85128205128205,5.062307692307693,20.74675925933333,25.925833333333333,2.3166666666666664,0.41874999999999996,0.4773131426886811,NA,8.666538692
A,pulsed,2020-06-23,175,5,BASE,21.9556105520931,26.2686572223493,-0.0017918083770987,41.0087201085766,63.911199624723,0.00407824723976206,5.372983249,-8.081871974,-2.708888725,0.27924,41.6,21.981981982027026,40.75135135135135,3.5614864864864866,20.797758283320803,23.95889724310777,2.1367293233082707,0.45166666666666666,0.5148332802731646,NA,NA
A,pulsed,2020-06-24,176,5,PULSE1,17.5440710028891,11.7945030326472,-0.00174590880200081,33.9433581321463,38.8261302666096,0.0043982060091752,2.4848431,-5.209965123,-2.725122023,0.29057500000000003,48.95,21.78626543111111,43.298611111111114,3.7979166666666666,20.74228395074074,21.102777777777778,1.8835185185185184,0.24041666666666667,0.27403948590185967,NA,NA
A,pulsed,2020-06-25,177,5,PULSE1,9.40865770413871,4.23258293100847,-0.00168400847849008,17.8972247468437,23.0880534316435,0.00404538413699825,2.646536275,-2.64368034,0.002855936,0.424785,42.25,22.285046727570094,50.43644859813084,4.381121495327103,20.96421306938215,25.384553775743708,2.2592906178489702,0.28291666666666665,0.32248320784638257,NA,NA
A,pulsed,2020-06-26,178,5,PULSE1,3.36777063192262,-1.20023618547211,-0.00132277361289732,6.37667390463904,12.4845374557873,0.0047337329322298,0.24771112,-4.614747858,-4.367036738,0.17579,27.95,23.502136751923075,40.08076923076923,3.4025,21.31533963188259,19.69514170040486,1.741012145748988,0.10416666666666667,0.11873461260912464,NA,NA
A,pulsed,2020-06-27,179,5,PULSE1,3.16211004271787,4.73875776523282,-0.00147292517244759,5.88986045078714,22.796987281826,0.00414608022425403,2.233272493,-6.375735493,-4.142463,NA,NA,24.226788432054793,31.05068493150685,2.5993150684931505,20.094047619642858,25.944285714285712,2.3385,0.10416666666666667,0.11873461260912464,NA,NA
A,pulsed,2020-06-28,180,6,PULSE1,3.35107480685517,8.41472213676815,-0.00211358372599609,5.75557506870893,27.9055526796487,0.0032987472487109,NA,NA,NA,NA,NA,24.539215687058824,47.55490196078431,3.959607843137255,19.987037036527777,16.88722222222222,1.531388888888889,0.5343749999999999,0.6091085626848094,0.00107762224236494,0.169788678
A,pulsed,2020-06-29,181,6,PULSE1,2.75690177003629,6.50139678469129,-0.00194417204439194,4.85064829850287,24.6229994751117,0.00295604851701169,NA,NA,NA,0.30243,50.65,25.0077777776,33.652,2.7772,20.195238094642857,16.580000000000002,1.4957857142857143,0.3875,0.4416927589059437,NA,NA
A,pulsed,2020-06-30,182,6,PULSE1,2.43457164455061,9.41145062650676,-0.00212664648713024,4.07949670648224,29.9515060648741,0.00278523267857096,NA,NA,NA,NA,NA,25.34027777875,23.652272727272727,1.94,21.124183006096256,11.214705882352941,0.99427807486631,0.701875,0.8000338197602819,NA,NA
A,pulsed,2020-07-01,183,6,PULSE1,2.83191548094232,13.3612907554678,-0.00264286744650319,5.11093419062338,37.9536275404852,0.00177190242913897,2.446363206,-7.325547939,-4.879184733,0.42773,47.9,24.95925925711111,40.56444444444445,3.352,21.031045749705882,17.655882352941177,1.5705882352941176,0.23020833333333335,0.26240349386616546,NA,NA
A,pulsed,2020-07-02,184,6,PULSE1,5.89602377735642,25.9549395236827,-0.00328265799067466,10.7800951147965,61.7811000135938,7.3612763950065e-4,0.12083358,-1.970728663,-1.849895083,NA,NA,24.70729684850746,30.476119402985073,2.5291044776119405,20.702826511578948,15.941929824561404,1.425859649122807,0.17729166666666668,0.20208631066073016,NA,NA
A,pulsed,2020-07-03,185,6,PULSE1,3.24288600761196,34.1093382243842,-0.0024361226158387,5.8431525052448,75.3774694303277,0.00236677723971143,NA,NA,NA,0.47162,49.25,25.339285712857144,33.46666666666667,2.7452380952380953,20.41959064236842,16.776315789473685,1.509736842105263,0.17791666666666667,0.2027987183363849,NA,NA
A,pulsed,2020-07-04,186,6,PULSE1,5.27925851193466,22.9715033537941,-0.00187194232335906,9.55087816915053,55.2260391560649,0.0031861928319637,0.778863109,-4.701393535,-3.922530426,NA,NA,25.394335509803923,31.152941176470588,2.5533333333333332,20.395773978760683,23.838034188034186,2.141239316239316,0.14583333333333334,0.1662284576527745,NA,NA
A,pulsed,2020-07-05,187,7,PULSE1,7.12515766121179,28.8746211036808,-0.00188322058472112,12.7720631572551,63.8383780628094,0.00305628184541997,4.001053654,-6.845959293,-2.844905639,NA,NA,25.815972221458335,37.2875,3.033125,21.638888888666667,38.84777777777778,3.3979999999999997,0.13541666666666666,0.15435499639186204,NA,NA
A,pulsed,2020-07-06,188,7,PULSE1,8.71506101464097,40.8130333057833,-0.00305994749314757,15.532764782553,86.2549868627289,-2.5604645929061e-4,1.977692,-5.520391102,-3.542699102,0.41786,55.9,25.63737374,39.972727272727276,3.2616363636363634,20.297784391309523,23.82142857142857,2.1469345238095237,0.178125,0.20303618756160316,NA,NA
A,pulsed,2020-07-07,189,7,PULSE1,7.13011759465337,31.1821752680501,-0.00272270203085788,12.550558359794,69.4457237639927,8.167943771965e-4,1.294854126,-4.833573342,-3.538719216,NA,NA,26.4302832227451,39.970588235294116,3.215098039215686,21.029824561315788,23.423684210526318,2.0822631578947366,0.12583333333333332,0.14343141203182258,0.00550883796168681,1.439949484
A,pulsed,2020-07-08,190,7,PULSE1,4.99038063815259,48.1837591941325,-0.00311328229401002,8.51884453252841,96.4335218095552,-1.4270067150848e-4,1.324595687,-4.648722751,-3.324127064,0.694305,77.05,26.716216217297298,48.08378378378379,3.8464864864864867,21.503276353923077,35.940769230769234,3.152974358974359,0.3358333333333333,0.3828003910518179,NA,NA
A,pulsed,2020-07-09,191,7,PULSE1,7.17260927787756,32.309270598432,-0.00290505741427232,12.1745838889157,69.8264972453956,2.0070968093056e-4,NA,NA,NA,NA,NA,26.81597222,55.141666666666666,4.402916666666667,21.31250000083333,30.608333333333334,2.7024999999999997,0.314375,0.3583410608543382,NA,NA
A,pulsed,2020-07-10,192,7,PULSE1,22.7806761665601,62.6512332785336,-0.0029373377851643,41.1430011802203,127.472710084877,0.00166975070640939,4.81510384,-6.301467844,-1.486364003,0.27313,129.8,25.05357142797619,44.29642857142857,3.6510714285714285,21.616782407208333,28.397083333333335,2.495697916666667,0.19854166666666667,0.22630817163299158,NA,NA
A,pulsed,2020-07-11,193,7,PULSE1,NA,NA,NA,NA,NA,NA,1.581745568,-4.363493708,-2.78174814,NA,NA,26.48015873,73.78571428571429,5.9246428571428575,21.946969696774893,50.63982683982684,4.422402597402598,0.25104166666666666,0.2861504163879904,NA,NA
A,pulsed,2020-07-12,194,8,PULSE1,NA,NA,NA,NA,NA,NA,3.814136066,-6.767539337,-2.953403271,NA,NA,25.21059431534884,62.906976744186046,5.172558139534884,21.57242789398407,36.734287559190705,3.230135600516573,0.25083333333333335,0.28591294716277216,NA,NA
A,pulsed,2020-07-13,195,8,PULSE1,13.257865291103199,75.4428994454147,-0.00281368626753133,22.2250832696327,140.251678094928,0.00192783606741423,6.132526704,-6.653115334,-0.52058863,0.58084,152.85,25.333333332307692,66.80384615384615,5.479615384615385,23.012626260454546,57.15227272727273,4.890227272727273,0.6083333333333333,0.693410137637288,NA,3.240293318
A,pulsed,2020-07-14,196,8,PULSE1,NA,NA,NA,NA,NA,NA,7.379946086,-10.09735837,-2.717412286,NA,NA,24.938697314137933,67.2448275862069,5.558620689655172,22.647569446875,54.4375,4.6899999999999995,0.48104166666666665,0.5483164410289376,0.00990835561875517,NA
A,pulsed,2020-07-15,197,8,PULSE1,16.4684236226142,89.1874159124432,-0.00208509903065921,30.6401854488583,179.829473755608,0.00309953954652539,4.293454396,-9.775143519,-5.481689123,0.5177,144.1,23.91214470162791,61.188372093023254,5.155581395348837,22.925645343585856,49.67020202020202,4.245606060606061,0.17729166666666668,0.20208631066073016,NA,NA
A,pulsed,2020-07-16,198,8,PULSE1,NA,NA,NA,NA,NA,NA,7.756026505,-5.276672642,2.479353862,NA,NA,23.8588342447541,82.83770491803278,6.982131147540984,22.640740742333332,62.06,5.349,0.052083333333333336,0.05936730630456232,NA,NA
A,pulsed,2020-07-17,199,8,PULSE1,1.55012942518138,36.7632787484864,-0.00132769498698446,2.78769286038723,78.5322479782376,0.00449155720976381,7.338692469,-7.272839109,0.06585336,0.38733,134.35,24.880952379761904,84.22857142857143,6.965952380952381,22.603174602142857,68.60714285714286,5.8914285714285715,0.31375,0.3576286531786834,NA,NA
A,pulsed,2020-07-18,200,8,PULSE1,NA,NA,NA,NA,NA,NA,6.678169786,-7.908866755,-1.230696969,NA,NA,26.074879227536233,84.66956521739131,6.851594202898551,23.058680555125,63.609375,5.4391875,0.80625,0.9190059015946247,NA,NA
A,pulsed,2020-07-19,201,9,PULSE1,NA,NA,NA,NA,NA,NA,5.894429625,-7.38251592,-1.488086295,NA,NA,27.94287949915493,94.37042253521126,7.384366197183098,23.029431216369048,81.53571428571428,6.974345238095238,0.31395833333333334,0.3578661224039017,NA,NA
A,pulsed,2020-07-20,202,9,PULSE1,5.90803355362905,27.8911903447446,-0.00252070720127083,10.6352845893431,69.4616050053029,0.00212382564159751,2.485736491,-5.851401535,-3.365665044,0.860925,140.2,25.88888889,80.14146341463415,6.511463414634147,23.32407407345238,63.98809523809524,5.443928571428572,0.052083333333333336,0.05936730630456232,NA,0
A,pulsed,2020-07-21,203,9,PULSE1,NA,NA,NA,NA,NA,NA,2.257479743,-4.057935663,-1.80045592,NA,NA,24.86904761857143,79.82857142857142,6.605714285714286,22.771428572428572,64.14571428571429,5.516333333333334,0.178125,0.20303618756160316,NA,NA
A,pulsed,2020-07-22,204,9,PULSE1,11.0192050192684,57.3058378295844,-0.00261441143830123,19.4217303345224,124.983099318472,0.00196790156716331,6.102449352,-6.397664055,-0.295214703,0.8262,169.75,26.127192982105264,80.87368421052632,6.535131578947368,22.883207072234846,69.625,5.959090909090909,0.21916666666666668,0.24981762492959825,8.3492423736735e-4,NA
A,pulsed,2020-07-23,205,9,PULSE1,NA,NA,NA,NA,NA,NA,9.1054052,-11.2422131,-2.136807902,NA,NA,24.64646464818182,74.71515151515152,6.208484848484849,23.197318007310344,65.18258620689656,5.5569827586206895,0.4085416666666667,0.46567715065298687,NA,NA
A,pulsed,2020-07-24,206,9,PULSE1,4.5739637567661,59.300358392683,-0.00227566716604434,7.84903419013433,114.493646808692,0.00267625850917885,7.667504545,-9.25127156,-1.583767016,0.77441,93.35,25.191666667,75.62,6.2185,23.039351850000003,65.1625,5.5633333333333335,0.5666666666666667,0.6459162925936381,NA,NA
A,pulsed,2020-07-25,207,9,PULSE1,NA,NA,NA,NA,NA,NA,8.034408025,-10.20953275,-2.175124728,NA,NA,26.50284900307692,66.58974358974359,5.345897435897436,23.171648550054346,53.245923913043484,4.540978260869565,0.4825,0.5499787256054653,NA,NA
A,pulsed,2020-07-26,208,10,PULSE1,NA,NA,NA,NA,NA,NA,4.827683384,-12.34191084,-7.514227452,NA,NA,26.923611109166668,69.22708333333334,5.517708333333333,23.122916668374998,50.9875,4.357125,0.1775,0.2023237798859484,NA,NA
A,pulsed,2020-07-27,209,10,PULSE1,11.7450541574096,84.602748795444,-0.0022035055171522,20.7769790536595,164.986253225407,0.00256564108693345,3.607228713,-4.668793719,-1.061565006,0.788245,92.85,25.997863247692308,79.14615384615385,6.414807692307693,23.358080808454545,64.55045454545454,5.482818181818182,0.20875,0.2379441636686858,NA,5.815010792
A,pulsed,2020-07-28,210,10,PULSE1,NA,NA,NA,NA,NA,NA,6.248903796,-8.279936562,-2.031032766,0.5307,85.7,25.48148148,82.45833333333333,6.745833333333334,24.327020201909093,72.64136363636364,6.055909090909092,0.5345833333333333,0.6093460319100277,0.00595631486143551,NA
A,pulsed,2020-07-29,211,10,PULSE2,4.86334063075748,116.655691759418,-0.0021081757313711,8.69492085684101,221.769018796342,0.00268252245686623,1.648513991,-5.323080175,-3.674566185,0.589545,73,26.154320988888887,80.9888888888889,6.545277777777778,24.288773149166666,70.38229166666667,5.869895833333333,0.05229166666666667,0.05960477552978057,NA,NA
A,pulsed,2020-07-30,212,10,PULSE2,NA,NA,NA,NA,NA,NA,5.322119566,-6.747071088,-1.424951523,0.60616,74.6,25.66666667,76.10434782608695,6.207826086956522,24.274305555535715,67.26607142857142,5.607142857142858,1.0170833333333333,1.159324757515493,NA,NA
A,pulsed,2020-07-31,213,10,PULSE2,12.0668552640132,142.550764402715,-0.00197872166530996,21.3752866021166,265.06382645915,0.00301338580006813,4.655769364,-7.162735937,-2.506966574,0.22989,70.15,25.287037038333334,70.28666666666666,5.769666666666667,25.005820106904764,66.65333333333334,5.500047619047619,0.28270833333333334,0.3222457386211643,NA,NA
A,pulsed,2020-08-01,214,10,PULSE2,NA,NA,NA,NA,NA,NA,3.222830204,-7.648514556,-4.425684352,NA,NA,25.092592591929826,64.95087719298246,5.349649122807017,24.021885522020202,53.92070707070707,4.529242424242424,0.052083333333333336,0.05936730630456232,NA,NA
A,pulsed,2020-08-02,215,11,PULSE2,NA,NA,NA,NA,NA,NA,2.726988514,-5.35989653,-2.632908016,NA,NA,25.440690690945946,65.67972972972973,5.375675675675676,23.70997806911184,52.977192982456145,4.475460526315789,0.8179166666666666,0.9323041782068467,NA,NA
A,pulsed,2020-08-03,216,11,PULSE2,8.4352679023182109,166.394328520207,-0.00279269867002908,14.1255621002943,291.106055869278,0.00173896977661545,3.456394036,-6.93889353,-3.482499493,0.60458,68.75,24.123188405652172,86.69130434782609,7.272608695652174,23.7361111125,79.99131944444446,6.758402777777778,0.691875,0.7886352969498058,0.00179442734675219,2.515557347
A,pulsed,2020-08-04,217,11,PULSE2,NA,NA,NA,NA,NA,NA,4.229508524,-5.090881699,-0.861373174,NA,NA,22.33333333189189,90.02432432432433,7.811081081081081,22.008547009230767,81.27307692307693,7.095576923076923,0.14604166666666668,0.16646592687799275,NA,NA
A,pulsed,2020-08-05,218,11,PULSE2,1.61630006728442,147.025750336913,-0.00263846460381596,3.08251478263937,300.839723433161,0.00196723759128243,1.92331279,-4.331265583,-2.407952793,0.410685,170.35,21.905349792962962,83.81851851851852,7.333333333333333,21.674603177142856,75.90357142857142,6.66952380952381,0.3254166666666667,0.3709269297909054,NA,NA
A,pulsed,2020-08-06,219,11,PULSE2,NA,NA,NA,NA,NA,NA,3.569018752,-6.915271566,-3.346252814,NA,NA,21.840996167413792,80.14827586206897,7.020862068965517,21.72222222,73.68833333333333,6.472083333333334,0.65,0.7409039826809378,NA,NA
A,pulsed,2020-08-07,220,11,PULSE2,0.849024698520719,159.324540853644,-0.00253864585746837,1.46286195884081,286.868123928721,0.00246648420678773,5.002558634,-6.441724733,-1.439166099,0.27916,64.8,22.5173611109375,75.16875,6.49625,21.62962963,70.58333333333333,6.207777777777778,0.859375,0.9795605540252783,NA,NA
A,pulsed,2020-08-08,221,11,PULSE2,NA,NA,NA,NA,NA,NA,2.224789285,-2.196895909,0.027893377,NA,NA,23.778582931014494,78.11159420289854,6.5920289855072465,22.19571066840456,69.7017094017094,6.0629202279202286,0.7541666666666667,0.8596385952900625,NA,NA
A,pulsed,2020-08-09,222,12,PULSE2,0.666140341775485,69.6930819978529,-0.00132856270565445,1.17396042334645,137.031241163935,0.00411674794872319,8.089611233,-10.48747248,-2.397861244,0.709385,59.1,24.628540305490198,76.29019607843138,6.339607843137255,22.486111111583334,65.93833333333333,5.703166666666666,0.5135416666666667,0.5853616401629845,0.00150057820109154,7.905549945
A,pulsed,2020-08-10,223,12,PULSE2,NA,NA,NA,NA,NA,NA,4.23844789,-7.322046631,-3.083598741,NA,NA,25.112554114415584,84.65714285714286,6.973376623376623,23.229166667916665,73.55833333333334,6.270416666666667,0.8497916666666667,0.9686369696652389,NA,NA
A,pulsed,2020-08-11,224,12,PULSE2,4.87997052326302,102.891117591022,-7.4538309374399e-4,9.27463640024939,213.968089317337,0.00530947664481988,10.29694808,-9.358766175,0.938181907,0.289985,59,22.381410254615385,64.00769230769231,5.549807692307692,21.97222222,60.516666666666666,5.287,0.2725,0.3106097465854701,NA,NA
A,pulsed,2020-08-12,225,12,PULSE2,NA,NA,NA,NA,NA,NA,8.188964013,-9.099232255,-0.910268242,NA,NA,22.8657407405,79.54,6.832166666666667,22.459401708076925,74.2076923076923,6.423846153846155,0.471875,0.5378677951193347,NA,NA
A,pulsed,2020-08-13,226,12,PULSE2,0.83326986354595,90.4688008419676,-0.00126272738480697,1.4604527551139,170.852449482723,0.0043028309897479,10.5789476,-10.43915236,0.13979524,0.485965,77.55,24.250712251794873,81.35384615384615,6.807435897435897,22.94999999957143,75.54714285714286,6.475357142857143,0.6083333333333334,0.693410137637288,NA,NA
A,pulsed,2020-08-14,227,12,PULSE2,NA,NA,NA,NA,NA,NA,12.72413396,-13.44182092,-0.717686965,NA,NA,24.466475094655173,89.15689655172413,7.431551724137931,23.227777778153843,79.55038461538462,6.782346153846154,0.5345833333333333,0.6093460319100277,NA,NA
A,pulsed,2020-08-15,228,12,PULSE2,NA,NA,NA,NA,NA,NA,10.71946401,-13.29447931,-2.575015297,NA,NA,24.8644444428,97.132,8.0352,23.880555555,89.495,7.53625,0.64,0.7295054598704619,NA,NA
A,pulsed,2020-08-16,229,13,PULSE2,7.93854852620972,40.5474061437616,-0.00191682783531107,14.9783422179103,94.5020703661185,0.0030255619413039,7.861997971,-10.15834469,-2.296346721,0.360845,41.85,23.86868686681818,70.07045454545454,5.906818181818182,23.044444445142858,63.31107142857143,5.417678571428571,0.03125,0.035620383782737394,0.00127379616230102,0
A,pulsed,2020-08-17,230,13,PULSE2,NA,NA,NA,NA,NA,NA,9.349682222,-12.33202868,-2.982346457,NA,NA,23.7467043320339,71.56949152542373,6.0464406779661015,23.480820104285716,68.11071428571428,5.78172619047619,0.94375,1.0757355902386692,NA,NA
