pond_id,treatment,date,doy,period,period2,week,ch4_flux,co2_flux,n2o_flux,ch4_lake,n2o_lake,co2_lake,GPP,R,NEP,tp,srp,tn,nox,nhx,bottom_do,bottom_do_sat,temp,chla,surface_do,surface_do_sat,wind_speed,wind_U10,DEA,methanogenesis,alkalinity,ph,doc_ppb,np_ratio,doc_ppm
A,pulsed,2020-06-10,161,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,0.7151652655895847,-3.391266662129543,-2.6761013965399583,NA,NA,NA,NA,NA,6.22425,68.9275,25.07597341076923,1.9845299145299145,8.026752136752137,97.34102564102564,0.24083333333333334,0.27451442435229617,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-11,162,BASE,BASE,3,40.641714820399,-1.283159668135588,-0.002219423996587342,49.40219069356919,0.003389352954667834,13.07942801733047,3.251898803046783,-6.081712544467866,-2.829813741421083,31.85,0,0.269645,0.05775,0.056,1.760892857142857,19.666964285714286,23.060657600306122,2.2968367346938776,5.255918367346939,61.4,2.12875,2.426460543280071,NA,NA,126.84,NA,8249.775,18.726865214942595,8.249775
A,pulsed,2020-06-12,163,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,3.3867394468352257,-6.842907276633875,-3.4561678297986496,NA,NA,NA,NA,NA,3.6567,40.315,22.041203706999998,2.08075,4.982916666666666,57.090833333333336,0.954375,1.0878465207248,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-13,164,BASE,BASE,3,37.80802157081324,-1.3350975614996754,-7.334647466046973e-4,73.57758806308202,0.0058773949249407995,14.469688368998336,4.816639331983962,-5.919454296359771,-1.102814964375809,37.65,0.25,0.226775,0.1974,NA,4.23975,47.526875000000004,22.313131313051947,2.3835064935064936,6.220389610389611,71.63116883116884,0.08333333333333333,0.09498769008729972,NA,NA,131.3,NA,8539.775,13.323316499969222,8.539774999999999
A,pulsed,2020-06-14,165,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6341176470588237,40.04558823529412,23.107526882903226,3.184032258064516,7.612903225806452,89.01129032258065,1.00625,1.146976357804144,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-15,166,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,2.839588921997839,-4.125739296173868,-1.286150374176029,NA,NA,NA,NA,NA,5.314470588235294,59.86911764705883,22.01234568,2.527037037037037,6.728703703703704,77.04629629629629,2.0247916666666668,2.307963399896165,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-16,167,BASE,BASE,4,55.119810807278874,-0.4853472867615955,-0.0028706350612365053,85.18723002198205,0.0029908726750241875,15.443590908830949,0.950986143237468,-3.548171167493325,-2.597185024255857,42.5,4.2,0.25586,0.180085,NA,5.767538461538461,65.31384615384616,21.576388891249998,3.6435714285714287,6.7805357142857146,76.98571428571428,1.5829166666666665,1.804291173208258,NA,NA,136.24,NA,9069.775,13.316669313536426,9.069775
A,pulsed,2020-06-17,168,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.230239130434782,47.62434782608696,21.976911975064937,4.178441558441558,7.668181818181818,87.74545454545455,1.153125,1.3143921615830099,1.2052055984970713e-4,0.0061450579021510516,NA,NA,NA,NA,NA
A,pulsed,2020-06-18,169,BASE,BASE,4,30.428159471694862,-6.380767119140686,-0.0024301725617455294,50.36729376461878,0.003108723108183459,4.4605395088903155,1.4999448966799016,-3.3156094508625737,-1.8156645541826721,NA,1.65,0.42235,0.20842,0,3.9005,43.97818181818182,22.117676767636365,3.845090909090909,7.536272727272728,86.44272727272727,1.0472916666666665,1.1937577951721392,NA,NA,136.29,NA,9089.775,NA,9.089775
A,pulsed,2020-06-19,170,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.281666666666666,48.58,22.698830409473683,4.090394736842105,7.687631578947368,89.20263157894736,0.826875,0.9425153548912314,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-20,171,BASE,BASE,4,6.226332874170669,-6.267342867196902,-3.976929257790219e-4,11.436155286515705,0.006188519378117873,3.4444453191974063,NA,NA,NA,40.2,1.6,0.212545,0.001047,NA,2.861597222222222,31.94965277777778,23.430711609325844,8.281685393258426,7.119325842696629,83.76179775280899,0.36625,0.41747089793368225,NA,NA,151.89,NA,9729.775,11.695182131624573,9.729775
A,pulsed,2020-06-21,172,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,0.18392018028222681,-3.2170382835209375,-3.0331181032387105,NA,NA,NA,NA,NA,2.2558333333333334,24.96,23.620039684464285,18.399107142857144,6.19875,73.18035714285715,0.25145833333333334,0.2866253548384269,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-06-22,173,BASE,BASE,5,4.925031281879806,-6.764400103091881,-0.0010200737074507816,8.842766063737466,0.005035849581760822,2.041837673308966,NA,NA,NA,NA,NA,NA,NA,NA,2.388288043478261,26.317934782608695,23.993177388421053,7.94140350877193,6.477894736842106,77.0421052631579,0.3770833333333333,0.42981929764503124,1.0175373274953477e-4,0.0010476588731128536,154.25,NA,NA,NA,NA
A,pulsed,2020-06-23,174,BASE,BASE,5,8.586678286228903,-3.2969034312382544,-0.002050236873901227,15.253548229484654,0.003468192475187927,9.993598696257612,0.39019823990002633,-1.0053009366778352,-0.6151026967778088,37.4,0,0.13582,0.131715,NA,2.3166666666666664,25.925833333333333,23.720797718717947,6.818717948717949,5.062307692307693,59.85128205128205,0.41874999999999996,0.4773131426886811,NA,NA,132.69,NA,38429.775,8.03293538620427,38.429775
A,pulsed,2020-06-24,175,BASE,BASE,5,21.955610552093056,26.268657222349272,-0.0017918083770986993,41.00872010857661,0.004078247239762063,63.911199624722954,5.455921551828918,-8.0303754909833,-2.574453939154382,41.6,1.3,0.27924,0.070822,NA,2.1367293233082707,23.95889724310777,21.981981982027026,5.505945945945946,3.5614864864864866,40.75135135135135,0.45166666666666666,0.5148332802731646,NA,NA,127.44,NA,16529.775,14.84794836083137,16.529775
A,pulsed,2020-06-25,176,PULSE1,PULSE1,5,17.544071002889062,11.794503032647226,-0.0017459088020008139,33.94335813214631,0.004398206009175198,38.82613026660959,2.5377987505683923,-5.0980855658716475,-2.560286815303255,48.95,5.9,0.29057500000000003,0.244595,0,1.8835185185185184,21.102777777777778,21.78626543111111,5.829444444444444,3.7979166666666666,43.298611111111114,0.24041666666666667,0.27403948590185967,NA,NA,134.97,NA,27329.775,13.130694589960342,27.329775
A,pulsed,2020-06-26,177,PULSE1,PULSE1,5,9.40865770413871,4.232582931008475,-0.001684008478490083,17.897224746843666,0.004045384136998254,23.0880534316435,2.7046638924175617,-2.5886344108719457,0.11602948154561599,42.25,0.25,0.424785,0,NA,2.2592906178489702,25.384553775743708,22.285046727570094,9.367663551401868,4.381121495327103,50.43644859813084,0.28291666666666665,0.32248320784638257,NA,NA,131.89,NA,16629.775,22.239479005937447,16.629775000000002
A,pulsed,2020-06-27,178,PULSE1,PULSE1,5,3.367770631922619,-1.2002361854721104,-0.0013227736128973244,6.376673904639035,0.004733732932229801,12.484537455787317,0.2969256525708792,-4.492811702619067,-4.195886050048188,27.95,0.85,0.17579,0,NA,1.741012145748988,19.69514170040486,23.502136751923075,14.113076923076923,3.4025,40.08076923076923,0.10416666666666667,0.11873461260912464,NA,NA,153.4,NA,16929.775,13.91215807610982,16.929775000000003
A,pulsed,2020-06-28,179,PULSE1,PULSE1,5,3.1621100427178668,4.738757765232821,-0.001472925172447591,5.889860450787139,0.004146080224254028,22.79698728182598,2.2884885466199987,-6.177617349267731,-3.889128802647732,NA,NA,NA,NA,NA,2.3385,25.944285714285712,24.226788432054793,10.500821917808219,2.5993150684931505,31.05068493150685,0.10416666666666667,0.11873461260912464,NA,NA,148.24,NA,NA,NA,NA
A,pulsed,2020-06-29,180,PULSE1,PULSE1,6,3.351074806855173,8.414722136768148,-0.0021135837259960866,5.755575068708931,0.003298747248710899,27.90555267964875,NA,NA,NA,NA,NA,NA,NA,NA,1.531388888888889,16.88722222222222,24.539215687058824,9.760980392156863,3.959607843137255,47.55490196078431,0.5343749999999999,0.6091085626848094,1.5891624158047063e-4,0.0010776222423649405,149.93,NA,NA,NA,NA
A,pulsed,2020-06-30,181,PULSE1,PULSE1,6,2.756901770036289,6.501396784691289,-0.0019441720443919422,4.8506482985028745,0.0029560485170116867,24.62299947511166,0.0012460070727672366,-3.280303668009849,-3.279057660937082,50.65,0,0.30243,0.06865,NA,1.4957857142857143,16.580000000000002,25.0077777776,12.709,2.7772,33.652,0.3875,0.4416927589059437,NA,NA,149.11,NA,18429.775,13.207711365702053,18.429775000000003
A,pulsed,2020-07-01,182,PULSE1,PULSE1,6,2.4345716445506054,9.411450626506763,-0.002126646487130243,4.079496706482242,0.002785232678570957,29.95150606487408,NA,NA,NA,NA,NA,NA,NA,NA,0.99427807486631,11.214705882352941,25.34027777875,9.215681818181817,1.94,23.652272727272727,0.701875,0.8000338197602819,NA,NA,149.14,NA,NA,NA,NA
A,pulsed,2020-07-02,183,PULSE1,PULSE1,6,2.8319154809423246,13.361290755467797,-0.002642867446503187,5.11093419062338,0.001771902429138967,37.95362754048521,2.6042566189679865,-6.999751736797715,-4.395495117829729,47.9,0,0.42773,0,0.00965,1.5705882352941176,17.655882352941177,24.95925925711111,14.843111111111112,3.352,40.56444444444445,0.23020833333333335,0.26240349386616546,NA,NA,145.25,NA,22029.775,19.752239737125848,22.029775
A,pulsed,2020-07-03,184,PULSE1,PULSE1,6,5.896023777356424,25.95493952368273,-0.0032826579906746578,10.78009511479646,7.361276395006572e-4,61.7811000135938,0.2264109919001936,-1.8005257578694454,-1.5741147659692518,NA,NA,NA,NA,NA,1.425859649122807,15.941929824561404,24.70729684850746,10.119104477611941,2.5291044776119405,30.476119402985073,0.17729166666666668,0.20208631066073016,NA,NA,152.63,NA,NA,NA,NA
A,pulsed,2020-07-04,185,PULSE1,PULSE1,6,3.2428860076119603,34.10933822438419,-0.002436122615838701,5.843152505244799,0.002366777239711433,75.37746943032766,NA,NA,NA,49.25,0.7,0.47162,0.20554,NA,1.509736842105263,16.776315789473685,25.339285712857144,8.525238095238095,2.7452380952380953,33.46666666666667,0.17791666666666667,0.2027987183363849,NA,NA,153.51,NA,14729.775,21.182056829153247,14.729775
A,pulsed,2020-07-05,186,PULSE1,PULSE1,6,5.279258511934661,22.971503353794056,-0.0018719423233590636,9.55087816915053,0.003186192831963698,55.226039156064864,0.864938850452083,-4.483577272244832,-3.6186384217927494,NA,NA,NA,NA,NA,2.141239316239316,23.838034188034186,25.394335509803923,12.076862745098039,2.5533333333333332,31.152941176470588,0.14583333333333334,0.1662284576527745,NA,NA,154.35,NA,NA,NA,NA
A,pulsed,2020-07-06,187,PULSE1,PULSE1,7,7.125157661211791,28.874621103680827,-0.0018832205847211195,12.77206315725514,0.0030562818454199707,63.83837806280942,4.083457359369902,-6.637594822279079,-2.5541374629091766,NA,NA,NA,NA,NA,3.3979999999999997,38.84777777777778,25.815972221458335,7.4175,3.033125,37.2875,0.13541666666666666,0.15435499639186204,NA,NA,156.04,NA,NA,NA,NA
A,pulsed,2020-07-07,188,PULSE1,PULSE1,7,8.715061014640968,40.8130333057833,-0.0030599474931475713,15.532764782552993,-2.5604645929061206e-4,86.2549868627289,2.074904087957072,-5.317556901545984,-3.2426528135889123,55.9,0.15,0.41786,0.121505,NA,2.1469345238095237,23.82142857142857,25.63737374,14.442181818181819,3.2616363636363634,39.972727272727276,0.178125,0.20303618756160316,NA,NA,136.91,NA,17929.775,16.534883593160163,17.929775000000003
A,pulsed,2020-07-08,189,PULSE1,PULSE1,7,7.130117594653367,31.18217526805013,-0.002722702030857877,12.550558359793987,8.167943771965091e-4,69.4457237639927,1.358236861067112,-4.607074354379385,-3.2488374933122732,NA,NA,NA,NA,NA,2.0822631578947366,23.423684210526318,26.4302832227451,17.66549019607843,3.215098039215686,39.970588235294116,0.12583333333333332,0.14343141203182258,1.8754359978356616e-4,0.005508837961686808,136.8,NA,NA,NA,NA
A,pulsed,2020-07-09,190,PULSE1,PULSE1,7,4.9903806381525895,48.183759194132456,-0.0031132822940100227,8.51884453252841,-1.4270067150848803e-4,96.43352180955519,1.3739481447282245,-4.473869190912966,-3.0999210461847415,77.05,1,0.694305,0.2578,0.0085,3.152974358974359,35.940769230769234,26.716216217297298,64.6618918918919,3.8464864864864867,48.08378378378379,0.3358333333333333,0.3828003910518179,NA,NA,143.79,NA,22529.775,19.932409435295273,22.529775
A,pulsed,2020-07-10,191,PULSE1,PULSE1,7,7.172609277877557,32.30927059843198,-0.0029050574142723174,12.174583888915699,2.007096809305665e-4,69.82649724539564,NA,NA,NA,NA,NA,NA,NA,NA,2.7024999999999997,30.608333333333334,26.81597222,16.700208333333332,4.402916666666667,55.141666666666666,0.314375,0.3583410608543382,NA,NA,145.66,NA,NA,NA,NA
A,pulsed,2020-07-11,192,PULSE1,PULSE1,7,22.780676166560056,62.65123327853357,-0.002937337785164303,41.14300118022031,0.0016697507064093865,127.47271008487724,4.899771542469827,-6.19793672155501,-1.2981651790851831,129.8,1.6,0.27313,0.22823,NA,2.495697916666667,28.397083333333335,25.05357142797619,29.553214285714287,3.6510714285714285,44.29642857142857,0.19854166666666667,0.22630817163299158,NA,NA,144.69,NA,22729.775,4.654541019467132,22.729775
A,pulsed,2020-07-12,193,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,1.6538090352075554,-4.20275061325324,-2.5489415780456848,NA,NA,NA,NA,NA,4.422402597402598,50.63982683982684,26.48015873,15.662857142857144,5.9246428571428575,73.78571428571429,0.25104166666666666,0.2861504163879904,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-07-13,194,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,3.908391408224457,-6.667000797944048,-2.7586093897195916,NA,NA,NA,NA,NA,3.230135600516573,36.734287559190705,25.21059431534884,37.40441860465116,5.172558139534884,62.906976744186046,0.25083333333333335,0.28591294716277216,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-07-14,195,PULSE1,PULSE1,8,13.257865291103151,75.44289944541468,-0.002813686267531329,22.2250832696327,0.0019278360674142327,140.25167809492848,6.237835383007791,-6.578731686778639,-0.34089630377084745,152.85,4.25,0.58084,0.237585,NA,4.890227272727273,57.15227272727273,25.333333332307692,27.01,5.479615384615385,66.80384615384615,0.6083333333333333,0.693410137637288,NA,NA,148.86,NA,22929.775,8.40568717730499,22.929775000000003
A,pulsed,2020-07-15,196,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,8.498391332438205,-11.317769947721954,-2.8193786152837497,NA,NA,NA,NA,NA,4.6899999999999995,54.4375,24.938697314137933,16.17551724137931,5.558620689655172,67.2448275862069,0.48104166666666665,0.5483164410289376,2.096690102020959e-4,0.009908355618755168,NA,NA,NA,NA,NA
A,pulsed,2020-07-16,197,PULSE1,PULSE1,8,16.468423622614157,89.18741591244316,-0.0020850990306592147,30.64018544885828,0.0030995395465253876,179.82947375560795,4.322675636850656,-9.682858943441417,-5.360183306590761,144.1,2.2,0.5177,0.119805,0.00845,4.245606060606061,49.67020202020202,23.91214470162791,18.275581395348837,5.155581395348837,61.188372093023254,0.17729166666666668,0.20208631066073016,NA,NA,143.33,NA,18629.775,7.946874122850648,18.629775000000002
A,pulsed,2020-07-17,198,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,7.826003870866419,-5.242771792395893,2.583232078470526,NA,NA,NA,NA,NA,5.349,62.06,23.8588342447541,48.46311475409836,6.982131147540984,82.83770491803278,0.052083333333333336,0.05936730630456232,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-07-18,199,PULSE1,PULSE1,8,1.5501294251813758,36.76327874848641,-0.0013276949869844633,2.787692860387227,0.00449155720976381,78.53224797823763,7.363810721191737,-7.19270151342463,0.17110920776710703,134.35,2.75,0.38733,0.1476,NA,5.8914285714285715,68.60714285714286,24.880952379761904,41.10738095238095,6.965952380952381,84.22857142857143,0.31375,0.3576286531786834,NA,NA,145.23,NA,15529.775,6.377135058697892,15.529774999999999
A,pulsed,2020-07-19,200,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,6.693909731154949,-7.829610248822865,-1.1357005176679165,NA,NA,NA,NA,NA,5.4391875,63.609375,26.074879227536233,30.232898550724638,6.851594202898551,84.66956521739131,0.80625,0.9190059015946247,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-07-20,201,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,5.922391866051343,-7.322310436765809,-1.3999185707144663,NA,NA,NA,NA,NA,6.974345238095238,81.53571428571428,27.94287949915493,8.144788732394366,7.384366197183098,94.37042253521126,0.31395833333333334,0.3578661224039017,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-07-21,202,PULSE1,PULSE1,9,5.908033553629048,27.891190344744626,-0.002520707201270827,10.635284589343081,0.002123825641597512,69.46160500530287,2.52533510708881,-5.826589273382681,-3.3012541662938713,140.2,4.25,0.860925,0.197735,NA,5.443928571428572,63.98809523809524,25.88888889,20.098048780487805,6.511463414634147,80.14146341463415,0.052083333333333336,0.05936730630456232,NA,NA,150.67,6.69,27629.775,13.583117432716495,27.629775000000002
A,pulsed,2020-07-22,203,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,2.327343636139887,-3.988150133501522,-1.660806497361635,NA,NA,NA,NA,NA,5.516333333333334,64.14571428571429,24.86904761857143,23.499285714285715,6.605714285714286,79.82857142857142,0.178125,0.20303618756160316,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-07-23,204,PULSE1,PULSE1,9,11.01920501926845,57.30583782958438,-0.0026144114383012274,19.42173033452239,0.0019679015671633052,124.98309931847204,6.173368422654849,-6.367229448450889,-0.19386102579604003,169.75,1.95,0.8262,0.121285,0.02395,5.959090909090909,69.625,26.127192982105264,13.3475,6.535131578947368,80.87368421052632,0.21916666666666668,0.24981762492959825,1.6555168858324004e-4,8.349242373673593e-4,153.05,6.97,21529.775,10.76607887991169,21.529775
A,pulsed,2020-07-24,205,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,9.153107872876573,-10.775621058172476,-1.6225131852959027,NA,NA,NA,NA,NA,5.5569827586206895,65.18258620689656,24.64646464818182,12.498787878787878,6.208484848484849,74.71515151515152,0.4085416666666667,0.46567715065298687,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-07-25,206,PULSE1,PULSE1,9,4.5739637567661,59.30035839268304,-0.0022756671660443353,7.849034190134327,0.0026762585091788505,114.49364680869161,7.730110934042258,-9.208523026491275,-1.478412092449017,93.35,0.7,0.77441,0.135805,NA,5.5633333333333335,65.1625,25.191666667,9.47575,6.2185,75.62,0.5666666666666667,0.6459162925936381,NA,NA,155.16,6.84,19829.775,18.35011455873131,19.829775
A,pulsed,2020-07-26,207,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,8.039909136254744,-10.06563398388858,-2.0257248476338354,NA,NA,NA,NA,NA,4.540978260869565,53.245923913043484,26.50284900307692,13.243589743589743,5.345897435897436,66.58974358974359,0.4825,0.5499787256054653,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-07-27,208,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,4.901711565095333,-12.209582122572982,-7.307870557477649,NA,NA,NA,NA,NA,4.357125,50.9875,26.923611109166668,10.919375,5.517708333333333,69.22708333333334,0.1775,0.2023237798859484,NA,NA,NA,NA,NA,NA,NA
A,pulsed,2020-07-28,209,PULSE1,PULSE1,10,11.745054157409585,84.60274879544397,-0.0022035055171521953,20.776979053659485,0.0025656410869334457,164.9862532254072,3.7046535815323134,-4.588728871673509,-0.8840752901411957,92.85,0.55,0.788245,0.303715,NA,5.482818181818182,64.55045454545454,25.997863247692308,11.935576923076923,6.414807692307693,79.14615384615385,0.20875,0.2379441636686858,NA,NA,157.34,6.6,31529.775,18.778524551115805,31.529775
A,pulsed,2020-07-29,210,PULSE1,PULSE1,NA,NA,NA,NA,NA,NA,NA,6.33097202685838,-8.207889940602637,-1.8769179137442578,85.7,0,0.5307,0.036837,NA,6.055909090909092,72.64136363636364,25.48148148,6.832083333333333,6.745833333333334,82.45833333333333,0.5345833333333333,0.6093460319100277,1.7575400202834716e-4,0.005956314861435515,NA,NA,18229.775,13.697787214232154,18.229775
