sample_id,ch4_ppm,co2_ppm,n2o_ppm,data_flag,notes_gc
E20D174R2,15.15223246,241.7751653,0,,
E20D174R3,15.7944039,271.2200996,0,,
E20E174R1,20.2595785,242.2084302,0,,
E20E174R2,22.23217831,224.2587683,0,,
E20E174R3,18.34679676,224.3749494,0,,
E20F174R1,18.02093956,250.4640082,0,,
E20F174R2,20.73975235,239.1152063,0,,
E20F174R3,19.105113,234.6589331,0,,
E20A181R1,15.68253753,349.4494025,0,,
E20A181R2,22.50644723,411.842512,0,,
E20A181R3,10.14010886,383.6332698,0,,
E20B181R1,12.36926505,263.7402852,0,,
E20B181R2,11.77392769,255.4627477,0,,
E20B181R3,12.86754158,268.2887515,0,,
E20C181R1,16.19494462,241.9391607,0,,
E20C181R2,13.86108318,223.6587147,0,,
E20C181R3,13.06027336,222.6479225,0,,
E20D181R1,12.18070295,291.471307,0,,
E20D181R2,13.39894387,243.8592095,0,,
E20D181R3,12.64562205,298.812073,0,,
E20E181R1,14.7293028,229.3494469,0,,
E20E181R2,14.94635771,233.4047225,0,,
E20E181R3,25.86581781,296.6367848,0,,
E20F181R1,18.88392364,293.5588822,0,,
E20F181R2,12.60068218,227.5756267,0,,
E20F181R3,15.33645425,252.0575495,0,,
E20A188R1,80.98488611,896.9101903,0,,
E20A188R2,51.4076196,562.4357387,0,,
E20A188R3,130.9312713,1008.920888,0,,
E20B188R1,66.15416216,597.3319237,0,,
E20B188R2,73.55587935,655.5098782,0,,
E20B188R3,108.6652964,812.4280577,0,,
E20C188R1,107.5101151,663.7210866,0,,
E20C188R2,130.9030567,825.4229673,0,,
E20C188R3,97.18563888,649.9676459,0,,
E20D188R1,164.5446187,944.5997233,0,,
E20D188R2,86.07184662,566.1888627,0,,
E20D188R3,113.7957352,664.2132424,0,,
E20E188R1,205.3702751,1011.874047,0,,
E20E188R2,173.5998987,801.7336485,0,,
E20E188R3,83.63451816,520.4841986,0,,
E20F188R1,145.1882205,861.0740493,0,,
E20F188R2,174.6128504,951.1061458,0,,
E20F188R3,102.0133485,621.6503851,0,,
E20A195R1,106.9880023,897.7735452,0,,
E20A195R2,149.5818507,1029.168401,0,,
E20A195R3,224.9409635,1607.903674,0,,
E20B195R1,56.79473087,622.8396705,0,,
E20B195R2,67.59473935,814.9472724,0,,
E20B195R3,8.823676715,404.2382384,0.271915872,1,
E20C195R1,9.002361409,402.5995455,0.270803711,1,
E20C195R2,103.271731,633.9694621,0,,
E20C195R3,64.99709903,510.1849086,0,,
E20D195R1,110.7984766,946.0130274,0,,
E20D195R2,80.6343244,860.3353984,0,,
E20D195R3,140.8818503,1185.076957,0,,
E20E195R1,297.2191541,1267.700168,0,,
E20E195R2,200.8645896,909.7190235,0,,
E20E195R3,257.6969696,1160.95217,0,,
E20F195R1,133.5784606,965.2131071,0,,
E20F195R2,164.4640638,979.538735,0,,
E20F195R3,178.1346003,1108.793139,0,,
E20A203R1,10.61534351,274.3467339,0,,
E20A203R2,15.30651725,387.2227574,0,,
E20A203R3,15.64547956,365.3608609,0,,
E20B203R1,13.44280217,257.6087987,0,,
E20B203R2,14.10062473,318.4214966,0,,
E20B203R3,17.86872114,374.4693747,0,,
E20C203R1,19.17974512,374.8370514,0,,
E20C203R2,26.00797574,377.5603918,0,,
E20C203R3,20.216272,343.053913,0,,
E20D203R1,22.74774516,358.6172914,0,,
E20D203R2,20.3648424,382.8543679,0,,
E20D203R3,23.30528849,414.0030341,0,,
E20E203R1,23.09756721,418.3606599,0,,
E20E203R2,27.21848941,454.4751333,0,,
E20E203R3,14.83538967,356.4829014,0,,
E20F203R1,22.45522553,354.2153004,0,,
E20F203R2,17.73540058,309.4775583,0,,
E20F203R3,20.76642147,372.9378789,0,,
E20A210R1,107.8028665,1172.140358,0,,
E20A210R2,134.1092567,1486.830921,0,,
E20A210R3,123.5221507,1440.902187,0,,
E20B210R1,70.20416269,761.3935624,0,,
E20B210R2,59.62558652,721.0555232,0,,
E20B210R3,85.32313282,973.2736875,0,,
E20C210R1,44.3150415,561.4964552,0,,
E20C210R2,34.0400804,548.9971684,0,,
E20C210R3,59.57556034,782.4501066,0,,
E20D210R1,113.0344055,934.3488546,0,,
E20D210R2,110.2006648,949.4063374,0,,
E20D210R3,84.85399336,704.9049065,0,,
E20E210R1,131.8963478,1030.818429,0,,
E20E210R2,136.5674553,1043.412295,0,,
E20E210R3,80.61606179,737.95349,0,,
E20F210R1,49.58876845,541.1335974,0,,
E20F210R2,80.50563535,815.1729117,0,,
E20F210R3,117.5399886,990.9573167,0,,
E20A216R1,19.02943975,431.0044705,0,,
E20A216R2,26.48111881,412.1696084,0,,
E20A216R3,39.93560448,565.7964386,0,,
E20B216R1,32.43561404,431.5088941,0,,
E20B216R2,26.9968311,383.1319545,0,,
E20B216R3,26.7477695,409.578381,0,,
E20C216R1,32.1574718,512.9925143,0,,
E20C216R2,7.781330256,438.6693344,0.265350852,1,
E20C216R3,34.22712207,470.9168808,0,,
E20D216R1,47.75243317,595.2528899,0,,
E20D216R2,43.53269183,687.2826948,0,,
E20D216R3,33.57984335,488.006648,0,,
E20E216R1,105.0105685,1023.683642,0,,
E20E216R2,109.9932075,967.7232844,0,,
E20E216R3,114.4523951,986.0520164,0,,
E20F216R1,51.78830983,658.5436285,0,,
E20F216R2,67.01976322,742.7604729,0,,
E20F216R3,55.15134494,618.0836353,0,,
E20A223R1,22.35798975,369.4379574,0,,
E20A223R2,24.00342359,447.4204839,0,,
E20A223R3,27.15043078,422.2135988,0,,
E20B223R1,13.15068252,278.9504137,0,,
E20B223R2,14.0383725,315.3440105,0,,
E20B223R3,12.8223976,291.0864968,0,,
E20C223R1,17.27546937,469.1608503,0,,
E20C223R2,22.92942249,339.2370755,0,,
E20C223R3,13.84781631,323.6763517,0,,
E20D223R1,29.02674891,453.3928854,0,,
E20D223R2,26.42310987,407.4833542,0,,
E20D223R3,27.18627798,455.2385959,0,,
E20E223R1,28.38385761,402.5149578,0,,
E20E223R2,21.75731324,372.7714535,0,,
E20E223R3,24.49019089,417.2282068,0,,
E20F223R1,25.73234368,360.530318,0,,
E20F223R2,304.0382452,792.5598604,0,,
E20F223R3,38.17462525,408.5909229,0,,
E20A230R1,18.0745764,593.5927246,0,,
E20A230R2,25.65354444,493.6807004,0,,
E20A230R3,21.71490889,443.1427722,0,,
E20B230R1,14.77583385,265.8171421,0,,
E20B230R2,14.08700785,411.8570976,0,,
E20B230R3,18.27454296,330.3362161,0,,
E20C230R1,26.79617692,417.8941055,0,,
E20C230R2,28.6010516,341.9479232,0,,
E20C230R3,19.36353735,315.1181808,0,,
E20D230R1,26.10217531,470.2062654,0,,
E20D230R2,13.1154056,303.7063333,0,,
E20D230R3,26.22003796,507.4233674,0,,
E20E230R1,35.33851329,333.1036112,0,,
E20E230R2,30.8002133,327.2618287,0,,
E20E230R3,35.56365212,384.5536523,0,,
E20F230R1,18.07834047,364.9935722,0,,
E20F230R2,21.55446513,480.8655243,0,,
E20F230R3,10.13778583,426.447344,0.272076619,1,
E20A243R1,19.72574359,518.0969221,0,,
E20A243R2,18.76620155,524.0025707,0,,
E20A243R3,33.06525013,620.3539613,0,,
E20B243R1,10.38650122,449.7325432,0,,
E20B243R2,12.31459064,456.3798669,0,,
E20B243R3,11.16522564,467.4219323,0,,
E20C243R1,26.74871924,482.8473482,0,,
E20C243R2,34.11603043,511.1700761,0,,
E20C243R3,24.83153102,496.7209985,0,,
E20D243R1,18.73018021,526.7129249,0,,
E20D243R2,20.2516077,526.4998912,0,,
E20D243R3,19.85869076,543.9233927,0,,
E20E243R1,16.85019823,480.7978552,0,,
E20E243R2,17.8661421,493.125038,0,,
E20E243R3,19.76081699,497.030985,0,,
E20F243R1,12.58001101,476.8746605,0,,
E20F243R2,17.38411975,506.1444448,0,,
E20F243R3,17.5308119,492.4908494,0,,
