sample_id,ch4_ppm,co2_ppm,n2o_ppm,data_flag,notes_gc
E20F175,296.138194,75.93766452,0.257034826,,
E20Y176,7.262298737,439.1013871,0.297975486,,
E20Y176,6.699031299,450.9613007,0.303287256,,
E20Y176,6.615937714,439.528779,0.298058704,,
E20A176,1618.667794,887.2076104,0.22503217,,
E20A176,1552.992208,801.8017692,0.228081302,,
E20B176,241.4279346,131.5747242,0.248561376,,
E20B176,233.9918734,126.3768123,0.247380101,,
E20C176,172.0027944,0,0.278395159,,
E20C176,174.6618701,0,0.2777686,,
E20D176,580.3254473,77.86832494,0.233359009,,
E20D176,507.0136165,0,0.237462767,,
E20E176,32.23518577,325.0451921,0.280120708,1,
E20E176,116.3875068,0,0.260498911,,
E20F176,443.6276094,76.74433038,0.23762922,,
E20F176,450.0571894,81.96571018,0.238867821,,
E20Y177,7.702544061,420.8952821,0.280447905,,
E20Y177,7.702544061,420.4563082,0.281543601,,
E20Y177,7.730155754,418.2112402,0.287847788,,
E20A177,861.6377902,610.2229005,0.213822067,,
E20A177,821.918717,515.8682684,0.213359981,,
E20B177,142.1557137,129.3487047,0.247929496,,
E20B177,132.1073776,123.5556604,0.248413212,,
E20C177,96.55302951,0,0.279429869,,
E20C177,96.28805006,0,0.28141996,,
E20D177,197.162848,0,0.255243667,,
E20D177,192.03473,0,0.253553163,,
E20E177,50.31063571,0,0.269779047,,
E20E177,49.43657478,0,0.272309057,,
E20F177,137.126441,0,0.258974893,,
E20F177,131.4569946,0,0.260822388,,
E20Y178,7.703472185,422.6250749,0.291617354,,
E20Y178,7.703472185,426.683784,0.295023313,,
E20Y178,7.618316794,423.3648268,0.294210761,,
E20A178,317.9475333,397.8311443,0.238735581,,
E20A178,294.2497392,367.2910541,0.238252001,,
E20B178,53.74283883,114.6671104,0.258622603,,
E20B178,52.46388374,112.6688791,0.261888632,,
E20C178,95.67038344,0,0.275301756,,
E20C178,95.72119824,0,0.274665603,,
E20D178,104.7395486,0,0.267389425,,
E20D178,100.6121805,0,0.265197087,,
E20E178,321.9052867,0,0.262642474,,
E20E178,387.2422107,0,0.262674945,,
E20F178,136.5326736,96.96303666,0.291141006,,
E20F178,162.2997204,0,0.261216933,,
E20Y179,7.647552705,401.2091723,0.283181916,,
E20Y179,7.680965174,419.7332637,0.287798409,,
E20Y179,7.723890916,413.7435827,0.282858243,,
E20A179,275.55175,492.8759989,0.235136035,,
E20A179,292.7995452,656.0422344,0.212918478,,
E20B179,64.69609604,103.1441315,0.266669585,,
E20B179,66.68390594,91.86625426,0.269205659,,
E20C179,73.614209,0,0.28718322,,
E20C179,85.68678394,0,0.29058545,,
E20D179,74.6562604,0,0.275183599,,
E20D179,10.14699105,387.013953,0.281727073,1,
E20E179,97.38114829,0,0.27761807,,
E20E179,90.04641513,0,0.279233257,,
E20F179,97.53475283,0,0.274556739,,
E20F179,125.756224,0,0.270820382,,
E20Y180,7.637343339,390.4783415,0.288067609,,
E20Y180,7.649176922,408.8696359,0.288116315,,
E20Y180,7.651497232,402.6915366,0.285396707,,
E20A180,287.7524061,691.0798362,0.20569029,,
E20A180,268.6476665,646.2709645,0.20816584,,
E20B180,58.99254108,131.0602376,0.228653962,,
E20B180,57.51566352,134.042227,0.230675989,,
E20C180,132.0906713,0,0.257384002,,
E20C180,129.5896088,0,0.261343661,,
E20D180,150.4014008,0,0.237712867,,
E20D180,150.560342,0,0.235629561,,
E20E180,81.75571409,0,0.251343124,,
E20E180,75.37718084,0,0.248016344,,
E20F180,132.230354,0,0.236733842,,
E20F180,132.932944,0,0.239535594,,
E20Y181,7.362640013,416.343288,0.266925448,,
E20Y181,7.778681219,385.3964788,0.267007673,,
E20Y181,7.531511972,389.882506,0.268654305,,
E20A181,236.0736483,581.1979169,0.193717984,,
E20A181,235.8772101,641.4532324,0.189535166,,
E20B181,50.97793525,115.9309564,0.226820768,,
E20B181,48.34362534,124.5752859,0.227521714,,
E20C181,103.8510739,78.10926832,0.253194626,,
E20C181,112.4255534,0,0.239740623,,
E20D181,118.128283,0,0.2203604,,
E20D181,101.381003,0,0.222153326,,
E20E181,56.31025847,0,0.237562848,,
E20E181,55.10846461,0,0.239079446,,
E20F181,108.5222715,73.50959259,0.225122082,,
E20F181,92.07289178,0,0.228234487,,
E20Y182,7.454372929,432.546696,0.268445693,,
E20Y182,7.564406099,430.744573,0.268252003,,
E20Y182,8.353401837,432.2359471,0.268514639,,
E20A182,202.8640162,787.3560376,0.185576589,,
E20A182,197.3111633,669.4592196,0.192721654,,
E20B182,57.09184145,134.1870535,0.221439406,,
E20B182,60.38959345,131.1688087,0.219600087,,
E20C182,126.8781207,0,0.238559826,,
E20C182,131.2219986,0,0.238727696,,
E20D182,107.6677192,0,0.230252759,,
E20D182,8.730757696,421.8829823,0.269359634,1,
E20E182,59.94274296,0,0.243815794,,
E20E182,59.77711408,0,0.240949631,,
E20F182,68.36062791,0,0.234160714,,
E20F182,71.70262483,0,0.231396809,,
E20Y183,7.392291057,422.0419402,0.273139742,,
E20Y183,7.392986003,416.7052972,0.272566803,,
E20Y183,7.444180383,416.6192937,0.269543405,,
E20A183,248.0686537,868.4929849,0.165945606,,
E20A183,8.544048781,445.410019,0.270994239,1,
E20B183,110.7289578,199.8587872,0.18953176,,
E20B183,111.8086727,231.5613206,0.191251216,,
E20C183,147.3102379,78.66753486,0.225598627,,
E20C183,151.4342811,0,0.228269847,,
E20D183,206.8328547,0,0.202341877,,
E20D183,210.9969731,97.74551637,0.198879596,,
E20E183,81.41612139,0,0.218366209,,
E20E183,78.6171092,0,0.221225099,,
E20F183,47.98503303,75.68331904,0.22243239,,
E20F183,45.56708309,72.64969359,0.221658232,,
E20Y184,7.398313925,447.9071457,0.2749755,,
E20Y184,7.557919933,424.6816907,0.278816972,,
E20Y184,7.64386163,425.8888872,0.275142449,,
E20A184,539.0528764,1222.274515,0.144342155,,
E20A184,491.1550902,1406.233347,0.142444584,,
E20B184,69.82441653,205.1553938,0.197040721,,
E20B184,74.87366495,201.253508,0.198892768,,
E20C184,175.5878358,72.73063234,0.247611605,,
E20C184,162.3880252,0,0.242404742,,
E20D184,268.5830062,73.25745028,0.203692981,,
E20D184,293.8097897,81.10975313,0.204740578,,
E20E184,61.47533128,0,0.235287311,,
E20E184,64.65285756,0,0.234577631,,
E20F184,55.55955469,0,0.249461591,,
E20F184,55.22305571,60.92593187,0.246570462,,
E20Y185,16.03956759,430.1195794,0.284775025,,
E20Y185,16.18940575,425.6722142,0.283531041,,
E20Y185,16.30774778,447.8341639,0.284389905,,
E20A185,271.9235347,1700.99971,0.189840828,,
E20A185,310.6549609,1471.468388,0.18355625,,
E20B185,61.84395681,183.1825809,0.219665265,,
E20B185,54.9062418,195.7121877,0.223362819,,
E20C185,182.0011882,0,0.24832096,,
E20C185,194.9321978,0,0.249965966,,
E20D185,215.3250086,60.62088919,0.241521669,,
E20D185,155.8316186,0,0.242666754,,
E20E185,63.14340332,0,0.256945688,,
E20E185,65.02853868,0,0.255200038,,
E20F185,55.79762829,0,0.247630679,,
E20F185,55.20730765,0,0.251392605,,
E20Y186,16.37490863,410.1249998,0.278998816,,
E20Y186,16.33739119,443.9543612,0.279373565,,
E20Y186,16.25911407,409.9022365,0.278397706,,
E20A186,482.0552202,1435.230708,0.193738062,,
E20A186,451.4599827,969.5294995,0.213388282,,
E20B186,76.10428794,153.7793126,0.237625773,,
E20B186,75.86158255,184.0361714,0.239107363,,
E20C186,157.8686764,0,0.256755855,,
E20C186,172.7906576,0,0.254087579,,
E20D186,205.0063242,0,0.241685228,,
E20D186,245.739375,60.5773489,0.234443883,,
E20E186,66.59709173,0,0.25848772,,
E20E186,62.87545471,0,0.257157093,,
E20F186,68.93035203,0,0.250639412,,
E20F186,16.90524769,455.0184568,0.271823021,1,
E20Y187,16.1201606,389.1835813,0.276400403,,
E20Y187,17.03285329,367.657989,0.275635264,,
E20Y187,16.51316733,377.2075507,0.276150069,,
E20A187,617.1615287,1381.223692,0.203707683,,
E20A187,623.5582516,1336.478493,0.197594552,,
E20B187,95.58301651,145.4334405,0.235311178,,
E20B187,85.64900157,202.4824443,0.244233274,,
E20C187,152.2535668,0,0.255326417,,
E20C187,154.2887719,0,0.25291859,,
E20D187,193.9634606,0,0.233581542,,
E20D187,162.4191709,0,0.241079498,,
E20E187,65.84790096,0,0.251761298,,
E20E187,63.95859699,0,0.258077745,,
E20F187,106.1958191,0,0.245263477,,
E20F187,111.0381159,0,0.245382647,,
E20Y188,7.479046723,383.1357796,0.199289465,,
E20Y188,7.352774654,406.901202,0.221321541,,
E20Y188,7.399259427,472.7513772,0.229793444,,
E20A188,741.945627,1795.919015,0.09477612,,
E20A188,8.661748854,420.3142834,0.19789898,1,
E20B188,82.98373134,296.7039527,0.127888165,,
E20B188,86.01611115,272.5443124,0.128663182,,
E20C188,168.9058617,80.59614719,0.170713093,,
E20C188,167.9130302,78.52979784,0.172646535,,
E20D188,146.4329023,105.4225719,0.16036342,,
E20D188,146.8036242,90.15289967,0.164604837,,
E20E188,41.55701057,76.05331246,0.18907034,,
E20E188,38.26931141,61.1323416,0.192274132,,
E20F188,97.06260456,73.05868067,0.187209734,,
E20F188,98.33133821,97.33360192,0.191056308,,
E20Y189,7.330341704,449.5574524,0.23984984,,
E20Y189,7.356243667,446.3136216,0.242506173,,
E20Y189,7.319240862,483.2667565,0.240602317,,
E20A189,593.7297382,1553.017153,0.133793527,,
E20A189,611.8680503,1472.542772,0.132158581,,
E20B189,93.64308291,318.4608316,0.168099318,,
E20B189,93.85469269,259.8196351,0.166071268,,
E20C189,153.5830004,68.25660848,0.196321792,,
E20C189,163.6491508,78.74677197,0.19633006,,
E20D189,131.9446856,59.87040584,0.1760048,,
E20D189,132.388488,105.0197587,0.174339947,,
E20E189,41.49133059,78.96168117,0.20293968,,
E20E189,41.50936946,62.24355702,0.198317495,,
E20F189,96.24461131,81.80957145,0.192766676,,
E20F189,96.30982876,60.06344521,0.193165508,,
E20Y190,7.43256195,454.354257,0.220460829,,
E20Y190,7.399259427,466.2393084,0.222659297,,
E20Y190,7.423079982,444.8297516,0.222235332,,
E20A190,385.391693,1972.817206,0.098500564,,
E20A190,438.5145377,2108.300994,0.104700682,,
E20B190,149.546457,312.0261421,0.149900722,,
E20B190,151.1581604,355.4925672,0.149457433,,
E20C190,166.6230199,102.5418993,0.172549936,,
E20C190,147.3651417,69.9664591,0.173352226,,
E20D190,204.6394698,74.30245169,0.143236056,,
E20D190,186.9997704,115.4492885,0.151566236,,
E20E190,47.62038258,0,0.182756031,,
E20E190,46.16709744,65.56783343,0.176271411,,
E20F190,82.58016951,96.07175805,0.176612577,,
E20F190,86.38220764,72.81645702,0.170824231,,
E20Y191,7.775531692,462.3404627,0.222904072,,
E20Y191,7.300045658,486.7381084,0.221047758,,
E20Y191,7.673542713,483.7739275,0.220395073,,
E20A191,574.3805093,1512.851023,0.109441912,,
E20A191,597.9036545,1561.728136,0.110222823,,
E20B191,182.4243737,456.7300718,0.134567386,,
E20B191,172.3848191,441.7284066,0.140020933,,
E20C191,164.8563673,0,0.165349722,,
E20C191,172.9074837,72.26708655,0.16263913,,
E20D191,131.9504673,82.13671415,0.138975954,,
E20D191,128.5873749,101.331966,0.141451092,,
E20E191,43.6818966,61.00310415,0.163968866,,
E20E191,41.06302313,57.84702394,0.165233466,,
E20F191,69.01269135,79.56213588,0.186619367,,
E20F191,63.08058839,83.55401809,0.20978637,,
E20Y192,7.665482579,448.3345256,0.291821648,,
E20Y192,7.104111909,441.6239004,0.29006979,,
E20Y192,9.429657789,440.0056873,0.289402866,,
E20A192,1979.384234,2682.374594,0.171550579,,
E20A192,1919.659639,2435.87721,0.173333252,,
E20B192,481.9478128,730.8554884,0.199092495,,
E20B192,513.1425242,868.8181077,0.201848719,,
E20C192,386.4024784,79.43472743,0.23105271,,
E20C192,376.5953165,70.02541692,0.2316809,,
E20D192,1275.352544,101.2806201,0.187777686,,
E20D192,1253.641493,133.8524985,0.177062421,,
E20E192,506.8168352,70.82563578,0.208338146,,
E20E192,572.5299251,75.20755266,0.20871132,,
E20F192,498.5248404,104.7223521,0.205335524,,
E20F192,8.148182452,406.1414827,0.281812848,1,
E20Y195,7.440953441,433.1862415,0.279914836,,
E20Y195,7.102563514,435.3131727,0.278488763,,
E20Y195,7.069465183,427.4673585,0.27960791,,
E20A195,938.0539901,2868.742903,0.172203764,,
E20A195,1176.041404,2748.804735,0.176138554,,
E20B195,288.8827724,596.733911,0.208436266,,
E20B195,250.0278781,635.0271798,0.210038014,,
E20C195,132.5996296,76.66798887,0.238665619,,
E20C195,137.5338269,87.06019435,0.239169842,,
E20D195,421.10204,101.5596342,0.195432125,,
E20D195,436.1652523,104.150331,0.194150454,,
E20E195,232.7517067,81.74782022,0.21450441,,
E20E195,239.8176217,88.46204817,0.218111032,,
E20F195,136.5642541,118.5283464,0.215143979,,
E20F195,122.5863429,114.272967,0.215481772,,
E20Y197,8.841165352,414.9414032,0.284080983,,
E20Y197,7.703771184,426.2842445,0.28402463,,
E20Y197,7.690583334,440.4064716,0.284461761,,
E20A197,8.854353202,411.1083898,0.280688375,1,
E20A197,1446.638347,3463.194083,0.198771255,,
E20B197,366.1534508,772.7405854,0.22530001,,
E20B197,374.2676801,818.0899754,0.219015885,,
E20C197,246.0877995,77.31302238,0.240621013,,
E20C197,246.3244867,75.79491668,0.237822199,,
E20D197,653.4775882,113.891801,0.220973052,,
E20D197,621.8730229,118.5027214,0.21884382,,
E20E197,228.475311,73.82511759,0.248215694,,
E20E197,201.6229987,82.75941011,0.24837533,,
E20F197,184.0877863,195.8080365,0.228949064,,
E20F197,219.8569357,169.5527298,0.224803808,,
E20Y199,8.189870685,402.9167623,0.289721277,,
E20Y199,8.049431657,379.3138988,0.290803257,,
E20Y199,9.240271321,378.0795802,0.288972103,,
E20A199,145.8495013,1635.275689,0.235725781,,
E20A199,132.9911168,1593.720215,0.238268025,,
E20B199,120.2433251,397.0552782,0.254757547,,
E20B199,119.6973019,391.3857836,0.255542478,,
E20C199,252.9403911,95.70584162,0.256345703,,
E20C199,247.9699601,87.77624242,0.250901095,,
E20D199,48.87554288,106.0641303,0.231527157,,
E20D199,45.30348663,112.7161356,0.235930194,,
E20E199,63.58277134,218.3176334,0.245138973,,
E20E199,50.63137778,179.0555525,0.23971148,,
E20F199,41.56739203,0,0.25134034,,
E20F199,37.40095709,68.70264665,0.250150787,,
E20Y202,7.591666312,595.4198278,0.284957942,,
E20Y202,8.805601342,614.6259891,0.287730374,,
E20Y202,7.699669296,582.5192086,0.280745734,,
E20A202,520.3967685,1456.68285,0.18200202,,
E20A202,502.2719253,1644.986752,0.183716282,,
E20B202,250.6566585,643.5815727,0.215680771,,
E20B202,242.45722,666.7060214,0.214767769,,
E20C202,323.2570963,118.6979115,0.208709587,,
E20C202,308.6117068,136.9973322,0.211616512,,
E20D202,113.7037878,97.46659772,0.19373634,,
E20D202,100.1326464,138.1910047,0.201453404,,
E20E202,84.55685857,102.4862569,0.214311451,,
E20E202,78.96637439,87.92687817,0.210471701,,
E20F202,70.24657893,204.2634072,0.212738458,,
E20F202,72.46029318,218.6541495,0.209203746,,
E20Y204,7.776331952,432.5878966,0.282165865,,
E20Y204,7.737976299,1345.641485,0.283005192,,
E20Y204,8.211876576,478.0941996,0.282133583,,
E20A204,944.5050423,2693.542865,0.179439624,,
E20A204,912.2532518,2663.514355,0.178475324,,
E20B204,462.0768704,1468.755366,0.204275399,,
E20B204,385.6407529,1509.545953,0.200928026,,
E20C204,746.580164,246.0128255,0.1993612,,
E20C204,723.1252195,283.3603777,0.19837011,,
E20D204,475.8370767,132.6906161,0.181308194,,
E20D204,482.9166986,123.7720784,0.183820194,,
E20E204,10.11302308,404.6232,0.266579496,1,vial was cracked when loaded to the GC
E20E204,192.1166082,149.279104,0.211387998,,
E20F204,217.0584119,370.4706696,0.204521482,,
E20F204,188.1766045,397.9568521,0.201886215,,
E20Y206,8.109055697,393.8867608,0.276842168,,
E20Y206,7.774483487,399.240866,0.278195045,,
E20Y206,7.485891851,403.3963277,0.275689962,,
E20A206,376.8055511,2279.905573,0.191250495,,
E20A206,379.1734351,2329.111741,0.188850594,,
E20B206,10.21954089,484.3641158,0.274317726,1,
E20B206,148.1390783,1578.776005,0.203436491,,
E20C206,852.2837248,409.8246668,0.197893829,,
E20C206,848.5311093,383.4479404,0.199987426,,
E20D206,290.8653186,139.7740037,0.200210718,,
E20D206,281.2438259,138.9284805,0.192322391,,
E20E206,58.57053952,90.64753925,0.222719675,,
E20E206,61.48071699,84.40897699,0.222082498,,
E20F206,191.7399834,487.7007599,0.20349334,,
E20F206,195.6224536,551.1605416,0.204527467,,
E20Y209,7.662685317,406.4799256,0.27740971,,
E20Y209,7.659227286,405.1690627,0.277605538,,
E20Y209,7.651158548,654.1638853,0.278839147,,
E20A209,1000.720501,3347.795965,0.189161782,,
E20A209,982.9971725,3324.278466,0.191992457,,
E20B209,324.8387696,1930.373662,0.203675816,,
