sample_id,ch4_ppm,co2_ppm,n2o_ppm,data_flag,notes_gc
E20F230X1,280.5722188,5470.655285,4.095555809,,
E20F230X2,323.6394705,5163.974281,4.223973495,,
E20F230X3,385.5230465,5764.673861,5.174619423,,
E20A243X1,342.5697604,4521.242666,1.762415085,,
E20A243X2,381.7182384,4518.428184,2.069263466,,
E20A243X3,341.0805912,4216.498679,1.890060045,,
E20B243X1,289.4424871,3677.138653,3.146654236,,
E20B243X2,301.7586746,3293.244044,3.018426102,,
E20B243X3,296.8300316,3595.732799,2.867581352,,
E20C243X1,441.3295351,4727.437483,3.34556578,,
E20C243X2,524.9884377,5773.715099,3.603093832,,
E20C243X3,0,624.9205546,0.297541153,1,
E20D243X1,446.7140402,6051.55426,4.514483497,,
E20D243X2,487.1404557,6356.995986,4.458192643,,
E20D243X3,455.0452428,5313.570256,4.588312377,,
E20E243X1,450.0292946,5202.258397,4.210705152,,
E20E243X2,491.1957536,5041.434816,4.446303177,,
E20E243X3,471.2418248,5092.68717,4.194368832,,
E20F243X1,264.960406,4218.658957,6.274768404,,
E20F243X2,323.3233553,3912.734723,5.37519099,,
E20F243X3,355.3075324,4285.8503,5.59799858,,
E20A153X1,219.4749757,3665.534962,2.048871584,,
E20A153X2,218.7399127,3485.261979,2.009252825,,
E20A153X3,259.0506048,3967.793925,2.225272456,,
E20B153X1,101.0741646,4272.923759,2.283217371,,
E20B153X2,106.1794688,3471.912864,2.292194224,,
E20B153X3,126.9959028,4124.005004,2.804480547,,
E20C153X1,131.0163372,3517.889743,9.342642673,,
E20C153X2,153.1731113,3735.324989,10.43928033,,
E20D153X1,124.4523328,2520.946583,16.49779953,,
E20D153X2,136.7951806,2548.736293,14.92056036,,
E20D153X3,117.0211357,2421.753092,15.17360874,,
E20E153X1,218.3605158,2454.996316,5.609254086,,
E20E153X2,237.41649,2736.469249,5.534697345,,
E20E153X3,236.443535,2478.935406,5.842209107,,
E20F153X1,104.2133437,2416.559481,6.697123672,,
E20F153X2,157.7627874,2555.915126,7.085720134,,
E20F153X3,196.1565734,1005.22076,8.09532504,,
E20A146X1,74.00984151,3188.240451,2.542322542,,
E20A146X2,83.69609876,3397.926212,2.560552275,,
E20A146X3,83.18731425,3542.313522,2.997422646,,
E20B146X1,142.5992614,3619.780984,5.675440704,,
E20B146X2,177.7852178,3727.79086,5.925963103,,
E20B146X3,167.2587808,3998.52898,7.59385963,,
E20C146X1,34.7777985,2605.093155,7.565195377,,
E20C146X2,51.59698344,3460.075462,8.103548315,,
E20C146X3,78.6493757,3809.86032,8.236073016,,
E20D146X1,107.0942733,3190.596276,9.871601357,,
E20D146X2,120.2492959,2895.180432,9.705061803,,
E20D146X3,112.3597764,2928.319168,9.739591604,,
E20E146X1,42.64474125,3075.962347,13.67276318,,
E20E146X2,33.46565588,3259.976482,14.65233002,,
E20E146X3,37.00430187,3208.329979,15.88796739,,
E20F146X1,46.04174464,3159.746819,19.23699943,,
E20F146X2,81.55049562,3132.653642,15.6013657,,
E20F146X3,72.03893987,3562.221721,14.60851795,,
E20A167X1,257.771357,5345.832039,1.706983576,,
E20A167X2,278.3571062,4818.462124,1.554435873,,
E20A167X3,284.3442609,5074.903285,1.755304738,,
E20B167X1,205.0273628,3944.935375,4.022647612,,
E20B167X2,239.2145641,3486.282968,4.070123874,,
E20B167X3,226.087225,4196.748266,4.656198055,,
E20C167X1,319.6621841,5194.139558,6.560683915,,
E20C167X2,370.0944744,5863.572506,6.984096333,,
E20D167X1,237.4863632,3694.80271,13.37921329,,
E20D167X2,290.627333,3743.580709,13.34400536,,
E20D167X3,307.1188854,3442.940911,12.49135211,,
E20E167X1,202.6471221,3465.739403,7.897698225,,
E20E167X2,270.2834782,3698.221505,7.967647134,,
E20E167X3,280.4672315,3821.65428,8.015042298,,
E20F167X1,242.0420406,3648.886348,7.231796483,,
E20F167X2,269.5572575,3603.109977,6.771870617,,
E20F167X3,324.438523,3893.427299,7.249906406,,
E20A195X1,285.9848423,5917.244819,2.556843881,,
E20A195X2,353.8233146,6294.368377,2.930927304,,
E20A195X3,288.8491405,5505.334095,3.388395064,,
E20B195X1,380.2024342,5506.087262,3.583780146,,
E20B195X2,359.6932848,5448.769999,3.526145817,,
E20B195X3,365.8250386,5726.160572,5.329296694,,
E20C195X1,317.0196224,5223.661248,3.429239452,,
E20C195X2,407.9756717,7985.400663,5.565306149,,
E20D195X1,187.5284546,4443.815564,5.490503248,,
E20D195X2,283.2092387,5246.673336,6.349256479,,
E20D195X3,234.9462034,4775.285163,6.136115867,,
E20E195X1,187.895059,4582.845568,4.967009631,,
E20E195X2,206.9262337,4851.823224,4.842242892,,
E20E195X3,222.9474359,4654.471664,5.176311031,,
E20F195X1,312.3964832,4495.509691,6.658270215,,
E20F195X2,333.1776293,4787.256836,6.234013356,,
E20F195X3,380.9152163,5350.531192,6.366094984,,
E20A223X1,248.702468,5884.518629,1.808671365,,
E20A223X2,238.8799436,4809.538524,1.660945432,,
E20A223X3,186.1367556,4056.822869,2.064454477,,
E20B223X1,177.3390571,4300.674505,1.869103114,,
E20B223X2,181.85415,4081.772144,2.41990393,,
E20B223X3,221.7530152,4602.24309,2.961039319,,
E20C223X1,277.0839355,5441.741336,5.059040973,,
E20C223X2,307.8996667,5471.77349,5.01338696,,
E20C223X3,280.7639553,5069.664394,5.41981268,,
E20D223X1,295.0943158,6021.204918,5.565318008,,
E20D223X2,344.1222749,6684.316347,6.502953366,,
E20E223X1,229.0625258,4463.330697,5.673765218,,
E20E223X2,303.5638444,4922.230342,6.444777597,,
E20E223X3,274.869258,4800.642482,7.084965963,,
E20F223X1,236.7846007,4602.786702,5.0714683,,
E20F223X2,248.7844433,4141.957728,4.272731611,,
E20F223X3,278.463271,4722.086356,4.578599324,,
