sample_id,ch4_ppm,co2_ppm,n2o_ppm,data_flag,notes_gc
E20E194P2,7.593946425,404.7559767,0.266920881,,
E20E194P3,8.074913777,405.3233484,0.270959578,,
E20F194P1,8.410526222,406.8549753,0.272293726,,
E20F194P2,7.507613016,405.4949713,0.272460416,,
E20F194P3,7.636765943,413.2861578,0.270854963,,
E20A195P1,2796.020688,2336.262345,0.202563028,,
E20A195P2,3511.903559,2350.965071,0.206214718,,
E20A195P3,5905.171181,2969.850796,0.168203793,,
E20B195P1,3047.678638,694.6493667,0.222702095,,
E20B195P2,4149.460271,663.9134727,0.215692018,,
E20B195P3,4102.729826,568.9934325,0.215806109,,
E20C195P1,2197.176292,187.4865583,0.229614674,,
E20C195P2,897.0055791,169.8806369,0.250256449,,
E20C195P3,1776.239591,139.3991684,0.233716593,,
E20D195P1,3903.326922,108.6615207,0.184830614,,
E20D195P2,2920.310413,112.4500986,0.210647449,,
E20D195P3,2935.239984,134.323327,0.237451184,,
E20E195P1,2610.696496,173.4615451,0.260218191,,
E20E195P2,4253.444658,150.5569427,0.251182746,,
E20E195P3,1684.799339,142.5807111,0.256424281,,
E20F195P1,1485.153577,164.1124496,0.249260743,,
E20F195P2,2487.242725,101.552989,0.242142866,,
E20F195P3,2272.021418,123.173168,0.244164446,,
E20A201P1,8.146019954,422.2074871,0.273932346,,
E20A201P2,7.830105447,391.1573451,0.277813502,,
E20A201P3,7.693193742,410.0635186,0.276551898,,
E20B201P1,7.773213083,404.9285954,0.27844961,,
E20B201P2,7.751704994,410.0658291,0.277590928,,
E20B201P3,7.735053571,416.0684691,0.276963304,,
E20C201P1,7.744998171,409.3762768,0.277641184,,
E20C201P2,7.779457367,367.5706464,0.276116578,,
E20C201P3,7.80605339,393.8190268,0.277923506,,
E20D201P1,9.623833792,382.3445069,0.276091488,,
E20D201P2,7.883297494,435.1845385,0.272748979,,
E20D201P3,7.639539155,401.8187338,0.270928312,,
E20E201P1,7.696200249,436.5728927,0.273975676,,
E20E201P2,7.839872945,349.9163949,0.231509517,,
E20E201P3,8.288125767,387.7055738,0.25436854,,
E20F201P1,7.620598755,433.4466727,0.277148863,,
E20F201P2,9.635656932,403.1025648,0.276455007,,
E20F201P3,7.645321978,396.6280699,0.272374897,,
E20A202P1,3056.562357,1373.369313,0.217053201,,
E20A202P2,2152.810267,1460.530897,0.22987602,,
E20A202P3,2886.927315,1353.617521,0.213230322,,
E20B202P1,2784.056296,827.6833734,0.234762912,,
E20B202P2,3430.868945,738.9440827,0.247432638,,
E20B202P3,2736.301428,838.3668257,0.244702345,,
E20C202P1,1391.87684,269.8280342,0.244282602,,
E20C202P2,2098.559198,195.267139,0.235090744,,
E20C202P3,1563.397547,264.0103219,0.245883568,,
E20D202P1,3413.784273,190.1880868,0.207399566,,
E20D202P2,3307.735974,170.4568311,0.204223114,,
E20D202P3,3185.994897,210.7835824,0.212398859,,
E20E202P1,3840.22821,179.8980983,0.231529255,,
E20E202P2,3921.928525,136.2863382,0.234725389,,
E20E202P3,1984.636205,182.1832555,0.238374295,,
E20F202P1,1825.672122,323.8399165,0.232775015,,
E20F202P2,1842.543758,363.4088552,0.241735567,,
E20F202P3,1853.662738,325.5676309,0.239754108,,
E20A208P1,7.817470234,436.6378875,0.278753718,,
E20A208P2,7.694149169,428.1840306,0.279152688,,
E20A208P3,7.668004178,414.7079328,0.281189891,,
E20B208P1,7.928065862,421.6088141,0.277393132,,
E20B208P2,7.533114532,421.3325131,0.281100158,,
E20B208P3,7.569208502,416.2220591,0.281709403,,
E20C208P1,7.930842321,418.6232969,0.282731213,,
E20C208P2,7.794795817,424.8292193,0.280860722,,
E20C208P3,7.680729616,427.873662,0.280266266,,
E20D208P1,7.580777082,419.7417713,0.279474884,,
E20D208P2,7.593502521,431.6663988,0.276747379,,
E20D208P3,8.82301123,415.2203132,0.27884396,,
E20E208P1,7.53288316,421.9678676,0.279111049,,
E20E208P2,7.535196876,416.6227871,0.280165767,,
E20E208P3,8.024085078,411.9872087,0.275100999,,
E20F208P1,7.769807684,426.2903187,0.274871862,,
E20F208P2,7.894516979,596.7636764,0.277735387,,
E20F208P3,7.657823827,432.3990302,0.275575289,,
E20A209P1,3242.942712,2798.933735,0.208364782,,
E20A209P2,1869.357053,1981.369734,0.234353421,,
E20A209P3,5250.364405,3488.306766,0.191476663,,
E20B209P1,4160.930379,1716.513368,0.201583303,,
E20B209P2,6085.304474,1958.051661,0.20640972,,
E20B209P3,3702.707707,1417.541254,0.21892439,,
E20C209P1,3665.693803,1048.841065,0.183067276,,
E20C209P2,2517.694302,875.6278539,0.207495157,,
E20C209P3,2922.290357,888.3104351,0.197056467,,
E20D209P1,5286.608767,231.9046538,0.203031175,,
E20D209P2,5527.065641,266.0333495,0.195046723,,
E20D209P3,3866.452169,206.4240445,0.215770861,,
E20E209P1,3042.934916,142.5289873,0.237094701,,
E20E209P2,3104.026969,128.4223107,0.228199094,,
E20E209P3,4900.372049,139.6175887,0.228463092,,
E20F209P1,3201.780315,875.4904655,0.230099829,,
E20F209P2,2090.927757,800.808105,0.238719415,,
E20F209P3,2792.840721,989.0301155,0.226799544,,
E20A215P1,9.104733823,458.0563485,0.270001091,,
E20A215P2,13.68915575,453.4994586,0.265985613,,
E20A215P3,7.989350629,454.4119683,0.266569675,,
E20B215P1,9.607547441,426.7875956,0.262706391,,
E20B215P2,7.494979777,461.8529783,0.26253859,,
E20B215P3,8.10520414,470.8235714,0.262898019,,
E20C215P1,7.85731515,505.8366939,0.262493206,,
E20C215P2,8.142493023,420.2667881,0.264049978,,
E20C215P3,8.101920842,445.3635725,0.262996034,,
E20D215P1,8.036489406,447.6468167,0.264587921,,
E20D215P2,7.650701905,448.2000749,0.263682565,,
E20D215P3,9.170868823,427.2293536,0.263626087,,
E20E215P1,8.243337172,450.4857754,0.262285003,,
E20E215P2,7.422512702,439.7363163,0.265481793,,
E20E215P3,7.402812915,447.9368947,0.265823637,,
E20F215P1,9.99474207,463.0431473,0.264399679,,
E20F215P2,8.357549034,458.5030098,0.264797225,,
E20A216P1,2309.542,4815.38768,0.1848895,,
E20A216P2,1576.179895,4337.543143,0.195432128,,
E20A216P3,3908.859849,6165.452275,0.153358631,,
E20B216P1,2096.177825,1492.871384,0.207343418,,
E20B216P2,740.7684357,1098.872529,0.230968606,,
E20B216P3,1265.134794,1357.117503,0.214452185,,
E20C216P1,5447.845693,1907.103885,0.174036502,,
E20C216P2,3587.107679,1693.008993,0.194172002,,
E20C216P3,2981.428573,1660.684658,0.195689562,,
E20D216P1,2293.452433,959.1503055,0.179419223,,
E20D216P2,2752.395563,1078.9565,0.152375369,,
E20D216P3,2501.173557,1058.263889,0.155314021,,
E20E216P1,2477.046711,482.6490952,0.204036816,,
E20E216P2,1376.383245,467.8644741,0.215395308,,
E20E216P3,1541.939788,1119.510605,0.217182769,,
E20F216P1,3220.365182,2590.224591,0.179464392,,
E20F216P2,1323.014645,1721.014405,0.22491121,,
E20A222P1,7.72478366,585.6925858,0.26089827,,
E20A222P2,7.708039242,459.7908896,0.261827893,,
E20A222P3,8.187259761,448.132208,0.26205093,,
E20B222P1,8.096462566,422.1522606,0.260874413,,
E20B222P2,7.844117116,455.0348025,0.259568246,,
E20B222P3,9.248525675,439.2390859,0.26331719,,
E20C222P1,7.592479176,424.4591227,0.262513269,,
E20C222P2,8.24386061,570.6579875,0.26217922,,
E20C222P3,8.713883491,424.8138454,0.261942378,,
E20D222P1,8.103065999,453.6143526,0.259031893,,
E20D222P2,7.729500397,416.9554087,0.259815826,,
E20D222P3,7.758980006,469.4772777,0.260486372,,
E20E222P1,7.291787167,418.3839169,0.264272506,,
E20E222P2,7.838692868,434.691852,0.26584804,,
E20E222P3,7.935385984,432.6504503,0.261608061,,
E20F222P1,9.115042007,442.1472796,0.262503246,,
E20F222P2,8.166977791,447.0116267,0.264207737,,
E20F222P3,13.77093349,416.9028063,0.263855589,,
E20A223P1,2982.435688,3698.293483,0.183263924,,
E20A223P2,1175.002672,2862.839397,0.207630715,,
E20A223P3,1369.943778,2905.80406,0.206948963,,
E20B223P1,1223.05184,857.6957499,0.22557137,,
E20B223P2,1095.121658,781.7865377,0.233881301,,
E20B223P3,1495.740579,829.3954341,0.22575602,,
E20C223P1,1942.473862,725.5726878,0.228445132,,
E20C223P2,1773.420333,774.4557452,0.234737681,,
E20C223P3,1950.587358,867.9382165,0.233272369,,
E20D223P1,2891.14866,1697.20277,0.16859665,,
E20D223P2,3742.113176,1848.722386,0.159861747,,
E20D223P3,2062.827548,1387.086867,0.201214255,,
E20E223P1,1519.065553,1320.069993,0.205517889,,
E20E223P2,1962.062236,1397.04334,0.19585702,,
E20E223P3,1616.228928,1355.977081,0.198589765,,
E20F223P1,3059.004137,2032.408686,0.213061511,,
E20F223P2,2824.845718,1980.215163,0.210102153,,
E20F223P3,2458.828075,1926.362371,0.214227388,,
E20A229P1,7.230977749,660.693201,0.269391488,,
E20A229P2,7.631381387,414.4837783,0.268283683,,
E20A229P3,7.12229004,523.7600465,0.265856959,,
E20B229P1,12.71194365,491.6814294,0.267119649,,
E20B229P2,7.481053581,425.7729328,0.26579494,,
E20B229P3,7.546219156,506.7147481,0.269396704,,
E20C229P1,7.732776198,441.7489134,0.269517989,,
E20C229P2,7.892043685,480.1022884,0.268483755,,
E20C229P3,7.581036864,508.325503,0.266767444,,
E20D229P1,8.393842134,537.3982911,0.267328316,,
E20D229P2,11.19290353,418.7394073,0.268115911,,
E20D229P3,7.886632825,412.2795948,0.267571093,,
E20E229P1,8.256688596,438.8977332,0.268162718,,
E20E229P2,8.030608751,405.2634441,0.265412201,,
E20E229P3,8.322089426,419.5675391,0.268452037,,
E20F229P1,7.850168334,434.0885846,0.273581278,,
E20F229P2,7.352839726,408.801572,0.26775666,,
E20F229P3,7.689724573,421.5062937,0.270352299,,
E20A230P1,2616.454464,4215.212592,0.184401943,,
E20A230P2,1954.446097,2262.387796,0.225173977,,
E20A230P3,2074.459207,2918.581072,0.202592003,,
E20B230P1,2502.34625,1943.972527,0.216666538,,
E20B230P2,1527.527834,1734.062849,0.226642839,,
E20B230P3,1610.398683,1926.127584,0.2135292,,
E20C230P1,2329.957427,1053.442329,0.222881061,,
E20C230P2,2733.796726,884.0514271,0.227930349,,
E20C230P3,2394.478639,889.9967264,0.234881864,,
E20D230P1,3889.856132,1739.088564,0.211033836,,
E20D230P2,3494.121595,1989.207125,0.197870148,,
E20D230P3,2259.560727,1735.93324,0.217161496,,
E20E230P1,3207.130523,1574.646688,0.217400599,,
E20E230P2,2688.227405,1649.013438,0.21923975,,
E20E230P3,2473.590587,1633.587937,0.223038162,,
E20F230P1,1808.313826,2254.488134,0.219228026,,
E20F230P2,3318.659169,2721.152255,0.204546636,,
E20F230P3,2415.763551,2370.35162,0.215491058,,
E20A236P1,7.56854261,587.3324972,0.191214267,,
E20A236P2,7.266152972,570.4336221,0.214438331,,
E20A236P3,7.691299532,578.5990052,0.239972891,,
E20B236P1,7.540341696,583.6990708,0.263714213,,
E20B236P2,7.526596712,578.4108851,0.259363585,,
E20B236P3,7.480148147,580.5741159,0.261912939,,
E20C236P1,7.642718125,576.7777725,0.261091044,,
E20C236P2,7.740591887,592.7102094,0.260156466,,
E20C236P3,7.536076011,573.8496624,0.262436982,,
E20D236P1,7.922831411,573.6284168,0.257980754,,
E20D236P2,8.052934789,575.6622207,0.262407653,,
E20D236P3,7.994637101,575.2132318,0.259229139,,
E20E236P1,7.599350332,590.9757841,0.261592692,,
E20E236P2,7.651486476,579.7147648,0.263577609,,
E20E236P3,8.07497416,576.4104411,0.263421549,,
E20F236P1,7.763579187,591.0731647,0.266707048,,
E20F236P2,15.20198512,617.2414402,0.262965498,,
E20F236P3,7.763342205,576.000741,0.261818215,,
E20A237P1,2746.26339,3112.137936,0.201682614,,
E20A237P2,1361.48971,2580.430414,0.21592252,,
E20A237P3,1055.250292,2484.173388,0.220465733,,
E20B237P1,996.6205904,1922.624135,0.222357281,,
E20B237P2,2059.144078,2272.001855,0.20211317,,
E20B237P3,1938.007168,1901.238227,0.205987188,,
E20C237P1,3324.673863,1058.863677,0.214630442,,
E20C237P2,2083.846183,992.4597903,0.227502948,,
E20C237P3,2689.397075,1050.895875,0.216185716,,
E20D237P1,5348.678384,2336.289678,0.200361848,,
E20D237P2,5849.786122,2318.244753,0.201619909,,
E20D237P3,3954.031303,2151.601451,0.206992829,,
E20E237P1,2234.262989,1951.170947,0.216255452,,
E20E237P2,1835.096817,1846.092341,0.220319246,,
E20E237P3,1235.759843,1500.536932,0.230701667,,
E20F237P1,3743.689687,2031.495477,0.209054587,,
E20F237P2,1954.082163,1715.623783,0.219718705,,
E20F237P3,1839.479808,1572.032449,0.23298821,,
