sample_id,pond_id,week,date_collect,date_run,time_start,time_end,incubation_temp,vol_bottle,vol_sediment,vol_water,vol_media,notes
E20E188X3,E,7,7/7/2020,10/11/2020,11:50,12:59,23.2,120,20,20,2.2,"label says DOY 188, but sample collected on DOY 189; water sample was sub-surface grab sample instead of bottom water"
E20F188X1,F,7,7/7/2020,10/11/2020,11:51,13:00,23.2,120,20,20,2.2,"label says DOY 188, but sample collected on DOY 189; water sample was sub-surface grab sample instead of bottom water"
E20F188X2,F,7,7/7/2020,10/11/2020,11:52,13:00,23.2,120,20,20,2.2,"label says DOY 188, but sample collected on DOY 189; water sample was sub-surface grab sample instead of bottom water"
E20F188X3,F,7,7/7/2020,10/11/2020,11:52,13:01,23.2,120,20,20,2.2,"label says DOY 188, but sample collected on DOY 189; water sample was sub-surface grab sample instead of bottom water"
E20A203X1,A,9,7/22/2020,10/11/2020,14:20,15:41,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20A203X2,A,9,7/22/2020,10/11/2020,14:20,15:41,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20A203X3,A,9,7/22/2020,10/11/2020,14:20,15:42,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20B203X1,B,9,7/22/2020,10/11/2020,14:22,15:43,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20B203X2,B,9,7/22/2020,10/11/2020,14:23,15:43,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20B203X3,B,9,7/22/2020,10/11/2020,14:23,15:44,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20C203X1,C,9,7/22/2020,10/11/2020,14:25,15:45,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20C203X2,C,9,7/22/2020,10/11/2020,14:25,15:45,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20C203X3,C,9,7/22/2020,10/11/2020,14:26,15:46,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20D203X1,D,9,7/22/2020,10/11/2020,14:34,15:47,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20D203X2,D,9,7/22/2020,10/11/2020,14:35,15:47,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20D203X3,D,9,7/22/2020,10/11/2020,14:35,15:47,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20E203X1,E,9,7/22/2020,10/11/2020,14:36,15:49,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20E203X2,E,9,7/22/2020,10/11/2020,14:37,15:49,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20E203X3,E,9,7/22/2020,10/11/2020,14:37,15:49,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20F203X1,F,9,7/22/2020,10/11/2020,14:39,15:51,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20F203X2,F,9,7/22/2020,10/11/2020,14:39,15:51,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20F203X3,F,9,7/22/2020,10/11/2020,14:39,15:51,23.7,120,20,20,2.2,"label says DOY 203, but sample collected on DOY 204"
E20A216X1,A,11,8/3/2020,10/11/2020,17:16,18:28,23.8,120,20,20,2.2,
E20A216X2,A,11,8/3/2020,10/11/2020,17:16,18:28,23.8,120,20,20,2.2,
E20A216X3,A,11,8/3/2020,10/11/2020,17:17,18:29,23.8,120,20,20,2.2,
E20B216X1,B,11,8/3/2020,10/11/2020,17:18,18:30,23.8,120,20,20,2.2,
E20B216X2,B,11,8/3/2020,10/11/2020,17:19,18:30,23.8,120,20,20,2.2,
E20B216X3,B,11,8/3/2020,10/11/2020,17:19,18:30,23.8,120,20,20,2.2,
E20C216X1,C,11,8/3/2020,10/11/2020,17:20,18:31,23.8,120,20,20,2.2,
E20C216X2,C,11,8/3/2020,10/11/2020,17:21,18:32,23.8,120,20,20,2.2,
E20C216X3,C,11,8/3/2020,10/11/2020,17:21,18:32,23.8,120,20,20,2.2,
E20D216X1,D,11,8/3/2020,10/11/2020,17:34,18:44,23.8,120,20,20,2.2,
E20D216X2,D,11,8/3/2020,10/11/2020,17:34,18:44,23.8,120,20,20,2.2,
E20D216X3,D,11,8/3/2020,10/11/2020,17:34,18:44,23.8,120,20,20,2.2,
E20E216X1,E,11,8/3/2020,10/11/2020,17:36,18:46,23.8,120,20,20,2.2,
E20E216X2,E,11,8/3/2020,10/11/2020,17:36,18:46,23.8,120,20,20,2.2,
E20E216X3,E,11,8/3/2020,10/11/2020,17:36,18:47,23.8,120,20,20,2.2,
E20F216X1,F,11,8/3/2020,10/11/2020,17:38,18:48,23.8,120,20,20,2.2,
E20F216X2,F,11,8/3/2020,10/11/2020,17:38,18:48,23.8,120,20,20,2.2,
E20F216X3,F,11,8/3/2020,10/11/2020,17:39,18:49,23.8,120,20,20,2.2,
E20A181X1,A,6,6/28/2020,10/17/2020,11:46,12:58,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20A181X2,A,6,6/28/2020,10/17/2020,11:46,12:59,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20A181X3,A,6,6/28/2020,10/17/2020,11:46,12:59,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20B181X1,B,6,6/28/2020,10/17/2020,11:48,13:00,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20B181X2,B,6,6/28/2020,10/17/2020,11:48,13:00,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20B181X3,B,6,6/28/2020,10/17/2020,,,,,,,,not enough sediment for sample
E20C181X1,C,6,6/28/2020,10/17/2020,11:50,13:02,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20C181X2,C,6,6/28/2020,10/17/2020,11:50,13:03,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20C181X3,C,6,6/28/2020,10/17/2020,11:50,13:03,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20D181X1,D,6,6/28/2020,10/17/2020,12:03,13:18,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20D181X2,D,6,6/28/2020,10/17/2020,12:03,13:18,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20D181X3,D,6,6/28/2020,10/17/2020,,,,,,,,not enough sediment for sample
E20E181X1,E,6,6/28/2020,10/17/2020,12:04,13:19,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20E181X2,E,6,6/28/2020,10/17/2020,12:05,13:20,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20E181X3,E,6,6/28/2020,10/17/2020,12:05,13:20,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20F181X1,F,6,6/28/2020,10/17/2020,12:06,13:21,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20F181X2,F,6,6/28/2020,10/17/2020,12:07,13:21,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20F181X3,F,6,6/28/2020,10/17/2020,12:07,13:22,22.5,120,20,20,2.2,"label says DOY 181, but sample collected on DOY 180"
E20A210X1,A,10,7/28/2020,10/17/2020,14:26,15:46,22.9,120,20,20,2.2,
E20A210X2,A,10,7/28/2020,10/17/2020,14:26,15:46,22.9,120,20,20,2.2,
E20A210X3,A,10,7/28/2020,10/17/2020,14:26,15:47,22.9,120,20,20,2.2,
E20B210X1,B,10,7/28/2020,10/17/2020,14:28,15:48,22.9,120,20,20,2.2,
E20B210X2,B,10,7/28/2020,10/17/2020,14:28,15:48,22.9,120,20,20,2.2,
E20B210X3,B,10,7/28/2020,10/17/2020,14:28,15:49,22.9,120,20,20,2.2,
E20C210X1,C,10,7/28/2020,10/17/2020,14:30,15:50,22.9,120,20,20,2.2,
E20C210X2,C,10,7/28/2020,10/17/2020,14:30,15:50,22.9,120,20,20,2.2,
E20C210X3,C,10,7/28/2020,10/17/2020,14:30,15:51,22.9,120,20,20,2.2,
E20D210X1,D,10,7/28/2020,10/17/2020,14:42,15:56,22.9,120,20,20,2.2,
E20D210X2,D,10,7/28/2020,10/17/2020,14:42,15:56,22.9,120,20,20,2.2,
E20D210X3,D,10,7/28/2020,10/17/2020,14:43,15:57,22.9,120,20,20,2.2,
E20E210X1,E,10,7/28/2020,10/17/2020,14:44,15:58,22.9,120,20,20,2.2,
E20E210X2,E,10,7/28/2020,10/17/2020,14:44,15:58,22.9,120,20,20,2.2,
E20E210X3,E,10,7/28/2020,10/17/2020,14:45,15:59,22.9,120,20,20,2.2,
E20F210X1,F,10,7/28/2020,10/17/2020,14:46,16:00,22.9,120,20,20,2.2,
E20F210X2,F,10,7/28/2020,10/17/2020,14:47,16:01,22.9,120,20,20,2.2,
E20F210X3,F,10,7/28/2020,10/17/2020,14:47,16:01,22.9,120,20,20,2.2,
E20A230X1,A,13,8/16/2020,10/17/2020,17:24,18:38,22.8,120,20,20,2.2,
E20A230X2,A,13,8/16/2020,10/17/2020,17:24,18:38,22.8,120,20,20,2.2,
E20A230X3,A,13,8/16/2020,10/17/2020,17:24,18:38,22.8,120,20,20,2.2,
E20B230X1,B,13,8/16/2020,10/17/2020,17:26,18:39,22.8,120,20,20,2.2,
E20B230X2,B,13,8/16/2020,10/17/2020,17:26,18:40,22.8,120,20,20,2.2,
E20B230X3,B,13,8/16/2020,10/17/2020,17:27,18:40,22.8,120,20,20,2.2,
E20C230X1,C,13,8/16/2020,10/17/2020,17:28,18:42,22.8,120,20,20,2.2,
E20C230X2,C,13,8/16/2020,10/17/2020,17:29,18:42,22.8,120,20,20,2.2,
E20C230X3,C,13,8/16/2020,10/17/2020,17:29,18:43,22.8,120,20,20,2.2,
E20D230X1,D,13,8/16/2020,10/17/2020,17:41,18:51,22.8,120,20,20,2.2,
E20D230X2,D,13,8/16/2020,10/17/2020,17:41,18:52,22.8,120,20,20,2.2,
E20D230X3,D,13,8/16/2020,10/17/2020,17:41,18:52,22.8,120,20,20,2.2,
E20E230X1,E,13,8/16/2020,10/17/2020,17:43,18:53,22.8,120,20,20,2.2,
E20E230X2,E,13,8/16/2020,10/17/2020,17:43,18:54,22.8,120,20,20,2.2,
E20E230X3,E,13,8/16/2020,10/17/2020,17:43,18:54,22.8,120,20,20,2.2,
E20F230X1,F,13,8/16/2020,10/17/2020,17:45,18:56,22.8,120,20,20,2.2,
E20F230X2,F,13,8/16/2020,10/17/2020,17:45,18:56,22.8,120,20,20,2.2,
E20F230X3,F,13,8/16/2020,10/17/2020,17:45,18:57,22.8,120,20,20,2.2,
E20A243X1,A,14,8/23/2020,10/18/2020,12:12,13:31,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20A243X2,A,14,8/23/2020,10/18/2020,12:12,13:32,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20A243X3,A,14,8/23/2020,10/18/2020,12:13,13:32,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20B243X1,B,14,8/23/2020,10/18/2020,12:14,13:33,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20B243X2,B,14,8/23/2020,10/18/2020,12:15,13:34,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20B243X3,B,14,8/23/2020,10/18/2020,12:15,13:34,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20C243X1,C,14,8/23/2020,10/18/2020,12:17,13:36,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20C243X2,C,14,8/23/2020,10/18/2020,12:17,13:36,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20C243X3,C,14,8/23/2020,10/18/2020,12:17,13:37,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236; error? Vacuum was weak in vial for T1 sample collection"
E20D243X1,D,14,8/23/2020,10/18/2020,12:29,13:45,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20D243X2,D,14,8/23/2020,10/18/2020,12:29,13:45,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20D243X3,D,14,8/23/2020,10/18/2020,12:29,13:45,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20E243X1,E,14,8/23/2020,10/18/2020,12:31,13:47,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20E243X2,E,14,8/23/2020,10/18/2020,12:31,13:47,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20E243X3,E,14,8/23/2020,10/18/2020,12:32,13:48,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20F243X1,F,14,8/23/2020,10/18/2020,12:33,13:49,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236; may have added incorrect amount of DEA media"
E20F243X2,F,14,8/23/2020,10/18/2020,12:34,13:49,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20F243X3,F,14,8/23/2020,10/18/2020,12:34,13:50,22.4,120,20,20,2.2,"label says 243, but sample collected DOY 236"
E20A153X1,A,2,6/1/2020,10/18/2020,15:19,16:27,23.4,120,20,20,2.2,
E20A153X2,A,2,6/1/2020,10/18/2020,15:20,16:27,23.4,120,20,20,2.2,
E20A153X3,A,2,6/1/2020,10/18/2020,15:20,16:28,23.4,120,20,20,2.2,
E20B153X1,B,2,6/1/2020,10/18/2020,15:22,16:29,23.4,120,20,20,2.2,
E20B153X2,B,2,6/1/2020,10/18/2020,15:22,16:29,23.4,120,20,20,2.2,
E20B153X3,B,2,6/1/2020,10/18/2020,15:22,16:29,23.4,120,20,20,2.2,
E20C153X1,C,2,6/1/2020,10/18/2020,15:24,16:30,23.4,120,20,20,2.2,
E20C153X2,C,2,6/1/2020,10/18/2020,15:24,16:31,23.4,120,20,20,2.2,
E20C153X3,C,2,6/1/2020,10/18/2020,,,,,,,,not enough sediment for sample
E20D153X1,D,2,6/1/2020,10/18/2020,15:43,16:54,23.4,120,20,20,2.2,
E20D153X2,D,2,6/1/2020,10/18/2020,15:44,16:54,23.4,120,20,20,2.2,
E20D153X3,D,2,6/1/2020,10/18/2020,15:44,16:54,23.4,120,20,20,2.2,
E20E153X1,E,2,6/1/2020,10/18/2020,15:45,16:55,23.4,120,20,20,2.2,
E20E153X2,E,2,6/1/2020,10/18/2020,15:46,16:56,23.4,120,20,20,2.2,
E20E153X3,E,2,6/1/2020,10/18/2020,15:46,16:56,23.4,120,20,20,2.2,
E20F153X1,F,2,6/1/2020,10/18/2020,15:47,16:57,23.4,120,20,20,2.2,
E20F153X2,F,2,6/1/2020,10/18/2020,15:48,16:58,23.4,120,20,20,2.2,
E20F153X3,F,2,6/1/2020,10/18/2020,15:48,16:58,23.4,120,20,20,2.2,
E20A146X1,A,1,5/25/2020,10/24/2020,12:21,13:34,23,120,20,20,2.2,
E20A146X2,A,1,5/25/2020,10/24/2020,12:21,13:35,23,120,20,20,2.2,
E20A146X3,A,1,5/25/2020,10/24/2020,12:21,13:35,23,120,20,20,2.2,
E20B146X1,B,1,5/25/2020,10/24/2020,12:23,13:36,23,120,20,20,2.2,
E20B146X2,B,1,5/25/2020,10/24/2020,12:23,13:37,23,120,20,20,2.2,
E20B146X3,B,1,5/25/2020,10/24/2020,12:24,13:37,23,120,20,20,2.2,
E20C146X1,C,1,5/25/2020,10/24/2020,12:25,13:39,23,120,20,20,2.2,
E20C146X2,C,1,5/25/2020,10/24/2020,12:26,13:39,23,120,20,20,2.2,
E20C146X3,C,1,5/25/2020,10/24/2020,12:26,13:39,23,120,20,20,2.2,
E20D146X1,D,1,5/25/2020,10/24/2020,12:39,13:53,23,120,20,20,2.2,
E20D146X2,D,1,5/25/2020,10/24/2020,12:39,13:53,23,120,20,20,2.2,
E20D146X3,D,1,5/25/2020,10/24/2020,12:39,13:53,23,120,20,20,2.2,
E20E146X1,E,1,5/25/2020,10/24/2020,12:41,13:55,23,120,20,20,2.2,
E20E146X2,E,1,5/25/2020,10/24/2020,12:41,13:55,23,120,20,20,2.2,
E20E146X3,E,1,5/25/2020,10/24/2020,12:41,13:56,23,120,20,20,2.2,
E20F146X1,F,1,5/25/2020,10/24/2020,12:43,13:57,23,120,20,20,2.2,
E20F146X2,F,1,5/25/2020,10/24/2020,12:43,13:57,23,120,20,20,2.2,
E20F146X3,F,1,5/25/2020,10/24/2020,12:43,13:57,23,120,20,20,2.2,
E20A167X1,A,4,6/16/2020,10/24/2020,15:25,16:38,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20A167X2,A,4,6/16/2020,10/24/2020,15:25,16:39,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20A167X3,A,4,6/16/2020,10/24/2020,15:25,16:39,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20B167X1,B,4,6/16/2020,10/24/2020,15:27,16:40,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20B167X2,B,4,6/16/2020,10/24/2020,15:27,16:40,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20B167X3,B,4,6/16/2020,10/24/2020,15:28,16:41,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20C167X1,C,4,6/16/2020,10/24/2020,15:30,16:42,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20C167X2,C,4,6/16/2020,10/24/2020,15:30,16:42,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20C167X3,C,4,6/16/2020,10/24/2020,,,,,,,,not enough sediment for sample
E20D167X1,D,4,6/16/2020,10/24/2020,15:44,16:53,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20D167X2,D,4,6/16/2020,10/24/2020,15:45,16:54,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20D167X3,D,4,6/16/2020,10/24/2020,15:45,16:54,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20E167X1,E,4,6/16/2020,10/24/2020,15:47,16:55,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20E167X2,E,4,6/16/2020,10/24/2020,15:47,16:55,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20E167X3,E,4,6/16/2020,10/24/2020,15:47,16:56,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20F167X1,F,4,6/16/2020,10/24/2020,15:49,16:57,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20F167X2,F,4,6/16/2020,10/24/2020,15:49,16:57,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20F167X3,F,4,6/16/2020,10/24/2020,15:50,16:58,23.6,120,20,20,2.2,"label says DOY 167, but sample collected DOY 168"
E20A195X1,A,8,7/14/2020,10/25/2020,12:00,13:16,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20A195X2,A,8,7/14/2020,10/25/2020,12:00,13:16,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20A195X3,A,8,7/14/2020,10/25/2020,12:01,13:16,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20B195X1,B,8,7/14/2020,10/25/2020,12:02,13:17,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20B195X2,B,8,7/14/2020,10/25/2020,12:03,13:18,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20B195X3,B,8,7/14/2020,10/25/2020,12:03,13:18,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20C195X1,C,8,7/14/2020,10/25/2020,12:04,13:19,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20C195X2,C,8,7/14/2020,10/25/2020,12:04,13:20,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20C195X3,C,8,7/14/2020,10/25/2020,,,,,,,,not enough sediment for sample
E20D195X1,D,8,7/14/2020,10/25/2020,12:16,13:26,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20D195X2,D,8,7/14/2020,10/25/2020,12:17,13:27,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20D195X3,D,8,7/14/2020,10/25/2020,12:17,13:27,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20E195X1,E,8,7/14/2020,10/25/2020,12:19,13:28,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20E195X2,E,8,7/14/2020,10/25/2020,12:19,13:28,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20E195X3,E,8,7/14/2020,10/25/2020,12:19,13:29,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20F195X1,F,8,7/14/2020,10/25/2020,12:20,13:30,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20F195X2,F,8,7/14/2020,10/25/2020,12:21,13:31,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
